Name,BSE Code,NSE Code,Industry,Current Price,Return over 3months,Return over 6months,Volume 1month average,Volume 1week average,Volume,High price,Low price,High price all time,Low price all time,Return over 1day,Return over 1week,Return over 1month,DMA 50,DMA 200,DMA 50 previous day,DMA 200 previous day,RSI,MACD,MACD Previous Day,MACD Signal,MACD Signal Previous Day,Return over 1year,Return over 3years,Return over 5years,Volume 1year average,Return over 7years,Return over 10years,Market Capitalization
Intense Tech.,532326,INTENTECH,Computers - Software - Medium / Small,152.43,23.23,7.76,213087,44661,35380,178.45,73.70,248.70,2.05,0.89,-2.03,-2.68,144.29,121.46,143.96,121.15,51.29,2.96,3.38,4.61,5.03,82.66,14.37,44.20,288755,5.97,9.91,357.71
Inter Globe Fin,511391,,Finance & Investments,116.90,85.26,172.18,2912,6409,7096,121.00,21.25,121.00,2.40,5.41,25.55,35.93,87.55,62.97,86.35,62.42,78.14,5.74,4.42,3.15,2.51,395.97,94.86,91.07,4497,20.01,20.66,79.73
Inter State Oil,530259,,Miscellaneous,36.99,-10.91,-27.47,5943,7695,6391,58.40,25.00,58.40,3.11,0.79,-2.32,-7.62,38.26,38.77,38.31,38.79,47.70,-0.69,-0.77,-0.74,-0.75,41.35,31.01,27.68,8812,12.03,15.84,18.46
Interactive Fin,539692,,Finance & Investments,23.96,9.36,2.39,2112,2050,414,27.00,14.00,55.70,4.42,1.40,-0.17,-4.16,23.51,21.35,23.49,21.32,51.24,0.13,0.13,0.15,0.16,71.02,58.74,14.27,3343,-2.90,,7.22
Interglobe Aviat,539448,INDIGO,Transport - Airlines,4312.50,7.86,37.43,940805,1275394,695744,4610.00,2333.35,4610.00,691.00,-2.08,-4.03,-0.24,4263.19,3583.02,4261.18,3575.68,47.05,37.86,49.08,42.84,44.08,71.61,37.78,23.64,1300590,19.00,,166534.92
Interiors,,INM,Miscellaneous,270.95,-2.18,,5625,5000,600,316.00,201.00,316.00,201.00,2.83,0.72,0.35,271.39,276.51,271.41,276.56,50.32,-0.31,-0.41,0.58,0.80,,,,25671,,,189.54
Interworld Digi.,532072,,Computers - Software - Medium / Small,0.54,1.89,0.00,768580,942237,942237,0.60,0.30,7.35,0.12,-3.57,-3.57,-1.82,0.48,0.37,0.48,0.36,55.64,0.02,0.02,0.02,0.02,68.75,53.26,29.20,861070,20.08,-0.18,25.83
Intl. Combustion,505737,,Engineering,1262.85,-37.82,-28.63,11373,6076,5276,2300.00,905.50,2300.00,67.70,-1.88,-5.44,-21.23,1561.39,1514.48,1573.58,1517.01,30.79,-102.03,-100.83,-89.82,-86.76,25.98,77.71,52.18,5261,6.71,20.70,301.82
Intl. Conveyors,509709,INTLCONV,Miscellaneous,82.68,-7.15,-23.37,420474,273687,227220,124.79,69.05,124.79,1.63,-0.62,-2.76,-1.69,82.74,83.26,82.74,83.27,50.44,0.59,0.68,0.23,0.14,9.58,10.25,30.55,708821,20.39,16.80,524.02
Intl. Data Mgt.,517044,,Computers - Software - Medium / Small,25.04,-18.60,24.02,625,1572,273,38.32,10.00,38.32,3.54,0.00,-2.19,8.77,27.08,23.56,27.16,23.54,39.76,-0.54,-0.51,-0.46,-0.44,92.62,62.83,19.79,947,5.56,,5.51
Intl. Travel Hse,500213,,Travel Agencies,619.40,-10.17,-1.06,6888,3788,2156,781.00,309.50,781.00,35.60,-0.79,-1.99,-1.91,621.59,558.57,621.67,557.96,48.12,1.77,2.50,3.52,3.96,90.91,97.79,53.20,11704,15.00,10.43,494.90
Intrasoft Tech.,533181,ISFT,Miscellaneous,128.91,-2.23,-23.38,90061,72645,55093,191.75,107.50,855.00,20.60,-2.46,-4.69,-4.94,129.37,131.77,129.39,131.80,47.67,1.44,1.88,1.69,1.75,4.00,2.98,12.29,106222,-15.66,10.35,210.27
Inv.& Prec.Cast.,504786,,Castings & Forgings,715.30,16.64,24.34,11538,28924,17539,765.00,403.80,765.00,23.90,2.51,21.83,26.57,599.47,576.36,594.74,574.96,74.69,17.13,8.96,4.78,1.69,62.73,32.88,36.74,4676,13.10,29.24,357.65
Inventure Grow.,533506,INVENTURE,Finance & Investments,2.83,36.71,-2.08,12061361,7903937,6896912,3.77,1.73,8.15,0.44,-1.74,-5.35,1.07,2.73,2.51,2.72,2.50,50.01,0.06,0.07,0.08,0.09,54.64,-3.30,20.80,7862304,13.17,9.05,297.15
Invigorated Bus.,511716,,Finance & Investments,7.71,-15.92,-6.77,9232,6747,10731,9.64,5.03,25.60,1.36,4.90,4.90,23.95,7.22,6.67,7.20,6.66,55.97,0.01,-0.03,-0.03,-0.04,19.35,19.48,26.72,14891,-0.88,9.68,31.03
IOL Chemicals,524164,IOLCP,Pharmaceuticals - Indian - Bulk Drugs & Formln,427.25,10.47,-3.59,339781,568365,306189,535.90,330.85,898.90,14.65,-0.30,3.20,-0.69,408.65,407.17,407.89,406.97,57.26,5.57,5.49,4.96,4.81,8.99,-13.17,16.27,537514,31.24,23.55,2508.19
ION Exchange,500214,IONEXCHANG,Engineering,706.95,29.69,36.20,851646,628846,412449,768.40,406.95,768.40,5.50,-0.29,-1.51,8.15,615.53,543.54,611.80,541.89,61.90,32.55,33.00,31.27,30.95,42.60,40.64,60.47,435160,43.69,45.98,10368.59
IP Rings,523638,,Auto Ancillaries,185.35,3.52,1.78,7387,7090,2535,222.55,126.00,278.80,18.42,-2.09,4.10,-7.53,186.03,170.54,186.06,170.39,48.72,-1.88,-2.11,-2.55,-2.72,29.62,1.29,24.77,9245,4.20,15.95,234.95
Ipca Labs.,524494,IPCALAB,Pharmaceuticals - Indian - Bulk Drugs & Formln,1300.30,-2.69,8.44,376176,401420,726765,1374.60,847.30,1383.56,23.50,-0.34,1.17,9.02,1226.98,1154.99,1223.99,1153.53,67.94,30.61,29.97,22.37,20.31,43.16,6.80,22.33,538353,28.00,13.63,32989.16
IRB Infra.Devl.,532947,IRB,Construction,64.49,-4.67,-7.94,66889918,22325609,25109112,78.15,25.54,78.15,4.56,-1.21,-3.63,-4.54,66.85,57.40,66.94,57.33,40.52,-0.45,-0.29,-0.15,-0.07,148.52,56.55,46.46,49696632,16.52,9.77,38945.51
IRB InvIT Fund,540526,IRBINVIT,Construction,64.67,-6.59,-6.49,538073,544904,221212,74.74,63.50,105.00,25.01,-0.25,-3.33,-3.48,66.24,67.39,66.31,67.42,29.56,-0.20,-0.08,0.08,0.14,-9.46,3.28,0.15,403317,-5.75,,3754.09
Ircon Intl.,541956,IRCON,Construction,286.00,16.33,23.38,29682455,13819387,7678872,351.65,96.05,351.65,29.00,-0.40,4.15,-7.07,283.71,226.20,283.62,225.60,46.45,0.47,1.31,4.62,5.66,198.38,86.55,51.94,23016767,,,26898.75
IRIS Business,540735,IRIS,Computers - Software - Medium / Small,270.00,86.21,99.93,41217,11710,11010,289.50,88.00,289.50,11.55,0.19,-5.63,17.02,236.11,172.25,234.72,171.27,60.61,14.04,15.26,15.56,15.95,185.41,25.99,70.03,73700,,,522.75
Iris Clothings,,IRISDOREME,Textiles - Products,64.39,-18.34,-26.03,375653,145752,102690,110.90,60.36,110.90,4.86,0.00,1.23,-1.18,69.02,75.12,69.21,75.23,44.05,-1.59,-1.72,-2.14,-2.28,-28.65,21.77,56.27,299379,,,525.23
IRM Energy,544004,IRMENERGY,Miscellaneous,450.75,-19.57,-22.66,118505,94862,70718,641.00,431.60,641.00,431.60,-0.87,-2.10,-3.17,470.65,491.77,471.46,492.18,43.26,-4.02,-3.82,-4.93,-5.16,,,,305438,,,1850.76
Ironwood Educa,508918,,Miscellaneous,25.14,7.85,3.80,9520,6724,7590,35.47,20.10,321.74,8.14,1.37,4.49,4.84,24.65,24.75,24.63,24.75,52.55,0.00,-0.03,0.12,0.15,5.85,-15.04,8.92,10660,-6.08,0.51,19.88
ISF,526859,,Finance & Investments,1.94,-6.28,-24.22,118661,82833,105461,3.00,1.58,31.50,0.15,-0.51,0.52,-6.28,1.98,2.11,1.98,2.11,46.21,-0.02,-0.02,-0.02,-0.01,16.87,-20.77,40.85,220664,20.69,20.13,18.43
ISGEC Heavy,533033,ISGEC,Engineering - Turnkey Services,1460.20,42.16,28.58,146949,197077,297973,1591.25,656.00,1591.25,5.00,-5.00,3.28,7.66,1312.98,1047.22,1306.98,1043.07,56.94,60.93,66.07,60.47,60.36,97.38,22.81,30.65,154296,12.55,18.88,10736.78
Ishaan Infrastru,540134,,Construction,7.40,21.51,77.03,7120,13898,2092,9.19,2.54,35.50,2.38,2.78,-1.46,-17.87,7.48,5.76,7.48,5.74,39.74,-0.14,-0.12,0.02,0.06,172.06,32.52,-9.37,30888,-1.79,,4.79
Ishan Dyes & Ch.,531109,,Dyes And Pigments,61.59,23.13,2.41,25057,51046,43736,71.80,44.63,177.00,6.30,2.75,10.57,9.36,55.65,56.02,55.41,55.97,67.57,1.07,0.78,0.48,0.33,11.88,-10.65,21.67,33304,4.09,13.44,129.14
Ishan Internat.,,ISHAN,Engineering,2.15,-14.00,-57.84,952421,393600,192000,6.10,0.84,6.10,0.58,-4.44,0.00,-10.42,2.31,2.40,2.31,2.41,45.10,-0.03,-0.02,-0.02,-0.02,155.95,,,330015,,,46.49
Ishita Drugs,524400,,Pharmaceuticals - Indian - Bulk Drugs,83.27,21.74,3.71,48392,110525,58295,104.75,56.00,104.75,4.91,-8.35,11.12,26.17,71.39,69.40,70.91,69.26,61.14,4.58,4.50,3.14,2.78,15.24,24.94,35.77,9744,22.64,21.08,24.90
ISL Consulting,511609,,Finance & Investments,25.80,-14.74,-10.23,1446,1052,972,36.90,23.50,36.90,2.98,-1.71,-1.68,-4.48,27.70,28.43,27.77,28.45,35.96,-0.61,-0.62,-0.73,-0.75,4.16,29.03,20.63,3809,15.25,13.15,61.92
ISMT,532479,ISMTLTD,Steel - Medium / Small,127.30,24.07,22.64,1738560,1135703,1223191,157.90,68.20,157.90,1.85,-2.61,-12.84,-7.91,130.13,107.13,130.25,106.92,41.02,0.81,1.82,3.15,3.73,53.47,66.56,93.85,1088027,40.98,24.22,3825.38
IST,508807,,Auto Ancillaries,898.25,-10.96,-2.25,2294,4091,16750,1105.05,645.00,1105.05,21.00,-7.45,-7.41,-8.00,963.18,889.18,965.83,889.09,28.00,-5.07,0.54,-0.03,1.24,37.16,17.73,27.90,2398,8.93,18.20,1047.73
iStreet Network,524622,,Trading,3.88,59.67,35.66,15663,2220,1829,5.44,1.67,54.40,1.01,-1.77,-9.13,4.30,3.89,3.13,3.89,3.12,45.08,0.01,0.03,0.00,0.00,121.71,17.37,13.50,9023,-6.75,-13.02,8.26
Italian,,ITALIANE,Food - Processing - Indian,34.40,-1.01,,17895,22400,18000,61.40,30.10,61.40,30.10,1.18,-1.15,-1.15,34.59,42.73,34.60,42.81,51.56,0.01,0.00,0.05,0.06,,,,55538,,,50.83
ITC,500875,ITC,Cigarettes,489.10,12.50,13.38,21804332,14937774,23239498,510.65,399.30,510.65,29.38,-0.93,-2.61,12.79,455.96,437.65,454.61,437.13,64.12,15.23,16.05,14.66,14.52,7.51,31.47,13.57,16824505,8.25,7.80,611173.19
ITCONS E-Soluti.,543806,,Miscellaneous,175.45,179.38,285.43,25474,8400,6000,196.00,37.10,196.00,33.01,-2.74,-7.02,1.07,134.63,81.71,132.96,80.77,61.06,14.97,16.07,17.81,18.52,327.93,,,35529,,,88.23
ITD Cem,509496,ITDCEM,Construction,520.40,35.22,59.02,1758009,1467822,871192,589.95,179.40,589.95,5.73,1.82,3.21,7.90,475.91,365.15,474.10,363.59,56.54,9.83,9.61,10.88,11.15,186.41,84.10,48.61,1460432,18.58,30.77,8939.83
ITI,523610,ITI,Telecommunications - Equipment,300.85,2.91,-14.93,2904369,1359196,723394,384.35,110.55,384.35,12.20,-1.13,-2.34,-3.05,303.53,274.65,303.64,274.38,45.83,-0.14,0.34,0.39,0.52,173.00,33.71,31.47,5508960,17.96,25.82,28908.28
ITL Industries,522183,,Engineering,451.95,8.67,24.21,2727,2079,4257,530.00,207.60,530.00,11.35,2.61,0.49,-1.60,440.17,374.52,439.69,373.74,52.88,-0.24,-0.86,-0.46,-0.52,90.62,33.48,31.49,10134,19.02,31.36,144.82
IVP,507580,IVP,Chemicals,198.14,19.36,-15.23,63738,8077,5688,290.00,134.35,290.00,12.10,-0.39,-0.46,1.46,192.58,186.75,192.36,186.64,50.75,1.58,1.80,2.43,2.64,18.47,17.93,23.79,52370,2.55,11.56,204.68
Iykot Hitech,522245,,Engineering,15.75,2.27,24.21,2715,581,581,17.72,7.33,17.72,1.06,5.00,5.00,-5.86,13.87,11.42,13.80,11.38,57.52,0.71,0.73,0.68,0.67,104.55,38.80,43.48,3744,31.47,24.15,29.03
IZMO,532341,IZMO,Computers - Software - Medium / Small,485.85,50.93,66.33,283669,99898,61652,558.95,150.25,558.95,6.46,-0.76,-3.79,17.71,411.30,312.34,408.26,310.60,60.40,30.06,32.13,34.71,35.87,165.06,61.29,75.66,91639,37.78,39.79,687.38
J & K Bank,532209,J&KBANK,Banks - Private Sector,116.96,-13.27,-18.64,8509311,18093607,61681440,152.50,66.56,199.51,11.00,6.80,7.89,4.34,116.39,116.59,116.36,116.59,57.74,-1.30,-1.98,-2.31,-2.56,72.89,45.91,25.58,6898264,5.43,-2.97,12879.43
J A Finance,543860,,Finance & Investments,29.35,-15.32,-0.03,1313,617,61,49.00,24.21,56.27,24.21,0.00,-3.45,1.38,29.17,30.49,29.16,30.51,51.19,0.27,0.30,0.15,0.12,-10.79,,,1480,,,31.25
J B Chemicals &,506943,JBCHEPHARM,Pharmaceuticals - Indian - Bulk Drugs & Formln,1927.35,4.00,11.71,170362,183484,208675,1963.80,1244.45,1963.80,12.75,0.77,2.26,10.61,1810.11,1653.84,1805.33,1651.09,67.11,40.06,38.29,26.70,23.36,45.74,29.18,60.09,184919,43.67,35.20,29914.99
J J Finance Corp,523062,,Finance & Investments,30.72,61.68,27.95,1691,1586,419,34.20,12.46,97.55,4.40,-4.00,-1.03,21.90,26.15,22.08,25.96,21.99,58.68,2.12,2.30,2.42,2.50,122.29,66.97,14.81,729,4.82,6.91,8.66
J K Cements,532644,JKCEMENT,Cement - North India,4284.60,7.44,-1.27,148073,127321,102025,4599.95,3000.05,4599.95,31.25,-3.10,-2.35,1.58,4290.23,3993.71,4290.46,3990.79,45.71,34.45,48.05,48.15,51.57,33.51,8.41,34.84,154468,22.89,25.90,33106.35
J Kumar Infra,532940,JKIL,Construction,842.85,28.02,26.60,242557,196051,162869,936.80,352.40,936.80,17.60,0.29,-0.38,-6.69,809.32,649.09,807.95,647.14,51.14,4.94,5.50,8.22,9.04,127.55,59.12,45.60,431632,16.75,18.33,6377.47
J Taparia Proj,538539,,Trading,28.09,-2.13,-21.49,37624,22959,39169,77.84,23.41,77.84,0.19,2.00,-2.84,2.29,29.13,31.44,29.17,31.47,43.96,-0.20,-0.13,0.23,0.34,22.34,159.36,168.85,73452,5.24,,45.51
J.G.Chemicals,544138,JGCHEM,Chemicals,300.00,20.80,,442324,1053689,806157,309.00,171.00,309.00,171.00,0.94,13.61,15.29,248.78,218.39,246.69,217.57,73.49,11.65,9.56,6.45,5.15,,,,564598,,,1175.58
Jackson Invest,538422,,Finance & Investments,0.79,-12.22,-14.13,2069739,1731238,1385928,1.14,0.28,36.50,0.19,0.00,8.22,-9.20,0.79,0.74,0.79,0.74,52.75,0.00,0.00,-0.01,-0.01,,,32.98,826892,-19.76,-30.70,22.97
Jagan Lamps,530711,,Auto Ancillaries,95.78,-3.98,-13.54,7772,5958,3241,152.99,59.34,152.99,2.76,-1.10,-0.42,-1.77,97.90,93.84,97.99,93.82,45.35,-0.38,-0.29,-0.16,-0.11,32.77,13.88,53.63,16147,34.13,30.79,69.92
Jagatjit Inds.,507155,,Breweries & Distilleries,190.95,1.68,-11.19,19811,22697,25517,255.95,117.50,255.95,18.10,-2.90,-4.45,-12.09,201.99,186.69,202.44,186.65,36.21,-3.88,-3.42,-2.64,-2.32,29.06,38.10,48.21,33344,21.38,14.57,893.31
Jagjanani Text.,532825,,Textiles - Cotton/Blended,16.74,52.18,45.69,23502,7341,6875,21.76,6.37,29.80,0.23,-1.99,-9.51,33.39,14.51,12.38,14.42,12.34,61.35,1.21,1.34,1.32,1.34,162.79,112.28,123.53,20484,62.07,27.71,26.11
Jagran Prakashan,532705,JAGRAN,Entertainment / Electronic Media Software,99.94,0.24,-2.07,889203,536230,763366,129.50,83.00,213.05,26.40,-1.50,-1.83,8.61,96.29,96.93,96.14,96.90,58.60,2.11,2.21,1.78,1.70,-0.26,14.89,7.46,585248,-7.92,-1.19,2175.24
Jagsonpal Fin.,530601,,Finance & Investments,19.81,235.76,159.97,662,1429,200,19.81,3.61,29.00,0.94,1.96,8.13,59.50,12.35,7.39,12.05,7.26,97.67,2.55,2.54,2.47,2.45,253.75,53.57,36.24,549,21.60,21.83,10.90
Jagsonpal Pharma,507789,JAGSNPHARM,Pharmaceuticals - Indian - Bulk Drugs & Formln,383.05,11.51,28.00,76921,47356,36335,492.00,270.05,514.85,6.00,0.41,-3.01,15.08,350.90,349.45,349.59,349.11,61.62,12.05,12.04,9.91,9.37,-14.46,27.08,75.97,46497,41.82,32.77,1013.44
Jai Balaji Inds.,532976,JAIBALAJI,Steel - Large,911.20,-7.12,-12.97,81852,160392,76775,1314.00,193.00,1314.00,4.80,-1.97,-1.02,-1.02,904.50,816.36,904.23,815.41,54.57,6.63,6.10,-2.59,-4.89,379.20,140.44,116.18,258641,82.14,42.20,15714.37
Jai Corp,512237,JAICORPLTD,Plastics Products,369.65,19.55,2.04,1126898,1076438,569807,438.30,172.10,1450.00,4.10,-2.53,-1.27,-7.84,363.98,318.83,363.74,318.32,46.53,1.51,2.39,3.63,4.16,104.51,36.16,38.08,2056793,24.11,14.26,6596.38
Jai Mata Glass,523467,,Trading,2.01,8.65,-1.95,390236,399554,301372,2.62,1.40,26.90,0.10,-0.99,-7.37,-12.99,1.91,1.81,1.91,1.81,52.64,0.05,0.06,0.05,0.05,38.62,,49.41,275057,35.47,19.80,20.10
Jaihind Synth,514312,,Textiles - Processing,27.90,-17.92,-20.06,3084,1410,1038,41.55,14.35,58.50,1.09,-0.29,1.60,-0.04,29.18,29.06,29.24,29.07,47.97,-0.46,-0.51,-0.56,-0.58,21.30,45.01,46.89,8909,44.03,13.86,23.85
Jain Irrigat-DVR,570004,JISLDVREQS,Plastics Products,38.80,13.45,1.31,173762,132880,53698,45.95,26.50,114.90,3.10,0.70,-7.04,-7.84,39.45,34.73,39.48,34.69,42.12,-0.03,0.15,0.49,0.62,40.33,25.99,21.84,130767,-7.31,-5.76,74.86
Jain Irrigation,500219,JISLJALEQS,Plastics Products,70.02,9.32,4.98,8520313,7679637,4554774,84.19,43.60,251.97,3.05,0.17,-6.85,-3.31,71.21,63.22,71.26,63.15,43.23,-0.31,-0.09,0.15,0.27,46.18,30.58,28.55,7896409,-5.25,-3.51,4748.47
Jain Marmo Inds,539119,,Miscellaneous,23.00,4.50,4.26,731,0,0,23.26,21.63,34.70,12.00,0.00,0.00,0.00,21.84,20.42,21.79,20.39,62.27,0.52,0.53,0.50,0.50,0.88,-6.23,,155,,,7.20
Jainam Ferro,,JAINAM,Mining / Minerals / Metals,148.00,-1.40,8.15,13267,21800,29000,188.00,116.10,218.60,69.00,-2.63,5.71,-6.30,146.27,140.77,146.20,140.69,50.11,1.07,1.27,1.17,1.20,18.40,,,12212,,,156.31
Jainco Projects,526865,,Construction,6.11,19.34,-15.72,7312,10335,5955,7.87,3.05,15.91,0.41,3.21,3.21,-6.72,6.00,5.35,5.99,5.35,50.06,-0.04,-0.05,-0.01,0.00,100.33,3.95,69.25,4901,6.24,4.15,6.11
Jainex Aamcol,505212,,Auto Ancillaries,145.35,0.35,-8.33,327,357,411,178.00,130.40,190.75,29.05,0.21,-6.77,-7.80,153.20,152.83,153.52,152.90,36.96,-1.95,-1.54,-0.46,-0.08,-14.47,39.41,26.34,576,22.38,,21.80
