Name,BSE Code,NSE Code,Industry,Current Price,Price to Earning,Market Capitalization,Dividend yield,Net Profit latest quarter,YOY Quarterly profit growth,Sales latest quarter,YOY Quarterly sales growth,Return on capital employed,Debt,Equity capital,Preference capital,Reserves,Secured loan,Unsecured loan,Balance sheet total,Gross block,Revaluation reserve,Accumulated depreciation,Net block,Capital work in progress,Investments,Current assets,Current liabilities,Book value of unquoted investments,Market value of quoted investments,Contingent liabilities,Total Assets,Working capital,Lease liabilities,Inventory,Trade receivables,Face value,Cash Equivalents,Advance from Customers,Trade Payables,Number of equity shares preceding year,Debt preceding year,Working capital preceding year,Net block preceding year,Gross block preceding year,Capital work in progress preceding year,Working capital 3Years back,Working capital 5Years back,Working capital 7Years back,Working capital 10Years back,Debt 3Years back,Debt 5Years back,Debt 7Years back,Debt 10Years back,Net block 3Years back,Net block 5Years back,Net block 7Years back
Om Infra,531092,OMINFRAL,Engineering - Turnkey Services,227.90,46.54,2194.68,0.22,3.15,-60.21,295.71,-14.70,14.17,74.34,9.63,0.00,713.66,133.23,15.37,1456.17,546.56,0.00,41.87,503.37,0.98,46.98,857.81,616.11,0.00,0.59,247.43,1456.17,301.96,0.00,456.64,236.27,1.00,82.29,247.73,101.18,9.63,148.60,303.63,504.69,546.56,10.87,543.70,469.44,378.36,323.06,133.23,108.91,126.26,230.87,135.31,134.62,173.05
Omax Autos,520021,OMAXAUTO,Auto Ancillaries,134.08,222.33,286.80,1.49,2.65,328.45,84.20,17.78,5.19,117.64,21.39,0.00,276.20,127.76,-8.47,499.71,424.44,0.00,111.62,290.60,0.00,0.00,106.41,106.58,0.00,0.00,44.81,499.71,40.59,7.47,15.12,2.76,10.00,80.60,3.94,44.08,2.14,119.29,-3.61,312.81,424.44,0.00,58.88,175.09,87.51,9.17,225.28,210.76,155.86,161.23,233.83,158.15,238.26
Omaxe,532880,OMAXE,Construction,139.15,,2545.05,0.00,-143.59,-37.55,535.58,85.02,-22.82,795.58,182.90,0.00,297.51,663.35,343.79,13822.30,643.53,0.00,61.40,564.91,0.00,29.39,12458.38,12194.34,0.00,0.00,690.25,13822.30,534.31,66.82,10509.25,357.54,10.00,539.99,8845.19,1137.83,18.29,1106.89,1153.72,582.13,643.53,0.00,2040.15,2103.09,2828.29,2631.75,1530.07,1856.41,1503.07,1299.46,671.21,598.59,603.89
Omega Interactiv,511644,,Computers - Software - Medium / Small,239.40,,11.97,0.00,0.13,116.67,0.09,-10.00,-0.54,14.09,0.50,0.00,14.01,0.00,0.00,28.62,0.00,0.00,0.00,0.00,0.00,0.00,28.02,14.11,0.00,0.00,0.00,28.62,28.00,0.00,0.00,0.15,10.00,7.08,0.00,0.00,0.05,0.00,0.27,0.00,0.00,0.00,0.08,0.06,0.02,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Omfurn India,,OMFURN,Miscellaneous,63.00,20.27,74.18,0.00,0.73,,36.11,,19.06,15.35,6.81,0.00,40.57,4.29,7.09,84.30,25.44,0.00,14.48,13.97,0.00,1.17,66.32,30.31,0.30,0.86,0.00,84.30,50.45,0.00,20.28,22.36,10.00,21.84,3.99,9.47,0.82,11.38,23.48,10.96,25.44,0.00,25.38,20.92,13.46,7.52,15.86,15.92,7.60,6.14,10.87,13.90,8.49
Omkar Overseas,531496,,Trading,4.95,,2.48,0.00,-0.07,-75.00,0.00,,-27.66,0.03,4.92,0.00,-4.98,0.00,0.00,0.11,0.20,0.00,0.00,0.00,0.00,0.00,0.11,0.14,0.00,0.00,0.00,0.11,-0.03,0.00,0.00,0.00,10.00,0.05,0.00,0.12,0.50,0.00,0.77,0.20,0.20,0.00,4.64,4.77,4.73,4.63,0.00,0.00,0.00,0.00,0.20,0.20,0.20
Omkar Pharmachem,532167,,Miscellaneous,27.78,147.47,28.02,0.00,-0.02,-100.00,0.14,0.00,3.02,0.30,10.08,0.00,-0.85,0.00,0.62,9.59,0.02,0.00,0.02,0.01,0.00,9.30,0.18,0.36,0.00,0.00,0.00,9.59,0.12,0.00,0.00,0.05,10.00,0.07,0.00,0.02,1.01,0.62,0.19,0.00,0.02,0.00,0.00,-0.02,0.08,0.04,0.90,0.58,0.00,0.01,0.00,0.00,0.00
Omkar Spl.Chem.,533317,OMKARCHEM,Chemicals,9.39,,19.32,0.00,-2.90,-27.19,3.74,-49.18,-10.53,225.51,20.58,0.00,-191.63,178.27,49.82,72.17,44.04,0.00,16.13,26.12,0.00,0.43,35.41,242.62,0.00,0.66,13.06,72.17,18.30,0.00,1.82,2.05,10.00,0.33,0.18,9.85,2.06,228.09,20.56,27.91,44.04,0.00,-13.68,51.93,85.72,102.89,229.50,180.65,175.51,78.01,68.43,82.92,68.30
Omni Ax's,532340,,Computers - Software - Medium / Small,3.37,,5.80,0.00,-0.03,,0.01,-66.67,-0.86,0.00,17.22,0.00,-5.62,0.00,0.00,12.19,5.38,0.00,0.00,5.38,0.00,6.11,6.81,0.43,0.00,0.00,0.00,12.19,6.38,0.00,0.00,0.00,10.00,0.07,0.20,0.00,1.72,0.00,6.47,5.38,5.38,0.00,6.80,7.13,2.48,2.97,0.00,0.00,0.06,0.39,5.38,5.38,5.38
Omnipotent,543400,,Trading,11.10,42.00,6.72,0.00,0.04,,19.57,,0.66,0.23,6.05,0.00,15.24,0.00,0.00,23.09,1.36,0.00,0.25,2.01,0.00,0.00,21.08,0.23,0.00,0.00,0.00,23.09,21.08,0.00,0.65,18.23,10.00,0.20,0.00,0.00,0.60,0.00,19.79,1.11,1.36,0.00,2.59,-0.71,,,1.31,0.00,,,0.27,0.02,
Omnitex Industri,514324,,Trading,154.90,38.50,65.06,0.00,1.84,3780.00,0.59,73.53,2.28,0.00,4.23,0.00,122.65,0.00,0.00,161.60,2.38,0.00,0.90,0.00,0.00,158.05,3.32,0.02,0.00,0.00,0.00,161.60,3.30,0.00,0.00,0.26,10.00,2.93,0.00,0.00,0.42,0.00,0.31,1.48,2.38,0.00,0.64,0.78,0.89,0.53,0.02,0.00,0.07,0.00,1.61,1.77,1.94
On Door Concepts,,ONDOOR,Trading,500.00,46.15,282.43,0.00,5.38,,128.95,,10.39,0.88,3.86,0.00,86.39,0.00,1.18,114.26,47.61,0.00,0.00,46.81,0.00,0.00,63.42,22.23,0.00,0.00,0.00,114.26,42.07,0.00,33.81,16.14,10.00,6.56,0.00,12.38,,1.18,2.12,47.61,47.61,0.00,16.21,-28.24,,,112.04,65.57,,,31.23,29.11,
One 97,543396,PAYTM,Miscellaneous,527.00,,33531.64,0.00,-840.10,-134.99,1501.60,-35.87,-10.19,176.60,63.60,0.00,13263.00,2.00,221.30,17139.10,2783.80,0.00,1575.00,1250.90,10.00,4628.30,12163.70,3515.30,1049.50,1155.80,63.90,17139.10,8680.10,176.60,0.00,1650.70,1.00,5246.20,0.00,684.20,63.38,223.30,8417.30,1208.80,2783.80,11.40,5666.70,2179.60,,,612.00,932.30,,,491.30,841.10,
One Global Serv,514330,,Healthcare,145.90,14.57,103.59,0.00,3.97,802.27,24.30,355.06,84.94,0.34,7.10,0.00,7.30,0.00,0.34,31.81,1.59,0.00,0.71,0.66,0.00,2.82,28.17,17.07,0.00,0.00,0.00,31.81,11.10,0.00,0.00,26.18,10.00,1.23,0.00,16.86,0.71,0.34,3.79,0.88,1.59,2.82,1.57,0.20,0.06,-0.01,0.34,0.18,0.50,0.20,0.82,0.00,0.00
One Point One,,ONEPOINT,Computers - Software - Medium / Small,68.77,68.70,1468.85,0.00,6.66,125.76,52.36,46.75,22.60,58.06,42.72,0.00,96.94,16.22,42.38,252.99,162.88,0.00,94.24,126.31,0.00,8.89,117.24,61.95,0.00,0.00,4.81,252.99,83.52,30.46,0.00,69.17,2.00,18.10,0.00,4.01,18.81,58.60,31.89,68.64,162.88,0.00,19.21,12.84,12.89,,20.24,9.84,29.27,,107.91,51.29,29.92
OneClick Logisti,,OLIL,Miscellaneous,88.25,48.18,31.80,0.00,0.45,,14.31,,46.70,2.24,0.01,0.00,8.26,0.91,1.01,17.15,0.05,0.00,0.00,2.79,0.00,0.00,11.70,3.82,0.00,0.00,0.00,17.15,8.82,0.00,0.00,7.09,10.00,2.68,0.05,1.89,0.00,1.92,3.08,0.04,0.05,0.00,,,,,,,,,,,
Onelife Capital,533632,ONELIFECAP,Finance & Investments,17.31,59.31,23.13,0.00,1.80,228.10,32.41,2265.69,9.52,26.17,13.36,0.00,37.34,0.00,13.17,164.92,13.45,0.00,4.63,11.42,0.00,27.30,131.89,88.62,0.00,0.00,18.45,164.92,52.19,0.00,29.39,23.15,10.00,5.66,0.00,50.77,1.34,13.17,60.44,8.82,13.45,0.00,71.95,71.80,66.14,72.12,1.00,6.31,5.23,0.00,2.47,4.48,16.82
Onesource Ideas,530805,,Finance & Investments,85.55,657.75,26.31,0.00,-0.18,,3.76,,1.20,0.60,3.08,0.00,-0.18,0.00,0.30,3.58,0.00,0.00,0.00,0.00,0.00,0.00,2.28,0.69,0.00,0.00,0.00,3.58,2.19,0.00,0.00,0.25,10.00,0.03,0.00,0.06,0.31,0.30,2.09,0.00,0.00,0.00,0.12,0.83,0.00,0.22,0.00,0.00,0.00,0.00,0.02,0.00,0.00
OnMobile Global,532944,ONMOBILE,Telecommunications - Service Provider,82.22,,874.17,0.00,-15.30,-220.65,123.50,-9.89,4.66,16.74,106.21,0.00,543.45,8.00,5.41,885.48,896.72,0.00,796.33,300.11,1.47,67.53,271.24,222.30,0.00,0.00,190.32,885.48,64.06,3.74,0.00,139.74,10.00,63.67,0.00,167.93,10.60,13.41,118.30,100.39,896.72,146.21,128.30,79.74,231.99,123.39,7.67,0.00,0.00,88.29,99.64,118.89,69.05
Ontic Finserve,540386,,Finance & Investments,0.60,,5.40,0.00,-0.11,99.81,0.00,100.00,-86.61,0.00,9.00,0.00,-7.20,0.00,0.00,1.84,0.03,0.00,0.03,0.00,0.00,0.00,1.84,0.04,0.00,0.00,0.00,1.84,1.80,0.00,0.00,0.00,1.00,0.05,0.00,0.00,9.00,0.00,4.54,0.01,0.03,0.00,4.39,4.28,4.26,0.31,0.00,0.00,0.05,0.14,0.01,0.02,0.00
Onward Technolog,517536,ONWARDTEC,Computers - Software - Medium / Small,429.10,32.19,969.90,1.17,7.09,-34.83,117.60,-1.69,21.69,28.27,22.52,0.00,184.61,0.00,28.27,284.93,88.12,0.00,25.58,62.55,0.64,0.00,197.86,52.63,0.00,0.00,1.90,284.93,154.12,28.27,0.00,100.86,10.00,31.47,0.32,12.98,2.23,16.73,119.76,53.62,82.08,0.00,56.81,44.41,33.00,27.33,25.10,17.76,25.27,36.79,29.81,15.44,18.21
Optiemus Infra.,530135,OPTIEMUS,Trading,473.40,71.61,4064.48,0.32,24.04,39.61,490.10,43.94,15.42,163.86,85.86,0.00,340.62,42.69,75.08,1347.70,244.85,0.00,34.52,253.67,2.60,58.25,1020.07,847.09,0.00,0.00,73.94,1347.70,269.65,55.15,336.93,485.40,10.00,30.05,51.28,704.96,8.59,117.77,215.16,210.33,244.85,2.61,302.56,290.55,368.79,356.91,102.37,263.20,336.77,400.59,17.44,159.17,180.91
Optimus Finance,531254,,Finance & Investments,111.90,15.90,83.62,0.00,2.82,85.42,37.26,48.03,16.61,14.93,7.47,0.00,31.43,5.39,0.35,93.70,16.93,0.00,7.42,10.43,0.83,0.00,65.50,12.95,0.00,0.00,0.00,93.70,52.55,0.00,6.49,43.84,10.00,1.86,0.01,10.41,0.75,5.74,34.04,9.52,16.93,0.96,18.33,3.75,13.81,0.28,8.34,7.61,3.97,5.46,11.43,2.66,0.34
Oracle Fin.Serv.,532466,OFSS,Computers - Software - Medium / Small,10389.60,38.58,90092.31,2.31,616.70,23.09,1741.40,19.08,39.54,42.96,43.34,0.00,7815.50,0.00,42.96,9749.43,1565.65,0.00,760.58,805.07,2.76,0.00,7651.39,1279.78,0.00,0.00,0.00,9749.43,6396.09,42.97,0.00,1319.31,5.00,5538.19,0.00,102.03,8.64,69.40,6105.49,846.81,1608.69,0.57,5432.70,3259.17,1676.42,7315.45,69.76,0.00,0.00,0.00,884.07,863.87,869.79
Orbit Exports,512626,ORBTEXP,Textiles - Processing,195.47,15.19,517.36,0.00,5.63,3.11,44.33,6.08,18.46,23.45,26.42,0.00,207.25,25.37,6.80,295.53,222.24,0.00,63.62,145.90,0.82,39.21,97.80,31.27,0.00,0.00,8.07,295.53,76.22,5.94,46.81,23.93,10.00,13.01,3.89,9.10,2.70,32.17,67.76,158.62,222.24,0.15,68.30,79.97,60.25,50.62,21.05,9.80,17.31,44.65,94.15,103.06,81.00
Orchasp Ltd,532271,,Computers - Software - Medium / Small,3.39,86.88,59.08,0.00,0.01,100.60,3.50,-63.95,1.30,0.00,29.97,0.00,78.11,0.00,20.97,179.22,42.08,0.00,42.03,0.09,0.00,68.26,110.81,71.13,0.00,0.00,14.16,179.22,39.68,0.00,0.00,107.56,2.00,0.46,0.00,42.08,11.30,20.97,32.61,0.06,42.08,0.00,32.52,35.42,16.59,70.01,0.00,4.55,5.63,3.29,0.17,0.38,2.66
Orchid Pharma,524372,ORCHPHARMA,Pharmaceuticals - Indian - Bulk Drugs & Formln,1417.70,77.85,7190.45,0.00,32.96,23.45,217.10,3.43,9.37,135.18,50.72,0.00,1118.75,14.27,120.91,1553.87,1300.94,0.00,680.71,620.23,30.67,45.82,790.75,259.97,0.00,0.25,56.97,1553.87,545.16,0.70,264.23,195.55,10.00,266.57,1.95,229.58,4.08,331.34,311.63,573.09,1220.56,46.46,395.60,-882.59,-235.58,-579.72,452.74,3229.96,3106.16,3204.15,670.45,1256.26,1496.54
Organic Coatings,531157,,Chemicals,17.50,,13.43,0.00,0.22,450.00,9.04,52.45,7.63,10.85,7.67,0.00,-6.48,11.82,0.16,19.12,27.98,1.87,18.48,8.72,0.00,0.00,9.96,11.97,0.00,0.00,0.00,19.12,3.16,0.00,3.13,6.38,10.00,0.01,0.25,6.15,0.77,11.98,2.92,9.51,27.98,0.00,4.76,2.81,2.98,6.05,12.53,8.30,8.51,15.46,11.49,14.07,16.42
Organic Recyclin,543997,,Miscellaneous,295.00,29.23,227.13,0.00,5.75,,14.91,,8.36,33.05,5.20,0.00,73.70,5.54,64.28,135.04,112.70,0.00,52.46,68.31,4.07,0.00,50.09,18.88,0.00,0.00,13.66,135.04,33.05,0.00,1.17,35.43,10.00,8.19,1.03,7.67,0.52,69.98,19.23,60.23,112.70,10.29,-3.50,,,,54.94,,,,68.64,,
Oriana Power Ltd,,ORIANA,Power Generation And Supply,1903.70,67.33,3651.79,0.00,48.55,,318.82,,79.39,183.52,6.71,0.00,127.02,3.85,66.81,410.19,31.51,0.00,2.46,135.47,51.61,11.10,206.81,124.00,1.27,0.00,19.90,410.19,133.61,0.00,15.49,78.52,10.00,22.10,0.09,41.19,0.67,70.66,17.29,29.04,31.51,46.38,3.38,,,,16.72,,,,19.00,,
Oricon Enterpris,513121,ORICONENT,Packaging,40.05,,628.98,1.25,13.31,128.86,31.37,75.64,-0.69,112.84,31.41,0.00,1143.80,84.73,3.97,1436.20,992.12,209.50,441.50,337.87,16.04,395.47,213.12,114.56,0.00,19.37,26.44,1436.20,158.98,1.00,38.31,36.75,2.00,11.12,4.69,14.74,15.70,88.70,211.69,550.62,992.12,22.75,284.86,396.52,484.80,122.93,231.64,491.31,675.49,208.98,715.79,776.27,836.23
Orient Bell,530365,ORIENTBELL,Ceramics - Tiles / Sanitaryware,399.90,545.46,583.64,0.13,4.93,-22.24,208.33,3.99,0.97,45.35,14.59,0.00,298.44,41.00,4.35,557.53,438.57,0.00,142.21,296.36,0.05,10.35,246.19,167.39,0.00,0.00,16.15,557.53,81.20,4.35,92.29,131.49,10.00,13.36,3.89,148.91,1.45,8.66,83.02,250.00,373.10,2.81,104.95,110.59,90.68,68.09,39.81,100.98,110.20,180.58,206.82,238.82,201.24
Orient Beverages,507690,,Miscellaneous,356.70,22.44,77.05,0.00,2.69,709.09,39.46,29.93,16.02,67.45,2.16,0.00,15.67,27.15,43.28,122.72,58.29,0.00,17.08,33.90,2.87,4.09,73.18,86.34,0.00,0.00,0.70,122.72,40.00,4.67,13.90,10.07,10.00,5.10,0.59,19.03,0.22,70.43,34.31,41.21,58.29,2.43,31.42,23.35,20.97,,46.25,32.23,28.72,,16.27,16.28,13.75
Orient Cement,535754,ORIENTCEM,Cement - South India,355.55,41.62,7284.11,0.63,68.20,1.22,888.03,1.37,16.13,169.62,20.49,0.00,1722.76,129.53,40.09,2855.44,3171.65,0.00,1150.65,2021.00,88.87,11.47,685.03,590.47,0.00,0.00,59.13,2855.44,157.18,40.09,340.15,224.37,1.00,77.05,37.28,228.82,20.49,398.31,161.95,2010.05,3027.33,139.74,-99.55,-47.56,-51.00,68.32,797.98,1289.79,1336.16,328.60,2207.30,2354.53,2295.64
Orient Ceratech,504879,ORIENTCER,Refractories / Intermediates,49.55,42.56,592.81,0.50,3.72,-30.08,84.42,4.03,7.05,57.63,11.97,0.00,260.40,14.67,0.00,396.26,251.54,0.00,151.33,111.39,3.26,5.09,227.37,96.78,0.00,0.00,23.45,396.26,173.41,0.00,77.89,78.94,1.00,5.04,0.81,43.60,11.96,14.67,143.77,100.22,251.54,0.09,162.41,166.69,115.73,62.84,30.72,76.16,52.99,26.63,122.10,126.07,90.23
Orient Electric,541301,ORIENTELEC,Domestic Appliances,274.30,106.05,5852.63,0.55,14.34,-27.17,754.86,6.98,14.24,111.58,21.34,0.00,617.59,0.00,111.58,1450.99,563.68,0.00,327.89,235.79,225.08,37.33,882.10,717.73,0.00,37.33,72.24,1450.99,211.11,90.71,315.06,461.96,1.00,66.33,15.75,543.91,21.28,97.25,300.44,225.80,502.13,85.96,270.39,279.43,625.56,,61.41,134.94,210.53,,185.89,116.57,0.00
Orient Green,533263,GREENPOWER,Power Generation And Supply,21.89,73.77,2146.80,0.00,-25.25,10.85,36.02,-18.93,6.97,753.53,980.72,0.00,-192.59,650.94,102.59,1617.62,2306.80,0.00,913.84,1392.96,10.65,0.00,204.26,189.58,0.00,0.00,18.41,1617.62,123.36,15.19,3.84,81.34,10.00,72.80,0.66,8.32,98.08,1090.95,129.80,1463.10,2300.60,5.04,82.04,-34.34,-533.16,-188.06,1325.42,1508.34,1960.25,2226.63,1638.71,1762.31,2345.13
Orient Paper,502420,ORIENTPPR,Paper,52.47,340.47,1113.34,0.48,-6.42,-112.85,242.37,-6.23,1.94,320.88,21.22,0.00,1597.76,317.39,3.49,2425.85,2150.80,0.00,553.34,1597.46,77.49,496.79,204.09,412.72,0.00,490.66,3018.79,2425.85,3.15,3.49,128.59,12.53,1.00,2.78,18.54,112.96,21.22,274.08,60.64,1495.51,2041.48,71.15,-14.15,8.43,-0.48,255.80,88.21,28.49,186.11,337.16,1311.45,1330.51,1280.35
Orient Press,526325,ORIENTLTD,Packaging,99.26,,99.26,0.00,0.96,71.43,47.66,-2.14,3.84,67.24,10.00,0.00,58.15,10.70,58.72,180.08,95.54,0.00,38.94,58.70,0.88,1.84,113.97,97.04,0.02,0.00,19.40,180.08,72.69,3.25,68.19,38.36,10.00,3.16,0.17,36.28,1.00,69.42,78.37,56.60,95.54,0.14,69.68,62.08,49.86,53.78,54.51,54.98,51.24,54.10,59.61,67.83,50.18
Orient Tradelink,531512,,Construction,14.72,200.61,36.11,0.00,-0.68,-319.35,5.05,241.22,5.13,3.30,12.27,0.00,0.39,0.00,3.20,31.58,13.05,0.00,0.07,7.76,20.49,0.06,3.33,14.47,0.00,0.00,0.00,31.58,-11.14,0.00,1.17,1.33,10.00,0.11,0.00,12.22,2.35,3.20,-12.80,8.63,13.05,20.49,-16.39,-5.49,2.31,-0.26,3.02,2.10,6.37,1.29,8.95,8.53,0.04
Oriental Aromat.,500078,OAL,Chemicals,459.50,169.56,1546.38,0.11,10.12,750.42,216.48,10.82,4.07,205.75,16.83,0.00,615.52,204.09,1.66,994.96,402.01,0.00,131.73,270.27,173.23,0.00,528.31,278.16,0.00,0.00,0.00,994.96,402.98,1.66,277.17,180.53,5.00,12.08,1.41,81.95,3.37,231.03,539.03,272.71,385.69,52.65,396.95,349.32,214.35,,77.86,183.41,104.79,,236.48,244.81,211.36
Oriental Carbon,506579,OCCL,Chemicals,306.65,6.60,306.35,4.57,15.21,12.51,123.88,1.30,9.79,138.69,9.99,0.00,627.33,132.68,6.01,895.63,731.75,0.00,266.66,465.09,0.70,246.94,172.05,133.82,0.00,0.00,2.00,895.63,123.70,6.01,69.29,81.26,10.00,10.23,1.16,27.36,1.00,166.68,115.89,478.31,717.86,1.47,99.18,92.32,84.18,72.02,184.96,131.85,111.24,120.15,342.45,360.84,326.94
Oriental Hotels,500314,ORIENTHOT,Hotels,136.71,59.68,2441.63,0.37,-1.35,-118.27,81.97,-11.47,10.69,201.73,17.86,0.00,600.58,168.57,33.16,890.17,588.08,0.00,200.31,387.78,53.84,334.09,64.69,128.94,0.00,49.48,21.07,890.17,3.91,33.16,9.79,14.08,1.00,22.53,4.14,29.81,17.86,214.69,27.39,380.12,572.13,3.58,18.53,-202.92,-6.05,-145.54,252.66,242.81,322.32,347.34,372.09,394.56,391.08
Oriental Rail,531859,,Miscellaneous,364.25,74.60,2238.64,0.00,4.37,154.56,172.04,42.91,12.72,275.79,6.15,0.00,280.38,204.84,90.80,646.31,140.93,0.00,34.74,124.92,0.00,0.06,497.28,240.37,0.00,0.00,206.13,646.31,420.62,0.00,202.81,131.52,1.00,123.29,0.00,30.91,5.39,295.64,240.50,106.19,140.93,20.45,133.93,112.59,70.70,,165.17,160.68,86.62,,73.68,34.43,33.61
Oriental Trimex,532817,ORIENTALTL,Trading,11.13,,32.73,0.00,-5.56,-1779.41,3.01,2215.38,-7.28,6.51,29.40,0.00,31.66,23.32,6.45,108.39,62.89,27.06,21.85,39.22,0.00,0.00,63.31,47.22,0.00,0.00,1.69,108.39,22.60,0.00,27.31,22.46,10.00,0.43,0.14,1.95,2.94,29.77,28.41,41.05,62.89,0.00,34.19,43.75,35.33,29.80,29.65,18.81,45.84,36.46,43.97,46.75,28.02
Orissa Bengal,541206,OBCL,Miscellaneous,59.40,41.88,125.23,0.00,-1.92,62.28,71.68,-11.51,6.10,13.65,21.08,0.00,68.36,13.65,0.00,113.61,31.81,0.00,14.97,16.85,2.35,5.73,81.34,15.55,0.00,0.00,14.42,113.61,71.43,0.00,0.00,70.75,10.00,1.30,0.00,7.31,2.11,1.96,67.15,8.42,27.34,0.00,84.87,65.23,36.66,,28.13,27.70,28.08,,9.52,16.06,13.43
Orissa Minerals,590086,ORISSAMINE,Mining / Minerals / Metals,7206.35,,4323.81,0.00,2.32,126.10,28.28,257.52,-1.48,97.33,0.60,0.00,-26.39,0.00,182.37,390.14,29.00,0.00,0.00,27.90,3.40,0.02,128.78,403.73,0.00,0.00,0.00,390.14,-184.66,8.77,19.94,0.01,1.00,72.34,124.39,2.87,0.60,348.23,108.29,31.27,176.51,3.40,143.59,514.24,717.90,694.96,310.00,40.14,0.00,0.00,26.93,43.88,61.57
Orosil Smiths,531626,,Diamond Cutting / Jewellery,3.79,,15.66,0.00,-0.14,-40.00,0.05,-54.55,-19.75,0.12,5.22,0.00,-3.60,0.00,0.18,2.43,7.35,0.00,6.14,1.06,0.00,0.22,1.11,0.67,0.00,0.00,0.00,2.43,0.44,0.12,0.86,0.00,1.00,0.04,0.00,0.00,4.13,1.27,0.76,1.21,7.35,0.00,1.17,1.55,1.90,1.62,1.14,1.13,1.31,0.51,1.22,1.45,1.82
Ortel Commu.,539015,ORTEL,Entertainment / Electronic Media Software,1.44,,4.75,0.00,-9.31,-278.46,10.47,-42.41,-13.42,229.82,32.98,10.00,-110.15,139.52,80.30,366.32,438.84,0.00,140.24,298.59,12.59,2.12,40.87,300.38,0.00,0.00,21.30,366.32,-226.19,0.00,0.34,15.37,10.00,4.07,1.95,47.77,3.30,229.82,-231.40,330.82,445.21,14.55,-239.52,-53.02,-45.69,2.89,199.86,171.93,157.66,166.83,363.80,267.91,196.66
Ortin Labs.,539287,ORTINLAB,Pharmaceuticals - Indian - Bulk Drugs & Formln,20.78,,16.90,0.00,-4.14,-2335.29,0.30,-79.87,-60.19,1.80,8.13,0.00,-5.31,3.49,2.96,6.59,18.78,0.00,4.82,0.01,0.00,0.00,6.34,2.04,0.00,0.00,0.00,6.59,4.30,0.00,0.05,1.77,10.00,2.34,0.00,0.08,0.81,6.45,3.03,13.96,18.78,0.43,3.73,24.60,22.84,16.96,6.94,19.47,17.34,18.68,14.38,21.29,20.69
Oscar Global,530173,,Leather / Leather Products,14.27,,4.71,0.00,-0.04,75.00,0.00,,-2.17,0.00,3.29,0.00,-0.10,0.00,0.00,3.35,0.00,0.00,0.00,0.00,0.00,1.17,1.32,0.05,0.00,0.00,0.00,3.35,1.27,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.33,0.00,3.37,0.00,0.00,0.00,0.64,2.68,2.47,1.93,0.14,0.00,0.00,0.00,0.38,0.47,0.86
Osia Hyper Reta.,,OSIAHYPER,Trading,25.29,16.32,298.74,0.00,4.69,338.32,312.73,66.41,22.82,114.91,13.26,0.00,186.07,112.18,12.22,547.55,90.47,0.00,25.24,71.92,0.00,0.00,463.46,215.75,0.00,0.00,3.25,547.55,339.64,0.00,281.96,67.92,1.00,43.73,0.00,96.44,10.31,124.40,267.21,65.24,90.47,0.00,112.58,39.89,9.58,0.02,51.79,42.12,20.36,0.01,34.78,24.61,7.99
Osiajee Texfab,540198,,Trading,49.04,22.83,26.48,0.20,0.30,172.73,0.69,35.29,8.40,6.05,5.40,0.00,4.56,0.00,2.80,17.12,3.73,0.00,0.05,5.02,0.00,0.44,7.65,4.52,0.00,0.00,0.00,17.12,6.54,0.00,2.69,4.31,10.00,0.61,0.00,0.22,0.54,2.80,5.33,3.68,3.73,0.00,3.99,,,,0.04,,,,0.00,,
Oswal Agro Mills,500317,OSWALAGRO,Trading,47.68,157.64,640.01,0.00,3.78,-11.68,0.46,9.52,0.48,0.09,134.23,0.00,703.44,0.00,0.09,842.87,8.49,0.00,1.98,6.51,0.00,565.70,170.17,4.86,0.00,0.00,27.61,842.87,165.40,0.09,64.89,0.00,10.00,75.60,0.00,0.00,13.42,0.21,220.69,6.90,8.62,0.00,245.55,150.95,122.80,113.05,0.37,0.00,0.00,0.00,7.40,7.69,7.18
Oswal Green Tech,539290,OSWALGREEN,Finance & Investments,40.69,514.76,1044.96,3.69,4.67,-48.17,15.85,128.72,0.45,2.02,256.81,0.00,2232.63,0.00,2.02,2535.07,137.56,0.00,16.36,121.20,0.00,152.55,1307.69,36.04,0.00,0.00,263.28,2535.07,1271.65,0.00,260.69,0.31,10.00,382.13,4.59,0.76,25.68,4.67,930.10,124.35,138.83,0.00,918.24,1341.93,1158.88,1622.37,5.31,0.00,0.00,135.00,124.13,122.03,124.73
Oswal Yarns,514460,,Trading,18.95,,7.60,0.00,-0.09,25.00,0.22,10.00,-5.70,0.45,4.01,0.00,-0.80,0.28,0.00,3.85,2.37,0.00,1.93,1.28,0.00,0.00,2.54,0.11,0.00,0.00,0.13,3.85,2.43,0.00,2.32,0.03,10.00,0.18,0.00,0.09,0.40,0.28,3.32,0.44,2.37,0.00,3.55,3.90,5.14,4.45,0.32,0.61,1.86,1.28,0.52,0.46,0.52
OTCO Intl,523151,,Miscellaneous,7.65,165.33,9.92,0.00,0.00,-100.00,0.75,-20.21,1.00,6.41,2.59,0.00,0.04,0.00,4.39,9.80,0.10,0.00,0.09,0.12,0.00,0.00,9.17,7.17,0.00,0.00,0.00,9.80,8.41,0.00,7.64,0.41,2.00,0.06,0.00,0.47,1.30,4.39,6.44,0.01,0.10,0.00,2.97,3.41,1.09,0.15,1.19,2.15,0.00,0.00,0.02,0.04,0.01
