Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Price to Earning,Dividend yield,Price to book value,Return on assets,Debt to equity,Return on equity,Promoter holding,Earnings yield,Pledged percentage,Industry PE,Enterprise Value,Number of equity shares,Book value,Inventory turnover ratio,Quick ratio,Exports percentage,Piotroski score,G Factor,Asset Turnover Ratio,Financial leverage,Number of Shareholders,Unpledged promoter holding,Return on invested capital,Debtor days,Industry PBV,Credit rating,Working Capital Days,Earning Power,Graham Number,Cash Conversion Cycle,Days Payable Outstanding,Days Receivable Outstanding,Days Inventory Outstanding,Public holding,FII holding,Change in FII holding,DII holding,Change in DII holding,Book value preceding year,Return on capital employed preceding year,Return on assets preceding year,Return on equity preceding year,Number of Shareholders preceding quarter
InfoBeans Tech.,543644,INFOBEAN,Computers - Software - Medium / Small,430.55,1049.20,39.21,0.23,3.54,5.66,0.08,7.93,73.98,3.99,0.00,36.72,1036.31,2.44,121.73,,2.36,85.47,6.00,3.00,0.93,1.34,28179.00,73.98,10.51,75.49,3.82,,46.54,10.63,173.61,75.49,,75.49,,25.72,0.29,0.00,0.01,0.00,111.97,19.11,8.96,14.32,28397.00
Infollion Resea.,,INFOLLION,Miscellaneous,293.50,284.43,33.19,0.00,6.87,53.43,0.00,67.85,51.73,4.62,0.00,33.53,253.22,0.97,42.71,,9.07,0.00,6.00,4.00,3.23,1.27,1016.00,51.73,67.76,41.90,3.44,,45.99,25.01,92.19,41.90,,41.90,,44.91,0.00,-2.53,3.36,3.33,,52.88,30.84,38.97,675.00
Infomedia Press,509069,INFOMEDIA,Printing & Stationery,6.51,32.67,,0.00,,-29.40,,,50.69,0.03,0.00,27.68,68.89,5.02,-10.85,,0.83,,2.00,1.00,0.00,-0.17,15023.00,50.69,,,3.37,,,0.21,,,,,,48.31,0.00,0.00,1.00,0.00,-10.08,,-25.99,,15081.00
Informed Techn.,504810,,Computers - Software - Medium / Small,92.05,38.38,13.86,0.00,1.98,14.63,0.01,15.73,74.99,6.88,0.00,36.72,38.10,0.42,46.44,,23.98,0.00,7.00,4.00,0.13,0.98,2701.00,74.99,18.86,51.71,3.82,,1482.81,12.72,83.32,51.71,,51.71,,16.08,0.00,0.00,8.93,0.00,38.02,-8.08,-7.34,-8.01,2571.00
Infosys,500209,INFY,Computers - Software - Large,1821.20,756167.43,28.37,2.09,9.10,19.98,0.10,31.83,14.61,5.04,0.00,33.07,736471.43,415.20,200.07,,1.89,0.00,6.00,3.00,1.18,1.48,2820740.00,14.61,39.20,71.72,8.15,,59.13,25.78,537.65,71.72,,71.72,,14.91,32.74,-1.37,37.28,1.66,181.77,40.48,19.89,31.82,2773406.00
Infronics Sys.,537985,,Computers - Software - Medium / Small,54.09,42.87,17.01,0.00,19.23,51.22,0.49,261.14,53.55,8.72,0.00,36.72,40.93,0.79,2.81,,2.00,0.00,8.00,6.00,0.88,2.22,1706.00,53.55,83.01,66.44,3.82,,3.36,83.80,14.19,66.44,,66.44,,46.45,0.00,0.00,0.00,0.00,-0.37,95.00,13.32,,1619.00
Ingersoll-Rand,500210,INGERRAND,Compressors / Drilling Equipment,4289.95,13542.51,60.89,1.63,23.34,25.99,0.01,38.40,75.00,2.25,0.00,60.89,13325.66,3.16,183.82,4.07,1.89,0.00,6.00,4.00,1.42,1.47,34935.00,75.00,40.81,74.84,13.54,,55.98,35.22,539.78,84.23,84.15,74.84,93.53,17.83,1.62,0.03,5.54,0.18,183.11,43.55,21.56,32.33,34700.00
Inland Printers,530787,,Printing & Stationery,110.00,54.38,,0.00,28.18,-15.71,0.52,-22.12,16.94,-0.72,20.00,27.68,55.34,0.49,3.90,,0.05,,2.00,3.00,0.00,1.58,1311.00,13.55,-13.45,,3.37,,,-13.03,,,,,,83.04,0.00,0.00,0.02,0.00,4.87,-6.98,-7.24,-8.73,1280.00
Innocorp,531929,,Plastics Products,6.20,4.92,,0.00,1.83,-6.66,0.00,-9.22,29.67,-5.76,0.00,35.04,4.69,0.79,3.39,,3.98,0.00,6.00,4.00,0.00,1.45,5946.00,29.67,-14.67,,3.92,,,-8.28,,,,,,70.33,0.00,0.00,0.01,0.00,3.71,-35.93,-22.08,-82.93,5975.00
Innokaiz India,543905,,Miscellaneous,56.67,57.94,25.98,0.00,1.21,,0.39,,71.99,6.00,0.00,33.53,71.97,1.02,46.81,,2.85,,0.00,3.00,,,764.00,71.99,,,3.44,,,5.16,46.51,,,,,28.01,0.00,0.00,0.00,0.00,,62.13,18.12,48.89,664.00
Innova Captab,544067,INNOVACAP,Pharmaceuticals - Indian - Bulk Drugs & Formln,620.80,3552.52,37.65,0.00,4.28,9.32,0.29,17.04,50.90,4.07,0.00,37.69,3710.87,5.72,145.20,5.57,1.64,0.00,6.00,4.00,1.07,1.22,35115.00,50.90,15.56,97.38,4.03,,88.47,11.43,232.09,79.52,90.03,97.38,72.17,26.67,1.19,-0.75,21.24,0.46,,23.77,10.36,27.33,39396.00
Innovana Think.,,INNOVANA,Computers - Software - Medium / Small,496.00,1016.80,24.64,0.05,6.23,21.72,0.14,30.06,73.23,5.30,0.00,36.72,1033.71,2.05,79.66,1.15,1.47,77.59,6.00,5.00,0.53,1.16,1073.00,73.23,61.22,47.90,3.82,,114.63,26.27,189.94,118.75,300.45,47.90,371.30,26.63,0.14,0.01,0.00,0.00,54.24,26.09,14.18,23.63,482.00
Innovassynth Inv,533315,,Finance & Investments,27.44,66.62,,0.00,1.85,-2.03,0.10,-2.30,36.26,-0.71,0.00,23.21,70.20,2.43,14.86,,0.01,,3.00,4.00,0.00,1.14,26991.00,36.26,-1.25,,1.89,,,-1.21,,,,,,60.03,0.01,0.00,3.70,0.00,15.21,-3.20,-3.85,-4.28,27194.00
Innovative Ideal,541983,,Trading,24.50,27.88,,0.00,8.61,-8.12,6.06,-43.16,16.05,-6.88,0.00,38.53,47.51,1.14,2.85,0.30,0.12,0.00,2.00,1.00,0.01,5.31,805.00,16.05,-132.93,1518.40,3.35,,3066.00,-11.31,,2372.46,375.79,1518.40,1229.85,83.94,0.00,0.00,0.00,0.00,5.01,-13.46,-4.62,-16.31,1217.00
Innovative Tech,523840,,Plastics Products,39.08,87.79,49.04,0.00,2.46,1.73,0.85,5.15,74.36,6.33,0.00,35.04,112.76,2.25,15.87,6.84,0.72,0.00,9.00,2.00,1.38,2.90,14027.00,74.36,11.58,45.35,3.92,,26.74,7.13,16.87,10.91,106.99,45.35,72.55,25.58,0.00,0.00,0.06,0.00,15.07,6.34,-1.61,-5.15,13792.00
Innovators,541353,,Construction,224.70,423.96,27.78,0.00,2.91,5.99,0.30,11.71,63.71,6.41,0.00,42.24,442.90,1.89,77.16,1.83,0.96,0.00,7.00,3.00,0.84,1.95,1535.00,63.71,15.67,58.56,3.59,,126.38,10.48,118.50,115.50,142.07,58.56,199.02,36.25,0.04,0.00,0.00,0.00,69.07,9.96,3.80,6.68,1312.00
Innovatus Enter.,543951,,Miscellaneous,54.00,21.37,33.39,0.00,1.62,7.78,0.00,13.25,60.87,4.87,0.00,33.53,18.88,0.40,33.40,,2.79,0.00,3.00,2.00,2.42,1.70,394.00,60.87,9.83,119.77,3.44,,89.56,4.78,34.86,119.77,,119.77,0.00,39.13,0.00,0.00,0.00,0.00,,12.52,7.09,13.37,418.00
Inox Green,543667,INOXGREEN,Engineering - Turnkey Services,179.92,5282.56,177.33,0.00,3.93,1.41,0.13,2.41,55.72,1.08,9.66,43.55,5441.32,29.36,45.81,0.02,1.61,0.00,6.00,2.00,0.11,1.58,121044.00,50.34,4.41,213.07,4.65,,666.33,2.83,31.30,213.07,,213.07,,33.40,9.16,0.83,1.72,-0.03,38.62,0.79,-1.82,-3.82,107498.00
Inox India,544046,INOXINDIA,Packaging,1292.75,11733.45,59.86,0.00,18.08,16.71,0.02,32.71,75.00,2.24,0.00,28.68,11737.78,9.08,71.51,1.19,0.46,0.00,7.00,5.00,0.96,1.81,181766.00,75.00,48.03,51.65,2.13,,48.35,21.98,186.40,313.10,58.99,51.65,320.43,11.88,6.38,0.24,6.73,0.15,,37.37,14.97,29.11,189674.00
Inox Wind,539083,INOXWIND,Electric Equipment,179.38,23387.46,,0.00,13.78,-0.60,1.91,-1.71,48.28,0.81,1.23,58.55,26582.01,130.38,13.02,0.87,0.49,0.00,4.00,4.00,0.27,3.79,226975.00,47.68,5.14,238.12,9.25,,419.62,3.16,,464.58,214.14,238.12,440.59,28.62,13.37,3.90,9.75,-0.41,13.32,-8.37,-11.09,-50.19,117484.00
Inox Wind Energy,543297,IWEL,Power Generation And Supply,8564.00,10317.54,,0.00,5.57,-1.38,1.12,-4.60,69.51,1.71,0.00,39.04,12341.96,1.20,1537.46,0.87,0.68,0.00,4.00,4.00,0.27,3.53,16787.00,69.51,-0.19,237.70,2.68,,413.15,3.06,,463.99,214.31,237.70,440.59,26.66,3.13,0.49,0.70,-0.11,936.85,-9.11,-11.26,-29.87,16279.00
Insecticid.India,532851,INSECTICID,Pesticides / Agrochemicals - Indian,759.50,2247.96,22.18,0.39,2.22,5.95,0.09,10.52,72.16,6.23,0.00,38.82,2274.06,2.96,341.62,1.66,0.67,94.39,9.00,3.00,1.16,1.68,19474.00,72.16,11.78,55.07,3.09,,108.96,8.29,516.26,161.08,114.34,55.07,220.35,14.41,4.36,0.05,9.08,-0.06,309.38,9.72,4.08,7.07,19252.00
Insolation Ener,543620,,Electric Equipment,3126.00,6512.08,117.40,0.00,60.11,34.82,0.89,104.90,69.98,1.18,0.00,58.55,6549.59,2.08,52.00,12.76,1.03,0.00,7.00,1.00,4.63,3.01,1431.00,69.98,52.79,14.06,9.25,,29.07,29.34,176.51,29.87,12.79,14.06,28.61,30.01,0.00,-0.04,0.00,0.00,25.38,19.64,9.34,28.50,1145.00
Inspire,,INSPIRE,Entertainment / Electronic Media Software,31.85,43.35,16.87,0.00,1.29,6.18,0.20,19.60,68.43,10.94,0.00,41.62,47.88,1.36,24.76,1.56,6.81,0.00,2.00,4.00,0.73,3.17,661.00,68.43,20.77,207.20,2.64,,164.65,11.37,32.43,227.93,213.15,207.20,233.88,26.39,4.92,,0.26,,,38.10,11.23,38.26,
Inspirisys Sol.,532774,INSPIRISYS,Computers - Software - Medium / Small,184.55,731.13,47.29,0.00,24.96,6.31,3.00,147.80,69.95,4.08,0.00,36.72,759.91,3.96,7.39,17.48,0.88,0.00,7.00,2.00,2.00,8.36,5809.00,69.95,16.42,73.06,3.82,,5.58,11.48,12.41,-20.85,114.74,73.06,20.82,30.05,0.00,-0.13,0.00,0.00,-2.11,27.34,7.65,,6449.00
Intec Capital,526871,,Finance & Investments,17.10,31.41,,0.00,0.92,-5.88,1.62,-15.22,72.97,-10.58,0.00,23.21,81.76,1.84,18.68,,2.32,0.00,5.00,3.00,0.04,2.80,1845.00,72.97,-44.87,0.00,1.89,,110.28,-9.09,,0.00,,0.00,,27.03,0.00,0.00,0.00,0.00,21.75,-17.59,-24.80,-52.12,1452.00
Integ. Capital,539149,,Miscellaneous,4.16,14.80,,0.00,1.60,-0.16,0.23,-0.22,65.89,-0.52,0.00,33.53,15.53,3.56,2.60,,1.36,0.00,2.00,2.00,0.04,1.34,4389.00,65.89,-0.86,220.38,3.44,,-578.49,-0.63,,220.38,,220.38,,34.12,0.00,0.00,0.00,0.00,2.48,8.15,5.95,8.64,4041.00
Integ. Hitech,532303,,Computers - Software - Medium / Small,6.99,6.99,,0.00,2.69,-108.62,0.33,-119.41,11.05,-100.52,0.00,36.72,7.65,1.00,2.60,,1.39,0.00,3.00,2.00,0.00,2.72,21324.00,11.05,-270.77,9855.00,3.82,,18615.00,-217.85,,9855.00,,9855.00,,88.95,0.00,0.00,0.00,0.00,10.28,-1.79,-1.88,-1.93,21155.00
Integ. Industrie,531889,,Trading,264.10,505.96,20.33,0.00,3.78,17.78,0.00,36.96,51.56,5.45,0.00,38.53,498.84,1.92,69.82,16.04,1.53,0.00,3.00,4.00,2.37,1.04,8107.00,51.56,16.86,107.47,3.35,,76.70,9.78,142.71,-238.58,391.56,107.47,45.50,42.51,5.85,0.00,0.08,-0.09,0.64,,,,6734.00
Integ. Proteins,519606,,Solvent Extraction,32.35,11.89,132.11,0.00,4.56,3.24,0.02,3.51,46.29,0.84,0.00,21.51,11.87,0.37,7.10,,1.25,0.00,7.00,3.00,0.09,1.06,1849.00,46.29,20.45,0.00,2.81,,-60.83,3.65,6.26,0.00,,0.00,0.00,53.71,0.00,0.00,0.00,0.00,6.86,1.52,1.09,1.20,1865.00
Integra Capital,531314,,Finance & Investments,20.70,9.73,10.14,0.00,2.03,22.20,0.00,22.27,50.01,9.98,0.00,23.21,9.72,0.47,10.19,0.00,94.50,0.00,7.00,5.00,0.29,0.90,1051.00,50.01,50.53,5.84,1.89,,543.12,20.17,21.63,5.84,,5.84,,49.99,0.00,0.00,0.00,0.00,8.14,-7.79,-7.70,-7.79,1026.00
Integra Engg.,505358,,Engineering,272.15,935.25,70.37,0.00,12.18,12.53,0.32,20.89,54.48,2.16,0.00,47.31,951.67,3.44,22.35,2.63,1.05,0.00,5.00,3.00,1.27,1.51,28655.00,54.48,17.28,100.44,6.08,,127.31,16.40,44.10,210.67,41.50,100.44,151.73,44.86,0.37,0.34,0.28,0.00,18.11,24.39,17.03,34.39,25867.00
Integra Essentia,535958,ESSENTIA,Trading,3.98,424.94,25.48,0.00,3.63,8.51,0.06,16.03,20.81,4.92,0.00,38.53,430.36,106.77,1.10,,0.76,0.00,5.00,3.00,1.53,1.55,238995.00,20.81,81.03,51.39,3.35,,-26.53,10.51,1.96,51.39,,51.39,0.00,78.12,0.10,-0.03,0.95,-0.11,0.71,13.99,7.50,28.81,218371.00
Integra Switch,517423,,Electric Equipment,151.50,48.29,,0.00,24.89,-5.91,0.00,-6.85,56.17,-0.41,0.00,58.55,46.65,0.32,6.09,,6.60,,4.00,4.00,0.00,1.22,2325.00,56.17,-7.25,,9.25,,,-8.48,,,,,,43.83,0.00,0.00,0.00,0.00,6.75,-42.86,-39.91,-61.05,2079.00
Integra Tele.,536868,,Computers - Software - Medium / Small,5.60,5.91,295.50,0.00,0.55,2.07,0.06,2.25,0.00,2.30,0.00,36.72,6.52,1.06,10.22,,7.64,0.00,2.00,2.00,0.04,1.08,24275.00,0.00,8.71,2204.90,3.82,,2324.08,1.26,2.09,2204.90,,2204.90,,100.00,0.00,0.00,0.00,0.00,9.99,7.57,6.37,6.76,25130.00
Integrated Perso,,IPSL,Miscellaneous,184.00,132.60,24.69,0.00,3.25,8.08,0.76,16.57,69.05,6.16,0.00,33.53,159.76,0.72,56.63,,1.75,0.00,4.00,2.00,3.70,2.05,251.00,69.05,17.14,65.71,3.44,,63.16,11.78,97.44,65.71,,65.71,,30.95,0.00,0.00,0.00,0.00,44.96,18.57,7.58,18.27,250.00
Intellect Design,538835,INTELLECT,Computers - Software - Medium / Small,946.15,12984.10,42.97,0.37,5.31,10.57,0.02,14.66,30.26,3.30,0.00,36.72,12824.08,13.72,178.25,,1.91,0.00,7.00,2.00,0.80,1.28,105176.00,30.26,24.57,80.72,3.82,,87.91,12.53,297.63,80.72,,80.72,,36.99,27.53,-0.32,5.23,1.44,151.61,18.80,9.81,13.83,103422.00
Intense Tech.,532326,INTENTECH,Computers - Software - Medium / Small,152.43,357.71,22.87,0.33,2.77,10.98,0.00,13.07,20.71,6.01,0.00,36.72,339.49,2.35,54.94,,4.81,0.00,5.00,3.00,0.80,1.10,19282.00,20.71,18.49,143.14,3.82,,142.28,13.39,90.77,143.14,,143.14,,78.93,0.37,0.00,0.00,0.00,47.07,16.45,10.99,13.33,20068.00
Inter Globe Fin,511391,,Finance & Investments,116.90,79.73,9.45,0.00,0.82,7.38,0.04,9.06,70.68,16.36,0.00,23.21,82.17,0.68,142.80,6.12,0.41,0.00,6.00,7.00,1.97,1.17,6568.00,70.68,32.57,0.00,1.89,,44.05,10.97,199.37,74.32,0.00,0.00,74.32,29.32,0.00,0.00,0.00,0.00,130.43,4.34,1.85,2.23,6697.00
Inter State Oil,530259,,Miscellaneous,36.99,18.46,21.47,0.00,1.02,2.00,1.06,4.85,44.88,9.43,0.00,40.29,35.94,0.50,36.40,,1.09,0.00,8.00,3.00,1.97,2.36,3727.00,44.88,4.77,71.16,3.26,,63.06,7.65,37.56,71.16,,71.16,0.00,55.13,0.00,0.00,0.00,0.00,34.67,3.18,-0.53,-1.20,3619.00
Interactive Fin,539692,,Finance & Investments,23.96,7.22,11.84,0.00,0.58,5.38,0.00,5.78,0.00,27.67,0.00,23.21,5.71,0.30,41.45,,13.88,0.00,5.00,4.00,0.27,0.91,2289.00,0.00,5.34,28.53,1.89,,1167.52,11.81,43.45,28.53,,28.53,,100.00,0.00,0.00,0.00,0.00,28.58,18.92,13.78,14.55,2304.00
Interglobe Aviat,539448,INDIGO,Transport - Airlines,4312.50,166534.92,21.33,0.00,86.16,10.17,26.54,,55.29,6.03,0.00,24.16,201105.60,38.62,50.05,39.88,0.64,0.00,7.00,4.00,0.98,36.52,239650.00,55.29,28.88,3.40,18.75,,-72.91,14.78,477.28,3.40,,3.40,,4.85,24.43,0.77,15.36,0.33,-163.64,6.90,-1.48,,170059.00
Interiors,,INM,Miscellaneous,270.95,189.54,23.29,0.00,3.37,26.30,0.02,81.73,69.94,6.73,0.00,33.53,188.97,0.70,80.32,0.71,2.31,0.00,3.00,3.00,1.04,3.11,392.00,69.94,38.74,81.49,3.44,,224.66,20.12,143.85,510.97,81.11,81.49,510.59,22.29,7.78,-0.80,0.00,0.00,,45.42,23.54,84.74,503.00
Interworld Digi.,532072,,Computers - Software - Medium / Small,0.54,25.83,,0.00,0.31,-0.23,0.02,-0.24,10.93,-0.74,0.00,36.72,27.21,47.84,1.75,,3.73,0.00,3.00,2.00,0.00,1.06,27421.00,10.93,-1.98,79387.50,3.82,,61076.67,-0.23,,79387.50,,79387.50,0.00,89.08,0.00,0.00,0.00,0.00,1.75,-0.22,-0.21,-0.23,22937.00
Intl. Combustion,505737,,Engineering,1262.85,301.82,18.86,0.40,2.50,10.17,0.26,17.97,52.88,8.75,0.00,47.31,327.41,0.24,504.37,2.50,0.97,0.00,6.00,3.00,1.51,1.63,6757.00,52.88,14.75,82.81,6.08,,105.57,12.83,871.57,142.79,105.98,82.81,165.96,46.55,0.00,0.00,0.57,0.56,424.38,12.92,5.20,8.44,6531.00
Intl. Conveyors,509709,INTLCONV,Miscellaneous,82.68,524.02,8.40,1.33,1.92,16.64,0.46,25.57,68.60,13.32,0.00,55.63,645.35,6.34,43.07,2.42,2.03,0.00,6.00,4.00,0.36,1.37,38460.00,68.60,21.18,56.30,3.12,,846.26,19.57,97.67,104.61,112.79,56.30,161.09,31.39,0.01,-0.03,0.00,0.00,32.63,15.55,9.10,13.00,40019.00
Intl. Data Mgt.,517044,,Computers - Software - Medium / Small,25.04,5.51,,0.00,,-188.89,,,25.27,-1.77,0.00,36.72,9.60,0.22,-18.68,,0.03,,5.00,2.00,0.00,-0.02,17106.00,25.27,-188.89,,3.82,,,-154.55,,,,,,74.73,0.00,0.00,0.01,0.00,-17.86,-197.60,-194.12,,17105.00
Intl. Travel Hse,500213,,Travel Agencies,619.40,494.90,21.14,0.81,3.48,11.75,0.01,16.94,61.69,6.63,0.00,30.68,478.07,0.80,178.20,,2.80,0.00,8.00,3.00,1.13,1.34,11769.00,61.69,17.55,103.93,4.28,,147.52,15.49,342.65,103.93,,103.93,,38.31,0.00,0.00,0.00,0.00,154.07,16.61,17.78,25.41,11681.00
Intrasoft Tech.,533181,ISFT,Miscellaneous,128.91,210.27,21.46,0.00,0.99,2.62,0.66,5.03,43.06,7.46,0.00,50.34,346.70,1.63,129.58,3.49,3.15,0.00,7.00,4.00,1.30,1.77,14563.00,43.06,5.38,2.63,2.57,,105.88,6.59,132.35,89.25,17.49,2.63,104.10,56.88,0.07,-0.10,0.00,0.00,121.17,6.31,2.47,4.84,13339.00
Inv.& Prec.Cast.,504786,,Castings & Forgings,715.30,357.65,45.91,0.14,4.18,3.87,0.87,9.50,51.97,4.37,0.00,33.47,429.26,0.50,171.32,1.45,0.55,13.10,7.00,2.00,0.85,2.35,3700.00,51.97,8.20,77.76,3.79,,136.04,9.30,245.06,275.53,165.86,77.76,363.64,47.51,0.14,0.14,0.00,0.00,156.78,10.42,2.86,7.24,3672.00
Inventure Grow.,533506,INVENTURE,Finance & Investments,2.83,297.15,14.84,0.00,1.34,4.75,0.11,6.66,26.40,17.24,0.00,15.74,185.12,105.00,2.11,0.44,2.88,0.00,6.00,4.00,0.20,1.36,268364.00,26.40,6.55,63.19,2.79,,589.56,9.76,2.83,63.19,,63.19,,73.60,0.00,0.00,0.00,0.00,1.99,6.13,3.36,4.54,233845.00
Invigorated Bus.,511716,,Finance & Investments,7.71,31.03,,0.00,,-4.79,,,68.08,0.16,0.00,23.21,37.44,4.03,-44.53,,0.23,0.00,7.00,3.00,0.05,-0.02,23870.00,68.08,,0.00,1.89,,-24720.45,1.46,,0.00,,0.00,,31.92,0.00,0.00,0.00,0.00,-44.48,,-10.12,,23939.00
IOL Chemicals,524164,IOLCP,Pharmaceuticals - Indian - Bulk Drugs & Formln,427.25,2508.19,18.53,1.17,1.56,6.35,0.02,8.68,48.19,8.28,0.00,37.69,2398.33,5.87,274.48,4.12,1.24,0.00,6.00,2.00,1.00,1.32,128689.00,48.19,9.68,80.65,4.03,,76.50,8.85,377.44,69.06,122.59,80.65,111.00,50.34,1.39,-0.01,0.09,-0.20,256.63,13.68,7.05,9.69,130003.00
ION Exchange,500214,IONEXCHANG,Engineering,706.95,10368.59,50.13,0.18,10.19,8.90,0.15,21.10,26.20,2.99,0.00,47.31,9933.11,14.67,69.40,6.38,1.36,0.00,4.00,4.00,1.07,2.16,87586.00,26.20,18.72,145.32,6.08,,21.14,12.11,148.71,31.17,173.10,145.32,58.95,39.36,5.43,-0.20,12.83,0.62,56.82,33.77,10.95,26.21,75497.00
IP Rings,523638,,Auto Ancillaries,185.35,234.95,,0.54,2.22,-1.04,0.81,-2.98,56.58,2.60,0.00,38.32,314.72,1.27,83.63,1.85,0.58,0.00,5.00,4.00,1.02,2.94,6608.00,56.58,4.38,88.99,3.96,,39.59,2.67,,-39.89,324.23,88.99,195.35,43.43,0.00,0.00,0.00,0.00,87.49,6.07,0.55,1.54,6622.00
Ipca Labs.,524494,IPCALAB,Pharmaceuticals - Indian - Bulk Drugs & Formln,1300.30,32989.16,57.97,0.31,5.21,5.77,0.23,9.35,46.30,3.10,0.00,37.69,34130.68,25.37,249.59,1.38,1.07,53.38,7.00,2.00,0.78,1.56,84753.00,46.30,8.30,80.34,4.03,,149.86,9.53,348.08,320.56,109.98,80.34,350.20,9.07,10.85,0.34,33.46,-0.59,230.27,11.17,5.69,8.04,81165.00
IRB Infra.Devl.,532947,IRB,Construction,64.49,38945.51,64.29,0.47,2.83,1.38,1.36,4.47,30.42,5.04,55.27,25.97,55836.30,603.90,22.76,11.14,1.16,0.00,5.00,5.00,0.17,3.19,1698570.00,13.61,6.35,37.37,3.06,,47.62,6.27,22.67,-4.96,74.76,37.37,32.43,17.46,44.47,-2.74,7.65,-0.13,22.15,8.67,1.65,5.43,868966.00
IRB InvIT Fund,540526,IRBINVIT,Construction,64.67,3754.09,10.37,,0.96,2.89,0.78,9.14,18.52,9.65,0.00,53.86,6684.84,58.05,67.44,,0.86,0.00,6.00,4.00,0.08,3.20,,18.52,6.00,0.00,1.07,,-47.96,5.13,98.76,0.00,,0.00,,,,,,,69.02,8.48,2.92,8.78,
Ircon Intl.,541956,IRCON,Construction,286.00,26898.75,28.94,1.05,4.58,5.64,0.44,16.77,65.17,5.76,0.00,25.97,24484.82,94.05,62.42,48.90,1.65,0.00,6.00,3.00,0.75,2.81,1022213.00,65.17,15.45,23.78,3.06,,0.08,8.08,117.82,2.18,29.49,23.78,7.89,27.51,4.17,-0.41,2.90,1.59,55.41,15.74,5.09,15.45,931492.00
IRIS Business,540735,IRIS,Computers - Software - Medium / Small,270.00,522.75,60.16,0.00,12.77,11.94,0.16,23.98,37.10,2.21,0.00,36.72,513.05,1.94,21.15,,2.07,71.63,8.00,3.00,1.39,1.79,7247.00,37.10,19.80,79.64,3.82,,72.36,14.77,46.22,79.64,,79.64,,61.12,0.08,-0.07,2.73,2.73,16.29,17.46,6.56,14.52,6362.00
Iris Clothings,,IRISDOREME,Textiles - Products,64.39,525.23,45.44,0.00,7.59,10.07,0.64,19.36,70.94,3.46,0.00,34.69,567.85,8.16,8.48,1.08,0.74,0.00,7.00,4.00,1.01,1.75,8877.00,70.94,13.57,108.64,2.47,,244.29,14.76,16.44,378.33,121.94,108.64,391.63,29.06,0.00,0.00,0.00,0.00,6.98,16.38,8.13,15.64,7184.00
IRM Energy,544004,IRMENERGY,Miscellaneous,450.75,1850.76,22.64,0.33,2.03,7.82,0.28,13.23,50.07,8.74,0.00,18.57,1613.52,4.11,221.79,211.78,3.30,0.00,6.00,6.00,0.85,1.15,60410.00,50.07,10.30,15.08,3.20,,1.39,10.88,322.68,0.96,16.54,15.08,2.42,38.29,0.48,-0.60,11.17,-1.69,,17.34,9.34,22.97,60026.00
Ironwood Educa,508918,,Miscellaneous,25.14,19.88,,0.00,3.33,-7.26,1.63,-17.29,57.71,-2.50,0.00,88.66,29.56,0.79,7.55,,0.57,0.00,5.00,4.00,0.19,3.55,2156.00,57.71,-6.24,100.44,5.47,,-98.65,-4.05,,100.44,,100.44,,39.84,2.46,0.00,0.00,0.00,14.97,-6.09,-8.02,-14.51,2169.00
ISF,526859,,Finance & Investments,1.94,18.43,,0.00,1.37,-4.28,0.37,-5.36,0.64,-2.72,0.00,23.21,22.81,9.50,1.41,,3.56,0.00,1.00,5.00,0.12,1.29,39047.00,0.64,-3.63,0.00,1.89,,3133.22,-3.35,,0.00,,0.00,,99.35,0.00,0.00,0.00,0.00,1.49,0.45,0.06,0.07,39481.00
ISGEC Heavy,533033,ISGEC,Engineering - Turnkey Services,1460.20,10736.78,44.06,0.21,4.26,3.42,0.32,10.10,62.43,3.68,0.00,43.55,11359.29,7.35,343.07,2.90,0.96,0.00,7.00,0.00,0.84,2.95,30328.00,62.43,11.63,171.88,4.65,,84.29,5.33,505.77,170.66,139.22,171.88,138.01,24.91,3.83,0.32,8.82,0.01,313.39,10.74,2.96,8.83,31635.00
Ishaan Infrastru,540134,,Construction,7.40,4.79,,0.00,0.71,-1.23,0.02,-1.33,1.95,-1.83,0.00,42.24,4.91,0.65,10.41,,12.86,,4.00,2.00,0.00,1.09,2885.00,1.95,-1.33,,3.59,,,-1.23,,,,,,98.06,0.00,0.00,0.00,0.00,10.55,-0.14,-0.13,-0.15,2994.00
Ishan Dyes & Ch.,531109,,Dyes And Pigments,61.59,129.14,860.93,0.00,1.26,0.10,0.58,0.15,47.19,1.77,0.00,37.39,188.42,2.10,49.03,2.43,1.06,51.41,5.00,4.00,0.49,1.51,9481.00,47.19,0.59,117.68,2.21,,302.25,1.86,7.95,212.61,98.82,117.68,193.75,52.82,0.00,0.00,0.00,0.00,49.01,0.29,-1.05,-1.42,9749.00
Ishan Internat.,,ISHAN,Engineering,2.15,46.49,83.02,0.00,1.96,1.59,0.25,2.35,66.81,3.02,0.00,36.88,47.69,21.62,1.10,172.15,1.24,0.00,2.00,2.00,0.86,1.48,723.00,66.81,4.02,158.33,6.49,,217.09,1.47,0.81,76.79,83.67,158.33,2.12,33.19,0.00,0.00,0.00,0.00,1.10,6.00,1.76,3.33,784.00
