Name,BSE Code,NSE Code,Industry,Current Price,Sales growth 3Years,Sales growth 5Years,Profit growth 3Years,Profit growth 5Years,Sales growth 10years median,Sales growth 5years median,Sales growth 7Years,Sales growth 10Years,EBIDT growth 3Years,EBIDT growth 5Years,EBIDT growth 7Years,EBIDT growth 10Years,EPS growth 3Years,EPS growth 5Years,EPS growth 7Years,EPS growth 10Years,Profit growth 7Years,Profit growth 10Years,Change in promoter holding 3Years,Average Earnings 5Year,Average Earnings 10Year,Average EBIT 5Year,Average EBIT 10Year,Market Capitalization
Fortis Health.,532843,FORTIS,Healthcare,505.70,19.59,9.05,136.28,42.77,5.88,9.45,6.03,7.04,38.19,13.82,3.87,20.07,136.28,42.77,-0.77,13.73,4.73,16.60,0.00,297.72,150.47,644.73,484.18,38178.23
Fortis Malar,523696,,Healthcare,63.69,-5.19,-16.41,13.50,,-0.27,-22.63,-11.66,-5.90,44.31,-5.85,-6.06,-9.68,13.50,,,,,,0.00,-11.05,-3.19,-4.26,1.66,119.37
Fortune Interntl,530213,,Trading,56.11,,,-23.50,-8.21,-100.00,-100.00,,,,,,,-23.50,-8.21,51.47,,51.47,,4.63,5.88,,0.06,,39.50
Foseco India,500150,FOSECOIND,Chemicals,5003.15,23.88,5.68,60.49,14.82,10.92,17.37,4.99,7.72,49.73,10.67,6.95,10.68,60.49,14.82,9.85,13.43,9.85,13.43,0.00,38.54,34.57,51.97,49.70,3197.01
Foundry Fuel,513579,,Miscellaneous,11.33,,,2.41,4.81,-100.00,-100.00,,,-6.69,3.26,0.00,0.49,2.41,4.81,2.56,1.02,2.56,1.02,0.00,-0.24,-0.29,-0.20,-0.26,9.09
Fourth Gen.,532403,,Computers - Software - Medium / Small,5.43,,14.87,4.00,,-77.27,-100.00,,-18.06,-5.01,,,4.81,4.00,,,3.15,,3.15,-0.30,-0.12,-0.21,-0.12,-0.21,1.93
Franklin Indust.,540190,,Trading,3.61,49.89,23.80,539.48,158.86,14.31,14.31,65.94,,421.56,137.56,147.41,102.07,540.06,159.00,170.11,53.44,170.00,100.43,0.00,2.53,1.29,2.85,1.46,52.20
Franklin Leasing,539839,,Finance & Investments,13.21,38.40,33.51,-1.70,-1.02,-1.62,26.19,14.83,27.00,-28.99,1.44,-3.04,6.13,-1.70,-1.02,-3.84,-38.37,-3.84,5.62,0.00,0.18,0.21,4.29,2.31,20.85
Fraser & Company,539032,,Trading,4.76,-90.70,-63.78,,,31.80,31.80,-26.55,-21.78,,,,,,,,,,,-25.07,0.50,0.16,0.75,0.30,3.87
Fredun Pharma,539730,,Pharmaceuticals - Indian - Formulations,837.70,37.63,29.18,98.07,28.49,22.95,22.95,29.68,32.28,59.54,29.65,33.34,36.05,87.76,24.43,27.91,41.72,41.14,51.83,-2.87,7.34,4.57,18.16,11.43,392.39
Freshtrop Fruits,530077,,Food - Processing - Indian,130.70,-10.08,-9.07,,,-1.22,-3.64,-3.89,-0.64,,,,,,,,,,,0.70,4.85,7.13,7.41,11.38,104.17
Frog Cellsat,,FROG,Telecommunications - Equipment,342.50,9.26,21.13,18.19,33.76,9.97,18.56,,,20.96,63.23,,,-82.51,14.95,,,,,,11.66,,16.51,,528.67
Frontier Capital,508980,,Finance & Investments,22.22,1.22,69.52,28.65,15.91,-9.68,-9.68,-13.29,-21.09,28.68,18.10,11.15,-24.38,28.65,14.89,10.42,-46.53,11.10,-20.04,0.00,0.05,-1.04,0.12,-0.90,37.25
Frontier Springs,522195,,Auto Ancillaries,1505.60,20.72,10.23,18.63,9.01,19.55,20.02,16.49,14.00,16.08,9.26,20.25,16.89,18.63,9.01,29.30,22.48,29.30,22.48,0.00,9.91,6.46,13.61,9.50,593.21
Frontline Corp.,532042,,Trading,68.48,14.45,13.54,3.20,36.70,5.22,14.57,10.62,7.66,-2.79,12.40,-9.60,-2.35,3.20,36.70,33.67,9.78,33.67,9.78,0.00,0.94,-0.08,1.52,1.80,34.24
Fruition Venture,538568,,Finance & Investments,50.00,-16.01,-49.07,,1.46,-70.44,-60.60,-21.36,-38.72,,12.89,,,,1.46,,,,,1.25,-0.10,0.05,-0.10,-0.02,20.00
FSN E-Commerce,543384,NYKAA,Trading,200.12,37.79,41.86,-19.36,27.09,38.10,38.10,,,30.30,70.83,,,-74.50,15.32,,,,,,27.56,,98.54,,57174.41
Fundviser Capit.,530197,,Finance & Investments,154.35,59.29,31.15,122.40,85.56,-14.29,12.00,,-11.28,114.24,,28.86,12.82,107.17,77.83,50.86,9.54,55.52,10.04,3.29,0.08,-0.01,0.12,0.00,70.46
Fusion Microfin.,543652,FUSION,Finance & Investments,435.85,39.37,36.20,125.71,58.40,34.52,34.52,,,49.74,35.13,,,112.80,45.46,,,,,,205.55,,799.76,,4385.99
Future Consumer,533400,FCONSUMER,Trading,0.76,-32.16,-37.51,22.16,,24.00,-2.98,-22.06,-7.68,25.96,,,,22.18,,-0.75,,-4.27,,-10.98,-234.08,-145.94,-160.93,-83.41,151.77
Future Ent. DVR,570002,FELDVR,Trading,5.46,,,,,,,,,,,,,,,,,,,0.00,,,,,21.50
Future Enterp.,523574,FEL,Trading,0.78,-70.43,-52.19,,,-11.44,-11.44,-46.52,-34.31,,,,,,,,,,,-34.35,-706.20,-361.40,-194.76,185.58,56.98
Future Lifestyle,536507,FLFL,Trading,2.33,-19.45,-5.12,,,16.60,16.60,,,,,,,,,,,,,-25.56,-471.20,,-173.70,,47.01
Future Market,533296,FMNL,Miscellaneous,6.51,10.47,-6.65,19.61,,-2.42,0.68,0.96,-5.32,1.90,-10.33,-4.33,-0.71,19.61,,8.48,6.75,8.44,6.73,-6.26,-37.40,-27.32,18.98,16.60,37.46
Future Retail,540064,FRETAIL,Trading,2.28,-30.28,-1.77,,,8.22,8.22,15.07,,,,,,,,,,,,,-262.92,,348.93,,123.64
Future Supply,540798,FSC,Miscellaneous,3.53,-18.21,1.64,,,27.43,30.52,5.88,,15.63,16.11,16.12,,,,,,,,,-15.85,,40.73,,15.49
Futuristic Sec.,523113,,Finance & Investments,24.35,-5.01,-11.42,-37.00,,10.00,-14.29,-7.04,-2.84,-41.52,,,,-37.00,,,,,,0.00,-0.03,-0.01,-0.04,-0.01,4.75
Futuristic Solu,534063,,Finance & Investments,93.62,87.97,-2.38,316.98,19.03,-26.24,-6.63,7.58,19.16,127.82,17.17,11.30,30.71,316.98,19.03,15.96,16.77,15.96,16.77,0.00,0.64,0.55,1.00,0.95,98.02
G G Automotive,531399,,Engineering,153.70,46.94,11.98,56.06,4.29,23.97,23.97,19.17,14.14,77.81,4.70,20.98,13.18,54.82,3.23,26.77,21.31,27.70,21.93,5.43,1.21,1.38,4.13,3.69,128.05
G G Dandekar,505250,,Miscellaneous,142.75,-13.48,-9.10,,-2.42,-19.50,-19.50,-18.62,-14.86,88.99,24.69,22.85,6.53,,-2.42,-21.27,,-21.27,,0.00,-2.62,-4.06,-1.39,-2.97,67.97
G G Engineering,540614,,Trading,2.11,96.96,20.92,246.95,25.73,68.34,68.34,61.95,58.42,127.65,23.69,60.17,42.55,197.13,14.59,67.46,71.77,97.77,92.86,-51.96,2.38,1.62,3.33,2.36,323.78
G K Consultants,531758,,Finance & Investments,16.05,-31.22,-36.84,31.41,-3.81,-36.08,-46.77,-42.29,-27.50,31.38,-4.56,-5.86,-0.51,31.41,-3.81,-5.63,0.74,-5.63,0.74,0.00,0.01,0.09,0.03,0.14,8.52
G K P Printing,542666,,Trading,9.25,-1.20,2.78,,,8.09,8.09,,,,,,,,,,,,,0.01,0.31,,0.76,,20.35
G M Breweries,507488,GMBREW,Breweries & Distilleries,793.65,21.84,5.80,25.53,12.56,6.48,3.66,7.32,7.86,22.84,7.13,14.17,15.59,25.53,12.56,19.21,21.28,19.13,21.23,0.00,95.08,74.32,120.12,102.57,1813.25
G M D C,532181,GMDCLTD,Mining / Minerals / Metals,395.35,22.83,5.55,17.26,13.39,-8.29,-8.29,6.97,6.72,81.96,5.14,5.99,1.83,17.26,13.39,9.62,3.52,9.62,3.52,0.00,561.54,445.53,705.10,589.14,12572.13
G M Polyplast,543239,,Plastics Products,186.90,20.85,6.20,25.46,39.88,11.36,11.36,10.86,10.56,25.16,32.82,31.72,23.08,25.59,-47.52,-26.88,-19.68,47.30,31.14,0.05,4.41,2.59,6.28,4.00,251.56
G N F C,500670,GNFC,Chemicals,679.45,15.63,6.11,-11.05,-8.08,-0.65,-0.65,8.13,5.05,-7.81,-2.19,1.78,4.00,-9.37,-7.05,8.24,5.88,7.38,5.29,0.12,967.98,637.78,1259.88,936.93,9983.88
G R Infraproject,543317,GRINFRA,Construction,1680.55,4.61,11.20,4.39,8.91,14.23,12.10,15.94,25.64,5.09,11.10,16.41,30.85,5.37,9.52,-0.67,23.25,9.23,41.18,-11.80,1024.45,695.17,1806.47,1187.55,16249.07
G S Auto Intl.,513059,,Auto Ancillaries,46.00,25.97,-0.16,29.71,63.98,11.19,17.25,3.85,2.20,28.30,1.96,62.63,2.79,29.71,63.98,11.32,17.85,11.32,19.29,0.00,-2.35,-2.62,2.23,1.45,66.77
G S F C,500690,GSFC,Fertilizers,236.90,6.24,1.52,10.50,2.71,-1.39,-2.10,8.22,5.45,8.08,0.96,7.25,2.66,10.50,2.71,4.14,4.81,4.14,4.81,0.00,651.22,547.36,877.57,732.75,9439.93
G V Films,523277,,Entertainment / Electronic Media Software,0.91,34.20,-25.22,21.56,12.45,5.78,129.17,-7.49,-19.94,9.00,7.87,10.00,6.45,21.56,12.45,10.29,7.02,10.12,6.79,0.00,-0.93,-3.35,-0.50,-2.90,83.23
G-Tec Janix,,GTECJAINX,Miscellaneous,75.36,90.68,6.97,25.29,,20.00,29.80,8.63,,29.08,-17.15,-6.53,,25.29,,,,,,1.12,-1.19,,-1.08,,76.79
G-Tech Info.,532139,,Computers - Software - Medium / Small,1.68,,,28.06,20.11,-40.00,-42.86,,,30.06,24.57,,,28.06,20.11,0.00,,,,0.00,-0.04,-0.02,-0.04,-0.02,0.59
Gabriel India,505714,GABRIEL,Auto Ancillaries,497.20,25.41,9.99,45.32,14.11,12.43,12.48,11.91,10.09,34.91,10.65,10.72,12.41,45.32,14.11,12.07,14.83,12.07,14.83,0.00,109.98,95.82,150.83,134.54,7141.98
Gabriel Pet,544108,,Textiles - Manmade,144.30,,,,,,,,,,,,,,,,,,,,,,,,38.19
GACM Tech,531723,GATECH,Finance & Investments,1.23,14.92,-37.79,38.07,15.18,-24.74,-24.74,-4.97,1.03,60.69,15.59,5.45,-6.98,36.29,15.13,51.72,-11.56,55.52,-9.24,-10.41,-3.64,-6.28,-3.18,-5.86,110.66
GACM Tech-DVR,570005,GATECHDVR,Finance & Investments,2.28,,,,,505.03,505.03,,,,,,,,,,,,,-42.63,,,,,26.95
Gagan Gases,524624,,Chemicals,23.50,-0.62,30.17,25.99,-15.59,-9.83,33.64,20.42,2.10,-12.64,-0.97,0.00,14.34,25.99,-15.59,-8.29,7.89,-8.29,7.89,3.15,0.07,0.08,0.19,0.15,10.62
GAIL (India),532155,GAIL,Miscellaneous,237.01,32.42,11.83,17.30,8.10,-4.82,-4.82,15.51,7.99,19.02,7.38,13.43,6.65,17.81,8.72,17.81,8.33,17.33,8.02,0.09,8657.99,6303.58,11044.26,8704.62,155836.44
Gajanan Sec.Serv,538609,,Finance & Investments,80.75,-30.23,-13.18,-9.68,0.21,-88.79,-91.04,-15.39,,-36.78,-17.81,57.46,,-9.68,0.21,57.93,,57.93,,0.00,0.79,,0.23,,25.05
Gala Global,539228,,Printing & Stationery,3.45,-10.44,-5.45,,,4.90,-1.35,2.96,32.02,-40.89,-28.43,-10.47,6.86,,,,,,,-73.73,1.10,1.10,2.79,2.52,18.83
Galactico Corpo.,542802,,Finance & Investments,3.90,12.51,3.57,-0.64,12.17,-5.42,-5.42,,,1.87,5.46,,,-0.42,11.10,,,,,-35.83,3.82,,5.51,,58.11
Galada Finance,538881,,Finance & Investments,18.86,13.77,1.08,89.98,29.91,-6.19,-6.19,-3.66,1.37,35.72,20.11,1.36,1.52,89.98,29.91,5.74,15.57,5.74,15.57,10.90,-0.14,0.00,0.29,0.47,5.66
Galaxy Agrico,531911,,Castings & Forgings,44.80,14.55,7.12,,,-1.40,28.20,3.82,2.43,,,,,,,,,,,-8.00,-0.26,-0.18,-0.24,-0.17,12.23
Galaxy Bearings,526073,,Bearings,1510.35,26.59,11.33,34.81,23.38,14.02,14.02,16.60,10.82,32.06,20.67,21.05,16.29,34.81,23.38,30.14,20.83,30.14,20.83,6.50,12.25,7.88,16.79,11.71,480.29
Galaxy Cloud,506186,,Food - Processing - Indian,41.98,-58.77,-50.57,-1.73,11.44,-2.95,-26.74,-34.67,-24.51,,12.18,7.45,,-1.73,11.95,9.34,,7.17,,-9.42,-7.39,-8.14,-5.35,-6.46,188.65
Galaxy Surfact.,540935,GALAXYSURF,Chemicals,2942.90,10.87,6.55,-0.07,9.54,12.71,7.21,8.39,,2.68,6.79,8.51,,-0.07,9.54,10.80,,10.80,,-0.02,296.57,215.09,387.88,307.60,10433.98
Gallantt Ispat L,532726,GALLANTT,Steel - Medium / Small,311.70,26.16,31.78,15.06,25.64,7.67,33.71,31.66,20.24,17.83,28.36,36.01,25.83,-19.92,1.08,16.19,17.49,35.72,30.98,1.69,138.10,91.48,216.97,141.38,7520.73
Gallops Enterp.,531902,,Construction,22.50,-10.07,21.67,-37.00,-58.87,-8.33,-8.33,,,-37.00,-58.87,-14.52,,-37.00,-58.87,-14.52,,-14.52,,0.00,0.02,,0.02,,11.28
Gandhar Oil Ref.,544029,GANDHAR,Refineries,210.67,22.80,2.89,11.96,51.00,0.83,0.83,9.57,,19.73,28.83,10.93,,-38.78,5.12,-15.44,,9.53,,,116.85,,212.62,,2061.82
Gandhi Spl. Tube,513108,GANDHITUBE,Steel - Medium / Small,854.75,14.60,6.81,10.33,4.74,7.88,20.66,8.33,7.42,9.70,4.74,6.85,9.04,12.61,7.46,9.76,16.25,6.82,14.06,0.14,37.21,32.06,48.73,42.12,1038.69
Ganesh Benzopl.,500153,GANESHBE,Miscellaneous,172.29,-4.39,1.45,32.09,11.96,5.22,12.05,9.78,7.00,11.05,13.02,14.32,10.36,25.91,4.82,16.56,19.94,22.18,23.96,-4.12,42.36,29.29,64.51,47.07,1240.31
Ganesh Green,,GGBL,Engineering - Turnkey Services,461.60,,,,,-14.53,-14.53,,,,,,,,,,,,,,,,,,1144.81
Ganesh Holdings,504397,,Finance & Investments,133.20,-8.04,-2.64,,7.39,-72.22,-30.00,15.85,-29.43,,0.00,7.93,,,7.39,,,8.45,,0.00,-0.05,-0.06,-0.05,-0.06,5.39
Ganesh Housing,526367,GANESHHOUC,Construction,888.70,74.40,28.12,85.45,76.96,24.30,44.90,12.08,12.19,165.42,52.26,17.04,16.68,66.12,59.26,21.99,18.75,31.61,25.23,16.52,81.30,65.99,183.72,172.82,7410.61
Ganesha Ecosphe.,514167,GANECOS,Textiles - Processing,1568.00,14.34,,-1.49,,-4.81,-4.81,,,18.14,,,,-6.28,,,,,,-5.70,54.95,,91.99,,3974.41
Ganesha Ecoverse,539041,,Textiles - Products,71.00,,,265.93,,-99.57,-99.57,125.50,,333.78,216.68,53.31,77.96,265.93,,100.78,71.19,102.78,83.08,-42.47,0.00,0.01,0.43,0.30,79.37
Ganga Forging,,GANGAFORGE,Castings & Forgings,7.17,17.43,5.94,14.03,0.47,11.37,11.37,,,12.07,1.88,,,5.41,-4.16,,,,,-27.00,0.08,,0.88,,96.65
Ganga Papers,531813,,Paper,95.57,11.62,13.16,-28.97,-2.03,9.47,5.50,17.19,13.88,-11.44,-0.20,9.02,4.59,-28.97,-2.03,-2.29,1.31,-2.29,1.31,0.00,3.22,2.32,7.07,5.25,103.12
Ganga Pharma.,539680,,Pharmaceuticals - Indian - Formulations,24.67,6.47,-2.93,35.72,-23.43,2.20,2.20,0.59,0.30,1.18,-12.33,-6.67,-2.67,28.05,-26.06,-7.04,-2.19,-4.69,5.24,-10.69,0.07,0.08,0.29,0.36,11.93
Ganges Securitie,540647,GANGESSECU,Finance & Investments,173.01,0.83,2.14,-29.27,-14.36,-0.69,-0.69,3.16,,-18.87,-7.75,-2.43,,-29.27,-14.36,-7.02,,-7.02,,4.87,7.64,,9.74,,173.07
Gangotri Textile,521176,GANGOTRI,Textiles - Cotton/Blended,1.38,,,,10.01,-64.99,,,,,10.01,,,,10.01,,7.17,,7.17,0.00,-0.20,-6.83,-0.04,-2.54,4.50
Ganon Products,512443,,Trading,6.31,,156.76,29.40,-44.81,-94.80,-96.00,47.35,-5.17,13.40,-22.72,42.04,24.22,29.40,-44.81,18.34,10.03,18.34,10.03,0.00,0.08,0.32,0.48,0.54,5.89
Garbi Finvest,539492,,Finance & Investments,16.12,21.80,6.56,,,-8.20,-16.49,33.80,43.03,-69.50,-51.10,-14.52,7.18,,,,,,,-3.21,7.06,3.72,8.05,4.30,18.91
Garden Reach Sh.,542011,GRSE,Miscellaneous,2326.60,46.58,20.98,30.86,26.49,3.38,40.27,21.47,8.35,28.01,20.31,38.09,10.05,30.86,26.49,19.06,-10.46,63.60,11.84,0.00,216.68,150.87,299.97,219.32,26651.67
Garg Furnace,530615,,Steel - Medium / Small,294.80,29.31,18.20,76.25,23.67,8.31,21.14,25.19,5.71,170.34,29.99,14.97,-3.22,71.25,22.66,13.04,18.71,13.41,20.38,4.66,1.81,-2.33,2.24,-0.52,135.86
Garment Mantra,539216,,Textiles - Products,6.08,-0.71,,-32.08,,-4.56,-4.56,,,-18.39,,,,-32.07,,,,,,-18.96,3.77,,8.90,,61.03
Garnet Construct,526727,,Construction,26.01,-44.99,8.80,-38.52,29.09,-2.21,-2.21,-3.46,6.50,-34.32,19.76,6.93,9.65,-38.52,29.09,36.09,18.32,36.09,18.32,4.39,4.61,2.83,7.20,5.37,36.15
Garnet Intl.,512493,,Finance & Investments,110.45,4.57,-24.54,22.59,14.76,35.00,1.43,-15.13,6.53,17.29,14.77,,,22.59,14.76,,,,,-5.51,-2.63,-4.80,-1.80,-4.15,216.87
Garodia Chemical,530161,,Trading,6.12,,,8.51,6.19,-100.00,-100.00,,,8.51,6.19,-2.83,,8.51,6.19,5.02,2.48,5.02,2.48,0.00,-0.23,-0.18,-0.15,-0.13,4.41
Garware Hi Tech,500655,GRWRHITECH,Packaging,2514.55,19.25,12.09,17.60,20.47,6.26,10.39,9.76,7.12,11.40,16.31,21.89,15.13,17.60,20.47,37.08,40.43,37.08,40.38,0.00,145.72,89.75,220.68,152.10,5841.90
Garware Marine,509563,,Miscellaneous,31.58,-20.22,-11.99,,,-10.40,-10.40,-4.03,-23.27,,,9.32,,,,9.54,3.87,9.54,3.87,0.00,0.06,-0.14,0.07,-0.07,18.21
Garware Synth,514400,,Textiles - Products,29.93,8.97,0.11,,,-2.47,-9.22,3.27,3.71,-27.74,2.13,-7.10,11.81,,,,,,1.28,0.00,0.19,0.26,0.55,0.51,17.39
Garware Tech.,509557,GARFIBRES,Textiles - Products,3728.25,8.61,5.43,10.35,11.82,5.44,8.55,6.63,6.83,10.32,9.13,11.80,16.85,10.78,13.42,14.91,24.15,13.75,22.78,0.38,167.35,124.78,230.03,179.20,7401.76
Gateway Distri,543489,GATEWAY,Miscellaneous,108.64,8.69,11.53,37.82,18.27,7.23,7.23,10.59,10.27,5.71,12.94,13.98,12.90,1.83,-1.37,14.31,6.61,30.14,16.74,,170.08,,231.69,,5428.13
Gautam Exim,540613,,Trading,68.75,-12.03,-19.65,-38.97,-37.56,-4.82,-29.40,-8.46,-2.50,-33.56,-29.31,-17.42,-20.43,-38.97,-37.56,-24.59,-31.43,-21.13,-11.86,0.00,0.57,0.76,2.72,4.63,21.18
Gautam Gems,540936,,Trading,8.14,2.69,18.30,3.78,16.12,52.58,10.77,206.37,118.96,20.10,26.45,,,11.23,21.10,,,,,-14.65,0.43,0.24,0.79,0.43,33.25
Gayatri BioOrga.,524564,,Miscellaneous,5.67,,,-13.82,14.36,-42.20,-100.00,,,-2.04,10.52,10.32,,-13.82,14.36,10.33,,10.33,,-27.78,-0.65,-14.00,-0.57,-10.03,44.67
Gayatri Highways,541546,GAYAHWS,Construction,1.32,-72.35,-52.96,24.58,13.88,-13.24,-6.96,,,27.54,16.07,128.63,,24.58,13.88,,,,,0.00,-184.63,,-58.13,,31.63
Gayatri Projects,532767,GAYAPROJ,Construction,8.97,-3.60,7.96,,,-0.71,13.43,10.93,3.50,,,,,,,,,,,-41.24,-153.93,-89.29,202.52,231.86,167.92
Gayatri Rubbers,,GRCL,Miscellaneous,385.00,,,,,9.91,9.91,,,,,,,,,,,,,,,,,,220.91
Gayatri Sugars,532183,,Sugar,24.32,15.01,3.88,30.99,18.75,3.76,-2.88,6.56,6.71,71.47,21.76,-0.60,12.76,29.40,17.54,-8.89,8.24,-3.62,8.72,-3.47,-9.82,-11.11,14.85,12.17,157.59
GCM Capital,538319,,Finance & Investments,6.76,-30.66,-10.96,79.44,56.64,-17.11,-7.94,-20.73,-21.25,76.52,61.54,28.76,3.90,79.44,56.64,75.85,-0.46,75.85,2.66,0.00,-1.28,-0.63,-1.18,-0.56,11.45
GCM Commodity,535917,,Finance & Investments,5.95,209.68,,,5.82,3.85,3.85,28.26,-19.61,,5.92,,,,5.82,,,,,0.00,-0.11,-0.14,-0.11,-0.13,4.42
GCM Securit.,535431,,Finance & Investments,0.91,,,,14.00,-40.93,-74.25,,,,14.07,,,,14.00,,,,,0.05,-2.21,-1.51,-2.17,-1.41,17.29
Gconnect Logitec,544156,,Miscellaneous,84.00,,,,,297.03,297.03,,,,,,,,,,,,,,,,,,31.24
GE Power,532309,GEPIL,Engineering - Turnkey Services,491.35,-21.38,-3.11,,,-18.46,-9.52,-2.88,-4.61,,,,,,,,,,,0.00,-116.46,-40.18,12.00,87.43,3303.35
GE Shipping Co,500620,GESHIP,Shipping,1333.35,16.35,8.18,41.83,193.64,3.94,3.94,7.75,5.45,24.17,21.88,9.93,7.78,43.20,196.87,22.24,16.79,21.29,16.16,0.86,1270.65,862.46,1619.02,1259.08,19035.86
GE T&D India,522275,GET&D,Electric Equipment,1747.50,-2.83,-5.57,46.28,-3.65,-2.61,-9.55,-3.46,-1.06,13.06,-7.79,8.17,-0.42,46.28,-3.65,22.27,4.47,22.27,4.47,0.00,-33.35,32.46,45.41,160.87,44744.74
GEE,504028,,Electrodes - Welding Equipment,121.00,13.48,6.11,0.47,35.55,5.24,-1.16,9.26,8.23,3.70,14.37,11.30,6.39,0.49,35.56,20.39,11.40,20.38,11.40,-9.68,12.33,7.84,23.30,17.46,314.46
GeeCee Vent.,532764,GEECEE,Construction,379.65,32.04,-8.47,54.00,2.59,-9.29,-6.19,0.40,4.43,35.46,1.06,4.35,14.18,54.00,3.37,4.57,16.73,4.00,17.84,0.00,18.85,22.68,23.91,26.49,793.91
Geekay Wires,,GEEKAYWIRE,Steel - Medium / Small,99.20,34.22,13.57,84.21,68.84,32.30,3.09,30.40,26.26,53.74,34.22,43.43,37.88,84.26,68.87,61.76,60.13,79.73,72.38,1.08,17.57,9.31,31.12,18.61,518.42
Geetanjali Cred.,539486,,Finance & Investments,4.00,-58.51,-30.12,,,-57.14,-57.14,-37.55,-14.87,,,,,,,,,,,0.00,0.01,0.02,0.02,0.03,1.77
Gem Enviro,544199,,Miscellaneous,232.85,,,,,28.50,28.50,,,,,,,,,,,,,,,,,,525.09
Gem Spinners,521133,,Textiles - Cotton/Blended,3.40,,,1.61,,-93.41,,,,-4.59,,4.86,,1.61,,9.43,,9.43,,0.00,-0.75,-0.17,-0.75,0.00,20.87
Gemstone Invest.,531137,,Finance & Investments,2.04,1.30,-1.96,-3.54,-15.45,-1.29,1.00,0.20,6.83,-5.37,-18.73,-8.62,2.00,-3.54,-15.45,-7.63,6.88,-7.63,6.88,0.00,0.38,0.46,0.54,0.70,15.25
General Insuranc,540755,GICRE,Finance & Investments,409.85,-2.25,0.20,49.73,24.09,0.79,-2.71,7.83,12.79,36.97,20.22,21.25,19.36,49.73,24.09,46.66,-14.30,16.87,15.86,0.00,3557.01,2677.54,4482.98,3174.12,71904.08
Generic Engineer,539407,GENCON,Construction,53.36,30.43,7.45,58.84,-6.54,6.17,4.69,31.60,104.16,19.99,0.61,39.49,100.79,47.11,-11.51,22.60,59.58,31.37,88.19,-11.20,11.54,8.66,22.58,16.10,283.00
Genesis IBRC,514336,,Miscellaneous,15.10,,,,,-100.00,-100.00,,,,,,,,,,,,,0.00,-0.86,-0.45,-0.86,-0.45,19.63
Genesys Intl.,506109,GENESYS,Computers - Software - Medium / Small,721.20,35.57,11.56,47.96,61.77,9.45,9.45,17.43,,368.25,31.49,23.66,,43.88,55.68,14.41,,18.67,,-10.15,4.37,4.98,11.09,10.46,2855.85
Gennex Lab.,531739,,Pharmaceuticals - Indian - Bulk Drugs,14.24,15.38,10.45,45.04,42.79,7.19,7.19,11.83,,46.00,35.52,24.81,,36.55,37.72,22.22,,25.42,,-3.63,5.62,,8.51,,323.89
Genomic Valley,539206,,Miscellaneous,54.43,-6.80,-29.70,26.74,-38.64,-14.14,-66.67,-12.70,6.57,29.14,-45.86,10.41,0.00,26.74,-38.64,15.04,,15.04,,-3.71,0.05,0.01,0.12,0.06,16.63
Genpharmasec,531592,,Trading,2.25,,,,,19.16,19.16,,,,,,,,,,,,,-29.98,,,,,124.59
Gensol Engineer.,542851,GENSOL,Engineering - Turnkey Services,1002.90,146.92,63.29,156.00,52.08,20.21,144.78,47.92,,233.98,90.46,103.21,,144.02,38.93,,,72.24,,-7.95,19.01,,53.78,,3798.27
Genus Paper & Bo,538961,GENUSPAPER,Paper,22.79,35.56,,-21.12,,16.71,23.92,,11.16,32.85,,,9.15,-21.12,,,-9.71,,-9.71,0.02,,,,,585.99
Genus Power,530343,GENUSPOWER,Electronics - Components,380.25,25.42,2.61,13.07,0.63,12.56,12.56,9.35,4.60,13.66,5.44,8.10,5.91,6.99,-2.65,1.35,0.49,3.79,2.20,-7.80,56.57,60.81,118.76,116.11,11550.27
Genus Prime,532425,,Construction,30.08,-1.41,5.02,,,-8.33,4.35,,,,,,,,,,,,,0.00,-0.51,-0.35,-0.45,-0.30,44.90
Geojit Fin. Ser.,532285,GEOJITFSL,Finance & Investments,110.80,13.53,15.14,5.67,40.16,12.06,17.47,10.94,10.46,7.58,21.85,12.21,12.01,5.55,40.06,14.30,37.81,14.55,38.40,-7.60,113.01,83.58,157.54,124.66,2649.72
Getalong Enterp.,543372,,Miscellaneous,191.00,-70.46,,13.58,,-52.97,-52.97,,,62.09,,,,-7.56,,,,,,,,,,,38.20
GFL,500173,GFLLIMITED,Finance & Investments,77.64,-69.88,-74.50,24.73,,-35.74,-93.86,-66.15,-50.23,,,,,24.73,,,,,,0.00,-34.54,231.52,91.29,535.18,852.88
GHCL,500171,GHCL,Chemicals,628.45,11.43,0.62,21.77,11.35,7.06,-1.08,3.10,4.59,11.60,2.52,2.85,7.20,21.46,11.87,7.30,16.95,6.65,16.44,-0.14,613.39,461.79,798.19,682.25,6017.71
GHCL Textiles,543918,GHCLTEXTIL,Textiles - Spinning - Synthetic / Blended,104.62,,,1246.63,,,,,,1972.04,,,,,,,,,,,,,,,1000.02
Gian Lifecare,542918,,Healthcare,24.28,8.61,87.91,28.64,112.17,40.08,40.08,,,26.24,102.56,,,28.47,,,,,,-37.05,2.62,,3.97,,25.11
GIC Housing Fin,511676,GICHSGFIN,Finance - Housing,251.20,-4.89,-2.90,11.52,-3.15,2.01,-2.51,0.81,5.43,-1.37,-3.68,0.43,5.23,11.52,-3.15,-0.13,4.15,-0.13,4.15,0.00,136.01,143.27,968.57,929.18,1352.71
