Name,BSE Code,NSE Code,Industry,Current Price,Average return on equity 5Years,Average return on equity 3Years,Number of equity shares 10years back,Book value 3years back,Book value 5years back,Book value 10years back,Inventory turnover ratio 3Years back,Inventory turnover ratio 5Years back,Inventory turnover ratio 7Years back,Inventory turnover ratio 10Years back,Exports percentage 3Years back,Exports percentage 5Years back,Average 5years dividend,Average return on capital employed 3Years,Average return on capital employed 5Years,Average return on capital employed 7Years,Average return on capital employed 10Years,Average return on equity 10Years,Average return on equity 7Years,Return on equity 5years growth,OPM 5Year,OPM 10Year,Number of Shareholders 1year back,Average dividend payout 3years,Average debtor days 3years,Debtor days 3years back,Debtor days 5years back,Return on assets 5years,Return on assets 3years,Historical PE 3Years,Historical PE 10Years,Historical PE 7Years,Historical PE 5Years,Market Capitalization 3years back,Market Capitalization 5years back,Market Capitalization 7years back,Market Capitalization 10years back,Average Working Capital Days 3years,Change in FII holding 3Years,Change in DII holding 3Years,Market Capitalization
Keltech Energies,506528,,Chemicals,3928.60,13.45,16.27,0.10,638.70,621.70,361.30,6.96,6.90,8.06,10.45,0.00,0.00,0.15,19.36,16.12,16.47,16.70,13.19,13.37,14.42,5.68,6.34,4175.00,1.43,42.27,65.61,62.74,5.39,6.49,13.12,13.45,13.83,13.01,49.74,80.34,70.59,25.11,12.43,0.00,0.00,392.86
Kemistar Corp.,531163,,Trading,58.32,3.39,4.14,,14.79,14.38,,28.49,11.16,,,0.00,0.00,0.17,5.44,4.40,4.40,4.40,,,,7.36,,1015.00,34.16,71.10,152.97,68.51,2.31,2.84,98.52,95.12,95.12,95.23,46.10,36.58,1.00,4.19,65.16,0.00,0.00,62.75
Kemp & Co.,506530,,Construction,1058.00,0.19,0.21,0.11,1320.68,941.77,150.62,2.88,3.97,3.11,6.36,0.00,0.00,0.36,0.24,0.15,0.30,1.24,0.51,0.34,,-27.91,-13.97,538.00,54.07,119.97,206.78,42.55,0.15,0.19,89.20,75.35,80.41,90.38,42.13,67.51,23.35,20.98,21.66,0.00,0.00,114.26
KEN Fin.Serv.,530547,,Finance & Investments,15.50,10.87,7.31,0.30,18.90,17.43,11.80,,,0.00,0.00,0.00,0.00,0.00,6.90,9.21,7.31,5.69,7.45,9.55,-26.37,17.51,17.10,574.00,0.00,12.84,0.41,0.00,3.54,2.39,14.76,14.77,14.76,14.76,1.43,1.43,1.43,2.59,297.56,0.00,0.00,4.65
Kennametal India,505890,,Castings & Forgings,3395.35,13.60,14.46,2.20,250.34,236.10,151.70,1.78,2.81,3.20,3.19,0.00,0.00,29.04,19.29,18.30,17.17,14.91,11.62,12.97,-1.34,14.56,12.71,12767.00,54.17,49.80,44.90,65.67,10.19,11.20,49.77,51.14,46.23,47.33,1640.34,1646.06,1497.59,964.07,77.35,0.30,0.67,7462.38
Kenvi Jewels,540953,,Diamond Cutting / Jewellery,6.04,3.24,3.99,,1.01,0.99,,3.39,3.28,6.01,,0.00,0.00,0.00,6.63,5.28,4.26,4.61,,2.75,44.85,1.27,,6466.00,0.00,8.28,6.14,26.62,2.71,3.30,114.00,109.33,109.33,112.40,11.09,5.71,,,63.73,0.00,0.00,76.33
Kerala Ayurveda,530163,,Pharmaceuticals - Indian - Formulations,328.20,-6.35,-5.64,1.06,3.23,7.51,-8.44,1.36,1.39,1.19,1.54,0.00,0.00,0.00,6.47,5.57,6.05,6.83,,2.95,,6.39,9.05,7780.00,0.00,55.86,60.75,42.66,-0.33,-0.45,42.23,30.36,27.64,22.56,54.20,70.51,98.17,24.96,17.90,0.00,-0.01,394.91
Kernex Microsys.,532686,KERNEX,Electronics - Components,648.95,-21.00,-27.83,1.25,50.12,47.18,90.62,0.47,1.15,0.21,0.00,0.00,0.00,0.00,-19.31,-12.40,-12.81,-12.13,-19.34,-20.87,-3.73,-79.59,-87.84,13791.00,0.00,476.30,238.68,674.40,-13.91,-19.38,132.95,9.56,8.67,8.67,83.06,27.87,51.31,44.00,1895.64,0.00,0.00,1087.60
Kesar Enterprise,507180,,Sugar,174.75,21.87,3.36,1.00,132.83,52.88,103.94,4.83,3.92,4.88,2.72,0.00,0.00,0.00,11.99,16.12,11.56,7.91,-14.41,2.48,27.11,4.21,4.18,4757.00,0.00,9.92,23.26,49.35,3.33,0.63,1.13,8.67,5.53,1.46,40.32,30.19,51.36,22.33,-233.12,0.00,-2.30,176.14
Kesar India,543542,,Construction,794.00,,46.39,,,,,0.02,0.01,,,0.00,0.00,0.00,74.05,45.34,45.34,45.34,,,,25.31,,197.00,0.00,41.85,18.88,115.26,18.89,30.79,62.82,62.82,62.82,62.82,,,,,160.45,,,1962.20
Kesar Petroprod.,524174,,Chemicals,19.22,1.10,2.27,7.27,12.04,11.98,5.76,6.22,5.20,5.77,43.87,0.00,0.00,0.00,2.42,1.45,6.60,12.16,7.62,4.51,71.23,3.83,8.14,35908.00,0.00,59.24,70.54,52.02,0.69,1.51,117.60,22.38,23.10,117.40,45.92,97.25,423.43,0.58,93.85,0.00,-0.01,185.81
Kesar Terminals,533289,,Miscellaneous,96.04,,,1.10,0.23,20.76,51.12,16.80,15.75,11.18,8.57,0.00,0.00,0.60,-1.14,1.01,2.40,5.75,,,,37.25,43.22,6028.00,0.00,48.70,51.36,56.85,-12.41,-14.77,,16.13,15.24,,36.88,66.54,209.52,46.49,-1847.10,0.00,-2.39,104.94
Kesoram Inds.,502937,KESORAMIND,Cement - North India,213.91,-21.69,-38.18,,8.07,-4.59,,6.72,4.14,4.42,,0.00,0.00,0.00,13.23,12.10,8.40,8.40,,-53.39,0.63,10.43,,95740.00,0.00,37.07,41.96,73.75,-1.21,-4.23,4.70,4.88,4.88,4.88,1471.00,1202.60,1940.41,921.51,-2.00,8.33,1.16,6645.85
Kewal Kir.Cloth.,532732,KKCL,Textiles - Products,664.20,17.60,21.52,6.16,70.29,72.47,51.92,1.63,1.52,2.69,2.94,0.00,0.00,45.86,25.46,20.35,22.00,24.53,18.72,17.98,5.48,17.63,19.68,29342.00,56.42,89.42,157.98,128.95,11.75,14.71,27.59,29.25,25.52,27.14,1067.77,1602.03,2138.57,1422.96,94.72,-6.66,-3.87,4093.14
Key Corp,507948,,Finance & Investments,168.80,36.36,43.39,0.60,67.90,45.27,35.42,,,,,0.00,0.00,0.00,42.60,33.56,25.98,19.91,25.47,30.31,69.26,94.76,92.05,9228.00,0.00,0.25,0.26,1.95,32.64,42.01,1.72,2.95,1.99,1.77,8.39,8.12,6.83,3.72,-4.54,0.00,0.00,101.28
Keynote Finan.,512597,KEYFINSERV,Finance & Investments,274.30,10.54,13.60,0.70,121.04,104.40,89.11,-0.73,0.94,0.05,0.03,0.00,0.00,0.45,16.15,11.83,10.03,10.20,8.10,8.72,81.41,52.75,48.23,3572.00,-10.24,54.87,16.91,103.54,7.64,10.84,6.75,7.48,7.11,7.35,37.72,34.07,26.00,19.90,122.83,0.00,0.00,192.56
Keystone Realtor,543669,RUSTOMJEE,Construction,718.00,,8.37,,,,,0.06,,,,0.00,0.00,0.00,7.05,9.72,9.72,9.72,,,,10.09,,21215.00,0.00,27.56,15.78,,,2.54,50.88,50.88,50.88,50.88,,,,,561.18,,,9047.52
KFin Technolog.,543720,KFINTECH,Miscellaneous,858.05,17.11,26.14,,,,,,,,,0.00,0.00,19.66,31.04,23.31,23.31,23.31,,,,42.25,,78772.00,13.32,64.87,83.90,197.77,8.83,16.96,38.44,38.44,38.44,38.44,,,,,34.21,,,14700.11
KG Petrochem,531609,,Textiles - Products,212.00,8.34,5.27,0.52,280.06,249.76,63.17,2.59,2.77,3.74,4.56,0.00,0.00,0.00,7.20,9.20,9.28,10.19,9.90,8.87,-44.44,10.09,10.99,776.00,0.00,109.67,110.12,106.36,3.64,2.38,11.72,6.63,6.91,7.30,115.12,43.86,52.21,16.84,172.67,0.00,0.00,110.66
Khadim India,540775,KHADIM,Leather / Leather Products,432.75,-2.76,4.58,,111.77,129.91,,2.06,3.14,,,0.00,0.00,0.00,8.40,4.44,4.44,4.44,,,,7.31,,39112.00,0.00,98.50,70.36,61.26,-1.03,1.45,31.52,30.10,30.10,31.58,263.97,858.50,,,132.16,0.02,-7.86,791.86
Khaitan (India),590068,KHAITANLTD,Trading,88.13,-12.37,-4.71,0.47,42.40,50.19,98.23,6.21,7.40,10.94,1.22,0.00,0.00,0.00,6.89,3.26,3.79,2.73,-7.04,-6.05,33.37,1.31,2.23,4449.00,0.00,60.88,83.29,82.54,-3.13,-1.10,27.95,13.54,14.82,19.51,8.26,15.84,9.26,9.50,-144.31,0.00,0.00,41.86
Khaitan Chemical,507794,KHAICHEM,Fertilizers,91.74,8.36,6.44,9.70,17.96,15.78,13.01,2.49,2.71,2.60,1.67,0.00,0.00,2.04,14.72,15.55,13.92,12.42,6.15,7.41,,8.77,9.45,62442.00,3.52,25.65,33.11,57.82,4.69,4.24,16.21,16.91,13.24,11.88,212.89,78.17,154.70,62.56,175.15,0.06,-0.01,889.78
Khandelwal Extra,519064,,Solvent Extraction,93.32,-7.44,-1.67,0.09,21.06,24.11,37.41,1.00,0.91,1.75,1.77,,0.00,0.00,3.31,-2.48,-3.02,-1.20,-6.57,-10.69,24.99,,,2216.00,0.00,0.00,,0.00,-4.51,-1.20,21.76,21.75,21.75,21.76,0.89,0.74,0.74,0.74,367.95,0.00,0.00,7.93
Khandwala Sec.,531892,KHANDSE,Finance & Investments,30.81,-3.70,0.96,1.19,17.24,18.64,23.27,,,,2.73,0.00,0.00,0.00,2.33,-1.08,-1.65,-1.15,-3.12,-3.97,15.87,-5.00,-6.68,3607.00,0.00,334.45,667.54,893.45,-2.11,0.53,88.94,78.57,92.12,93.79,17.25,19.10,20.06,14.33,-151.80,0.00,0.00,47.00
Khazanchi Jewell,543953,,Trading,458.85,,39.46,,,,,3.91,,,,0.00,0.00,0.00,18.70,16.03,16.03,16.03,,,,3.47,,,0.00,2.38,0.66,,,8.94,37.53,37.53,37.53,37.53,,,,,89.49,,,1135.51
KHFM Hospitality,,KHFM,Miscellaneous,80.60,-3.06,-12.64,0.07,38.21,35.18,,0.00,0.40,0.33,0.09,0.00,0.00,0.05,0.22,5.61,8.90,11.57,2.29,-0.13,-10.23,3.79,6.82,476.00,0.00,69.58,65.93,187.69,-0.97,-5.10,40.56,18.49,18.49,37.04,37.21,,,,145.04,0.00,0.00,161.53
Khoobsurat Ltd,535730,,Finance & Investments,1.54,0.53,0.86,48.20,0.52,0.52,0.52,0.00,1.00,0.17,87.60,0.00,0.00,0.00,1.30,0.81,0.62,0.57,0.39,0.41,28.30,16.46,,66702.00,0.00,1393.10,,,0.52,0.84,131.00,131.00,131.00,131.00,7.72,7.24,15.44,378.85,7396.20,0.00,0.00,72.42
Khyati Multimed.,531692,,Entertainment / Electronic Media Software,4.26,-2.93,-2.30,1.08,2.00,2.08,2.87,,,,,0.00,0.00,0.00,-2.13,-3.41,-3.60,-3.92,-3.98,-3.10,23.21,-28.93,,9222.00,0.00,58.93,292.00,,-2.37,-1.78,47.38,47.38,47.38,47.38,0.71,0.60,0.86,0.89,54.75,0.00,0.00,4.60
KIC Metaliks,513693,,Steel - Pig Iron,44.75,11.05,12.22,3.55,33.99,31.02,12.48,4.04,3.92,7.14,2.69,0.00,0.00,0.00,14.83,13.38,16.69,13.57,12.61,14.08,-48.98,5.90,5.45,5447.00,0.00,1.75,5.42,20.39,3.91,4.95,7.62,12.23,8.66,7.05,100.28,330.11,98.90,33.37,72.46,0.00,0.00,158.84
Kiduja India,507946,,Finance & Investments,357.50,,,0.17,-274.23,-254.40,-188.86,,,,4.00,,0.00,0.00,16.11,16.11,30.13,18.29,,,,,,1640.00,0.00,0.00,,0.00,-4204.06,9.90,1.90,1.87,1.87,1.87,3.88,5.01,2.35,6.55,-2.92,0.00,0.00,71.50
KIFS Financial,535566,,Finance & Investments,160.00,14.21,15.42,1.08,32.45,30.19,19.73,,,,,0.00,0.00,1.43,12.50,11.54,10.88,10.65,13.10,13.41,8.69,97.08,95.76,1702.00,22.64,0.00,0.00,0.00,2.26,2.28,22.69,18.19,21.79,18.68,44.35,69.13,39.54,27.32,-7.82,0.00,0.00,173.12
Kilburn Engg.,522101,,Engineering,399.85,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,10105.00,,86.84,,,,,34.80,34.80,34.80,34.80,64.45,58.33,80.20,27.31,131.28,0.35,-23.93,1672.19
Kilitch Drugs,524500,KILITCH,Pharmaceuticals - Indian - Formulations,371.65,4.33,6.11,1.32,82.04,76.62,90.60,8.50,5.97,10.04,,0.00,0.00,0.00,9.90,6.74,6.35,2.88,,4.04,28.37,10.97,8.90,9573.00,0.00,141.25,122.31,86.11,2.73,4.02,42.66,48.79,48.79,46.35,124.34,299.35,60.27,25.01,100.29,0.00,0.00,597.70
Kimia Bioscien.,530313,,Pharmaceuticals - Indian - Bulk Drugs,52.45,-20.32,-58.48,0.74,3.90,2.86,,4.61,4.58,12.02,16.53,0.00,0.00,0.00,-6.36,1.22,4.73,-29.18,,,,1.35,1.29,12147.00,0.00,90.34,114.88,113.17,-1.68,-5.16,58.90,37.50,37.50,43.12,179.55,51.88,16.28,,68.26,0.00,0.00,248.16
Kinetic Engg.,500240,,Auto Ancillaries,191.05,,,1.36,-6.73,-3.28,-24.13,1.45,1.92,0.30,1.55,0.00,0.00,0.00,10.92,5.94,3.19,-1.04,,,16.31,6.23,0.75,20536.00,0.00,83.58,118.29,90.14,-0.86,1.99,83.22,83.22,83.22,83.22,70.92,69.42,127.07,53.52,45.01,7.90,-0.01,423.40
Kinetic Trust,531274,,Finance & Investments,17.27,-0.10,0.26,0.34,11.34,11.43,10.98,,,,,0.00,0.00,0.00,0.07,-0.22,0.18,0.79,0.58,0.15,17.89,-15.38,7.06,1149.00,0.00,1012.48,2695.38,1460.00,-0.25,-0.06,64.67,63.96,68.87,65.33,1.71,2.87,3.16,1.68,-698.74,0.00,0.00,5.80
Kingfa Science,524019,KINGFA,Plastics Products,2908.45,13.99,19.01,1.22,292.28,287.84,6.70,4.25,5.85,5.53,6.74,0.00,0.00,0.00,23.70,16.97,15.37,14.38,12.09,12.50,30.88,8.64,7.76,8490.00,0.00,96.91,123.31,109.03,6.42,8.98,33.01,52.02,44.79,32.98,707.62,795.90,934.69,45.70,63.01,0.01,0.00,3522.27
Kings Infra,530215,,Aquaculture,173.90,10.93,14.49,0.31,11.57,10.97,9.86,1.18,0.83,0.32,0.15,0.00,0.00,0.00,15.07,12.26,10.33,8.03,8.50,9.24,28.32,13.94,12.86,5436.00,0.00,87.64,77.12,57.18,5.15,7.34,54.17,58.57,57.09,57.46,58.31,48.20,32.68,2.06,198.15,0.00,0.00,426.15
KIOCL,540680,KIOCL,Mining / Minerals / Metals,437.25,4.73,2.17,63.45,32.68,30.81,,5.83,5.76,6.59,1.41,0.00,0.00,50.16,4.23,7.31,6.86,4.68,3.13,4.53,,4.46,-0.11,18859.00,11.44,40.20,37.29,12.33,3.91,1.84,44.77,87.12,87.09,80.32,8715.15,8837.56,920.05,,131.29,0.00,-0.06,26573.92
Kiran Print Pack,531413,,Trading,17.50,-3.78,-1.52,0.50,5.82,6.74,6.90,,,,22.00,0.00,0.00,0.00,-1.53,-0.88,0.35,0.15,-2.35,-2.16,-12.19,-62.01,-63.08,2221.00,0.00,45.12,0.00,76.40,-3.43,-1.42,291.67,39.15,185.33,192.50,1.90,1.87,1.82,3.84,40.21,0.00,0.00,8.75
Kiran Syntex,530443,,Textiles - Spinning - Synthetic / Blended,8.36,-3.37,-3.98,0.42,5.44,5.58,6.38,,,,21.90,,,0.00,-3.72,-3.19,-3.29,-3.86,-4.05,-3.43,-3.92,,,2742.00,0.00,173.47,,,-3.04,-3.53,,7.02,,,2.16,1.59,1.59,2.67,122.87,0.00,-0.24,3.55
Kiran Vyapar,537750,,Finance & Investments,196.10,4.53,4.80,2.59,446.41,351.41,324.25,3.54,1.41,0.58,0.75,0.00,0.00,3.37,5.91,5.49,4.89,5.35,4.47,4.04,8.59,62.16,58.64,3061.00,6.34,6.36,15.68,14.88,4.02,4.40,6.22,6.22,6.80,7.57,248.29,280.89,283.31,,82.39,0.00,0.00,535.04
Kiri Industries,532967,KIRIINDUS,Dyes And Pigments,338.95,10.88,8.11,2.27,648.63,574.15,194.99,4.40,5.83,7.77,5.95,0.00,0.00,0.67,6.43,10.56,13.17,13.30,15.21,12.50,-15.38,6.02,9.99,30154.00,0.00,79.22,125.59,66.40,9.52,6.96,6.29,4.70,5.74,6.31,1399.63,1552.94,784.92,159.70,8.43,9.38,-0.33,1756.92
Kirl. Brothers,500241,KIRLOSBROS,Pumps,2245.30,15.11,16.70,7.94,139.11,118.76,127.43,2.44,2.74,3.15,4.83,0.00,0.00,30.17,20.00,17.49,14.72,11.92,9.12,12.20,129.83,9.46,7.23,34532.00,18.05,52.38,62.30,66.45,6.09,7.36,23.07,24.93,24.47,20.84,1900.25,1299.53,2021.35,1309.42,46.98,3.63,-0.24,17829.69
Kirl. Electric,533193,KECL,Electric Equipment,233.15,,2.06,5.32,5.04,-7.14,-31.72,4.50,4.47,4.49,2.52,0.00,0.00,0.00,12.67,5.28,-0.71,-4.61,,,,2.02,-3.00,65238.00,0.00,46.72,62.92,52.74,-3.42,0.26,20.01,5.16,5.16,5.16,82.02,118.22,267.65,169.75,-165.99,3.46,-3.27,1548.44
Kirl. Ferrous,500245,,Steel - Pig Iron,759.35,,,,,,,,,,,,,,16.57,16.57,16.57,16.57,,,,,,79183.00,19.61,59.50,,,,,17.32,17.32,17.32,17.32,2270.99,1344.14,1322.28,363.18,51.27,1.68,-0.79,10585.52
Kirl.Pneumatic,505283,KIRLPNU,Compressors / Drilling Equipment,1382.70,13.63,14.75,6.42,91.59,77.02,46.10,3.36,3.56,3.92,4.68,0.00,0.00,28.66,19.61,17.74,17.44,16.13,12.47,13.11,6.91,13.88,12.90,25643.00,31.57,102.38,136.60,94.31,8.73,9.74,34.91,28.71,31.17,32.84,1651.35,1316.54,1510.43,532.22,73.80,3.84,10.83,8961.14
Kirloskar Indus.,500243,KIRLOSIND,Finance & Investments,5773.60,7.86,7.21,0.97,1798.18,1063.51,783.01,4.54,5.11,8.11,6.58,0.00,0.00,10.60,13.10,14.15,12.47,12.88,7.44,7.20,-0.02,15.77,14.60,16897.00,5.54,58.59,63.30,62.48,6.99,5.76,14.50,10.95,14.20,8.87,1200.13,747.61,1055.91,291.31,54.39,-9.23,-2.20,5737.17
Kirloskar Oil,533293,KIRLOSENG,Engines,1178.60,12.45,13.84,,132.92,120.68,,5.28,6.06,6.93,,0.00,0.00,66.57,12.67,12.66,12.85,12.82,,11.63,9.00,13.20,,55394.00,24.87,39.50,48.57,41.02,5.39,5.02,17.47,18.13,17.03,13.83,2365.88,2537.25,5616.80,2935.66,95.79,3.73,11.59,17096.62
Kisaan Parivar,519230,,Finance & Investments,29.59,5.36,9.84,0.48,3.83,3.98,3.98,,,,,,,0.00,11.13,4.25,3.26,2.91,3.41,4.15,,,,4791.00,,365.00,,,2.60,6.22,22.56,19.05,22.56,22.56,1.92,1.39,1.50,2.49,608.33,0.00,0.00,26.04
Kisan Mouldings,530145,,Plastics Products,66.95,,,2.03,22.20,36.18,29.22,1.05,1.19,2.01,2.28,0.00,0.00,0.00,-16.04,-12.64,-7.11,-3.44,,,,-9.55,0.70,8633.00,0.00,65.99,124.78,108.32,-13.65,-16.21,,126.71,174.32,,56.55,153.74,255.73,31.71,-1.86,-0.26,0.00,799.81
Kitex Garments,521248,KITEX,Textiles - Products,227.63,10.57,9.62,6.65,104.63,96.45,39.68,1.62,2.69,3.72,,0.00,0.00,9.98,12.69,14.06,16.72,21.26,,11.18,-14.00,17.89,23.09,56305.00,14.34,143.57,142.39,99.44,8.54,7.68,18.27,13.77,11.79,11.11,656.69,679.63,2029.18,421.08,218.78,0.82,0.00,1513.74
Kizi Apparels,,,Textiles - Products,,,,,,,,,,,,,,,28.65,28.65,28.65,28.65,,,,,,,,83.19,,,,,,,,,,,,,170.35,,,16.42
KJMC Corporate,532304,,Finance & Investments,76.49,0.22,1.76,0.31,133.20,77.17,81.27,,,,,0.00,0.00,0.00,2.53,0.66,3.58,2.89,1.29,1.16,23.36,5.36,13.95,2258.00,0.00,28.77,24.85,45.52,-0.13,1.65,10.70,11.26,10.61,9.57,6.14,9.01,7.50,2.98,252.74,0.00,0.00,30.03
KJMC Financial,530235,,Finance & Investments,70.97,-1.08,-0.21,0.39,149.34,56.33,33.55,,,39.06,,0.00,0.00,0.00,0.97,0.06,1.25,1.92,-0.62,-1.03,17.15,13.32,20.66,3230.00,0.00,0.00,0.00,0.00,-1.44,-0.28,71.30,37.10,37.18,71.30,6.87,10.58,11.58,5.70,98.77,0.00,0.00,33.96
KK Shah Hospital,544013,,Healthcare,53.10,,,,,,,,,,,,,,7.30,7.30,7.30,7.30,,,,,,,,7.28,,,,,168.48,168.48,168.48,168.48,,,,,-1.41,,,36.15
KKalpana Inds.,526409,,Plastics Products,13.81,6.45,2.91,9.40,39.07,36.80,24.68,7.19,10.09,9.31,11.80,0.00,0.00,0.60,6.89,10.41,12.55,12.21,7.41,7.07,-25.47,3.39,4.31,11713.00,0.00,48.97,66.00,56.38,2.25,1.39,56.17,6.90,9.16,13.66,145.86,129.86,208.53,57.90,102.92,0.00,0.00,129.91
Kkalpana Plastic,523652,,Plastics Products,36.20,-1.43,-2.98,0.55,12.26,12.06,11.09,0.00,0.00,2.00,0.00,,,0.00,-2.93,-1.25,-0.29,-0.21,-0.59,-0.61,,,,18502.00,0.00,0.00,,,-1.45,-2.95,,24.62,17.69,20.50,1.81,1.71,4.15,1.81,0.00,0.00,0.00,20.02
KKRRAFTON Develo,521238,,Computers - Hardware,190.90,6.33,6.43,0.06,8.93,8.93,8.93,,,,,0.00,0.00,0.00,8.55,4.38,2.30,1.68,6.12,6.25,26.56,17.98,17.18,8979.00,,542.82,851.67,283.89,0.82,1.30,565.00,565.00,565.00,565.00,0.90,0.92,1.18,4.21,-2264.67,0.00,0.00,1866.23
KKV Agro Powers,,KKVAPOW,Trading,912.00,6.24,4.40,0.01,313.83,310.50,,2412.85,185.88,0.91,,0.00,0.00,0.30,9.74,8.76,11.62,12.27,8.89,7.66,-37.22,0.47,0.91,125.00,45.06,0.75,1.85,86.55,3.85,1.93,53.91,31.23,33.98,47.55,17.81,15.36,12.56,,1.13,0.00,0.00,51.70
KLG Capital,530771,,Finance & Investments,13.00,-0.27,-0.49,0.32,23.58,23.45,20.42,,,,,0.00,0.00,0.00,-0.41,-0.15,1.27,1.75,1.44,0.86,,-1.76,21.66,1343.00,,0.00,0.00,0.00,-0.17,-0.32,82.33,48.86,10.39,34.03,3.73,1.99,5.76,6.92,-1242.94,0.00,0.00,4.16
KM Sugar Mills,532673,KMSUGAR,Sugar,40.68,11.87,11.90,9.20,23.20,20.36,1.91,1.16,1.49,2.04,3.29,0.00,0.00,0.37,11.34,12.01,13.94,15.99,16.24,13.22,-11.74,10.65,9.41,44477.00,1.48,10.02,14.21,25.73,4.41,4.63,8.48,5.87,5.96,7.66,107.18,83.72,246.56,12.14,152.91,0.19,0.00,374.26
KMC Speciality,524520,,Healthcare,85.04,25.98,26.62,16.31,3.88,3.11,0.62,9.39,9.91,18.04,10.72,0.00,0.00,0.00,26.64,27.61,28.00,26.31,25.45,25.81,-0.95,25.66,23.92,80199.00,0.00,9.59,9.07,7.68,16.78,17.06,44.76,42.56,41.22,41.27,355.53,251.48,212.17,44.36,-22.74,0.00,0.00,1387.00
KMF Builders,531578,,Construction,8.48,2.69,2.93,1.22,9.51,9.22,8.61,0.19,0.00,0.04,0.02,0.00,0.00,0.00,4.16,3.67,3.28,3.51,2.50,2.52,7.42,5.23,7.12,1801.00,0.00,0.00,0.00,27.07,1.60,1.82,17.84,17.76,17.78,17.50,5.31,2.10,5.82,2.89,787.43,0.00,0.00,10.33
KMG Milk Food,519415,,Food - Processing - Indian,35.20,,,0.53,-1.66,-2.04,3.64,1.66,3.22,4.70,,0.00,0.00,0.00,3.30,-10.22,-27.47,-8.74,,,,-6.60,-2.13,1354.00,0.00,162.56,50.40,124.63,-5.67,0.90,38.36,20.47,40.71,39.36,10.61,13.00,11.11,9.50,337.62,0.00,0.00,18.67
KN Agri Resource,,KNAGRI,Solvent Extraction,245.00,,14.17,,,,,15.40,,,,0.00,0.00,0.00,19.58,20.77,20.77,20.77,,,,2.93,,1337.00,0.00,15.81,9.99,,,12.10,8.06,8.06,8.06,8.06,,,,,48.77,,,612.47
Knowledge Marine,543273,,Miscellaneous,1168.25,38.69,38.47,,26.39,,,16.60,39.70,,,0.00,0.00,0.00,44.87,38.39,36.01,36.01,,,-11.25,35.56,,886.00,0.00,83.03,4.39,35.57,21.19,25.28,27.84,26.39,26.39,26.39,37.87,,,,35.50,1.20,2.18,1261.83
KNR Construct.,532942,KNRCON,Construction,388.40,18.83,19.07,28.10,69.67,55.20,28.06,6.96,6.85,6.69,6.24,0.00,0.00,7.03,22.21,21.57,20.61,17.17,18.56,19.50,1.62,23.43,22.07,96007.00,1.43,57.36,41.84,15.42,9.49,10.19,18.40,19.54,17.59,17.27,6001.55,3674.72,2710.21,238.85,74.91,5.89,-3.60,10923.15
Kobo Biotech,531541,,Pharmaceuticals - Indian - Bulk Drugs & Formln,3.90,,,2.25,-44.99,-36.92,6.08,0.01,0.01,0.00,0.40,,,0.00,-35.77,-23.31,-18.02,-14.04,,,,,,6496.00,0.00,0.00,,,-8.16,-7.91,,,,,17.63,10.96,17.23,19.82,0.00,0.00,0.00,9.29
Kody Technolab,,KODYTECH,Computers - Software - Medium / Small,3676.80,,,,,,,,,,,77.82,0.00,0.00,170.17,170.17,170.17,170.17,,,,27.35,,,0.00,162.59,103.02,,,35.48,72.89,72.89,72.89,72.89,,,,,93.45,,,2343.51
Kohinoor Foods,512559,KOHINOOR,Food - Processing - Indian,43.16,,,3.52,-137.37,-146.08,105.93,6.11,6.06,1.37,0.95,0.00,0.00,0.00,2.07,2.06,-2.96,-2.00,,,,6.64,-0.85,53296.00,0.00,50.61,116.00,128.69,-2.16,-3.11,48.54,4.75,48.54,48.54,24.65,115.66,298.14,152.07,55.89,0.10,-0.32,160.00
Kokuyo Camlin,523207,KOKUYOCMLN,Printing & Stationery,186.73,3.83,7.67,10.03,24.28,24.84,21.24,1.55,2.03,2.59,3.02,0.00,0.00,2.01,9.66,6.16,6.60,6.13,3.59,4.25,18.42,6.17,5.59,29382.00,10.65,38.09,46.31,62.27,2.10,4.37,39.12,62.88,52.00,43.05,550.67,968.43,897.72,348.56,84.60,0.30,0.00,1872.97
Kolte Patil Dev.,532924,KOLTEPATIL,Construction,379.00,4.25,4.55,7.58,117.61,119.37,111.05,0.18,0.26,0.00,0.00,0.00,0.00,15.20,9.43,9.66,11.15,11.77,6.81,6.15,,11.86,17.92,42958.00,1.51,9.98,17.44,45.48,1.24,1.20,34.29,21.80,24.85,27.50,1718.84,1905.61,1379.48,785.41,187.47,-0.75,4.91,2880.57
Kome-on Commun.,539910,,Entertainment / Electronic Media Software,1.68,-3.78,-3.83,1.50,9.86,10.55,,2.00,0.00,-0.05,0.02,,0.00,0.00,-3.94,-3.84,-3.26,-2.43,-1.86,-2.70,,,,,0.00,0.00,,6716.00,-3.83,-3.92,,,,,0.93,1.35,,,0.00,0.00,0.00,2.52
Konark Synth,514128,,Textiles - Processing,20.01,,,0.58,-26.91,-29.96,54.48,1.33,2.33,2.61,3.18,0.00,0.00,0.00,2.09,-8.59,-5.82,-2.83,,,22.75,-15.47,3.43,1369.00,0.00,116.69,511.05,201.59,-10.72,-3.75,72.21,11.17,72.21,72.21,5.13,7.36,9.03,4.83,246.36,0.00,0.00,11.63
