Name,BSE Code,NSE Code,Industry,Current Price,Sales,OPM,Profit after tax,Return on capital employed,EPS,Change in promoter holding,Sales last year,Operating profit last year,Other income last year,EBIDT last year,Depreciation last year,EBIT last year,Interest last year,Profit before tax last year,Tax last year,Profit after tax last year,Extraordinary items last year,Net Profit last year,Dividend last year,Material cost last year,Employee cost last year,OPM last year,NPM last year,Operating profit,Interest,Depreciation,EPS last year,EBIT,Net profit,Current Tax,Tax,Other income,Last annual result date,Sales preceding year,Operating profit preceding year,Other income preceding year,EBIDT preceding year,Depreciation preceding year,EBIT preceding year,Interest preceding year,Profit before tax preceding year,Tax preceding year,Profit after tax preceding year,Extraordinary items preceding year,Net Profit preceding year,Dividend preceding year,OPM preceding year,NPM preceding year,EPS preceding year,Sales preceding 12months,Net profit preceding 12months,Market Capitalization
Go Digit General,544179,GODIGIT,Finance & Investments,340.15,7268.53,2.74,181.68,6.62,2.08,-9.90,7268.53,198.99,0.51,199.50,17.82,181.68,0.00,181.68,0.00,181.68,0.00,181.68,0.00,0.00,270.21,2.74,2.50,198.99,0.00,17.82,2.08,181.68,181.68,0.00,0.00,0.51,202403.00,5268.89,50.49,0.20,50.73,15.14,35.59,0.00,35.55,0.00,35.59,-0.04,35.55,0.00,0.96,0.68,0.41,,,31198.64
Go Fashion (I),543401,GOCOLORS,Textiles - Products,1127.35,792.81,31.55,85.14,15.66,15.76,0.00,762.83,245.72,17.27,261.69,110.38,151.31,42.39,110.22,27.44,81.87,1.30,82.78,0.00,33.43,130.51,32.21,10.73,250.16,41.96,114.95,15.33,154.66,85.14,34.27,27.56,19.45,202403.00,665.28,215.05,11.91,224.12,87.05,137.07,31.22,108.69,25.89,80.77,2.84,82.80,0.00,32.32,12.14,15.33,762.82,82.77,6088.70
Goa Carbon,509567,GOACARBON,Petrochemicals,821.95,1057.30,12.09,85.50,23.46,93.43,0.00,1057.30,127.85,14.16,142.01,2.48,139.53,23.82,115.71,30.21,85.50,0.00,85.50,18.30,79.44,22.46,12.09,8.09,127.85,23.82,2.48,93.43,139.53,85.50,30.09,30.21,14.16,202403.00,1364.36,144.05,12.59,156.60,2.18,154.42,46.23,108.23,27.48,80.72,0.04,80.75,16.01,10.56,5.92,88.24,1194.88,81.43,752.08
Goblin India,542850,,Trading,43.50,44.43,8.46,2.48,8.45,1.79,0.00,44.43,3.76,1.88,5.64,0.71,4.93,2.62,2.31,-0.16,2.48,0.00,2.48,0.00,74.84,3.39,8.46,5.58,3.76,2.62,0.71,1.79,4.93,2.48,0.00,-0.16,1.88,202403.00,36.25,1.21,3.94,3.77,0.39,3.38,2.96,1.80,0.11,0.39,1.38,1.69,0.00,3.34,1.08,1.31,,,60.11
GOCL Corpn.,506480,GOCLCORP,Chemicals,434.05,713.58,-2.20,46.11,7.17,9.73,0.00,713.58,-15.72,238.55,219.73,12.50,207.23,146.26,64.07,15.81,46.11,3.10,48.25,19.82,76.63,65.83,-2.20,6.46,-15.72,146.26,12.50,9.73,207.23,48.25,19.77,15.81,238.55,202403.00,920.77,-20.85,478.72,178.68,10.46,168.22,118.55,328.86,117.71,40.12,279.19,211.15,49.55,-2.26,4.36,42.59,769.37,57.08,2151.69
Godavari Drugs,530317,,Pharmaceuticals - Indian - Bulk Drugs,100.85,156.71,8.49,5.62,14.57,7.37,0.00,156.71,13.31,0.53,13.93,1.99,11.94,4.92,6.93,1.37,5.62,-0.09,5.55,0.00,77.09,5.13,8.49,3.59,13.31,4.92,1.99,7.37,11.94,5.55,1.37,1.37,0.53,202403.00,159.62,9.93,0.88,10.58,1.94,8.64,3.93,4.94,1.15,3.61,0.23,3.79,0.00,6.22,2.26,5.03,155.44,4.22,75.94
Godawari Power,532734,GPIL,Steel - Large,1117.35,5455.35,24.34,935.59,29.67,68.89,0.00,5455.35,1328.07,128.85,1456.92,141.31,1315.61,59.63,1255.98,320.39,935.59,0.00,935.59,0.00,54.21,224.48,24.34,17.15,1328.07,59.63,141.31,68.89,1315.61,935.59,295.63,320.39,128.85,202403.00,5745.12,1133.50,93.01,1241.59,123.54,1118.05,20.40,1082.57,289.22,804.41,-15.08,793.36,51.89,19.73,14.00,56.29,5242.13,886.28,15189.81
Godfrey Phillips,500163,GODFRYPHLP,Cigarettes,4183.15,4419.59,20.19,883.04,22.62,169.84,0.00,4419.59,892.13,214.26,1106.39,145.95,960.44,26.14,934.30,211.01,883.04,0.00,883.97,291.20,55.32,336.41,20.19,20.00,892.13,26.14,145.95,169.84,960.44,883.97,202.42,211.01,214.26,202403.00,3562.49,803.55,251.67,925.56,153.63,771.93,29.01,872.58,182.16,588.28,129.66,690.43,228.80,22.56,16.51,132.80,4249.94,815.94,21749.84
Godha Cabcon,,GODHA,Cables - Power,0.93,16.76,4.83,0.51,3.12,0.01,-7.95,16.76,0.81,1.24,2.05,0.54,1.51,0.22,1.29,0.78,0.51,0.00,0.51,0.00,90.10,0.12,4.83,3.04,0.81,0.22,0.54,0.01,1.51,0.51,0.78,0.78,1.24,202403.00,3.51,-1.92,0.83,-1.09,0.31,-1.40,0.49,-1.89,-0.49,-1.40,0.00,-1.40,0.00,-54.70,-39.89,-0.02,3.73,-9.71,61.96
Godrej Agrovet,540743,GODREJAGRO,Food - Processing - Indian,826.20,9401.11,7.81,375.65,13.71,20.26,-0.02,9560.55,704.45,90.36,797.74,214.29,583.45,107.87,472.65,113.20,361.64,-2.93,359.45,192.21,75.77,539.12,7.37,3.78,734.68,108.58,216.10,18.71,604.92,384.00,135.27,112.34,86.34,202403.00,9373.68,522.79,139.48,592.82,185.47,407.35,99.12,377.68,82.32,241.05,69.45,295.36,182.55,5.58,2.57,15.71,9560.55,359.45,15884.58
Godrej Consumer,532424,GODREJCP,Personal Care - Indian,1459.15,14096.11,20.98,-7392.31,19.02,-5.48,-0.20,14096.11,2957.32,-2208.56,3164.71,240.96,2923.75,309.57,198.23,758.78,-7392.31,-2415.95,-560.55,0.00,44.84,1249.34,20.98,-52.44,2957.32,309.57,240.96,-5.48,2923.75,-560.55,394.63,758.78,-2208.56,202403.00,13315.97,2443.20,114.30,2588.13,236.29,2351.84,188.48,2132.73,430.27,1726.91,-30.63,1702.46,0.00,18.35,12.97,16.65,13910.66,1784.79,149244.83
Godrej Industrie,500164,GODREJIND,Chemicals,925.80,16600.62,7.20,51.59,5.59,1.78,0.00,16600.62,1195.03,1492.58,2551.76,370.75,2181.01,1352.42,964.44,369.28,51.59,135.85,595.16,0.00,27.53,1210.90,7.20,3.08,1195.03,1352.42,370.75,1.78,2181.01,595.16,308.60,369.28,1492.58,202403.00,16740.25,1510.22,1417.58,2705.80,304.52,2401.28,942.70,1680.58,259.94,847.56,222.00,1420.64,0.00,9.02,7.38,28.96,16885.46,1182.65,31170.83
Godrej Propert.,533150,GODREJPROP,Construction,3001.55,2838.53,-7.94,1119.13,5.74,40.29,0.00,3035.62,-129.68,1326.34,1098.35,44.56,1053.79,152.11,999.99,252.93,653.97,98.31,747.06,0.00,-164.02,331.32,-4.27,22.19,-225.48,163.19,54.27,26.08,1686.49,1132.17,151.57,391.13,1966.24,202403.00,2252.26,206.90,786.74,865.86,24.14,841.72,174.23,795.27,174.67,483.14,127.78,620.60,0.00,9.19,23.30,20.55,3035.62,747.06,83460.19
Goel Food,543538,,Hotels,54.25,24.10,40.62,5.00,18.94,2.65,0.41,24.10,9.79,0.86,10.65,1.06,9.59,2.80,6.79,1.78,5.00,0.00,5.00,0.19,32.49,1.54,40.62,20.75,9.79,2.80,1.06,2.65,9.59,5.00,1.75,1.78,0.86,202403.00,22.48,7.96,1.22,9.18,1.05,8.13,2.68,5.45,1.43,4.03,0.00,4.03,0.00,35.41,17.93,2.13,,,102.27
Goenka Business,538787,,Finance & Investments,8.41,85.96,16.97,2.19,48.09,1.68,0.00,85.96,14.59,0.00,14.59,0.02,14.57,11.18,3.39,1.20,2.19,0.00,2.19,0.00,75.54,0.53,16.97,2.55,14.59,11.18,0.02,1.68,14.57,2.19,0.60,1.20,0.00,202403.00,248.83,9.94,0.00,9.94,0.02,9.92,9.86,0.06,-0.09,0.14,0.00,0.14,0.00,3.99,0.06,0.11,98.06,-0.31,10.93
Goenka Diamond,533189,GOENKA,Diamond Cutting / Jewellery,1.13,0.64,-282.81,-2.85,-0.55,-0.09,0.00,0.64,-1.81,0.02,-1.79,0.50,-2.29,0.56,-2.85,0.00,-2.85,0.00,-2.85,0.00,185.94,0.47,-282.81,-445.31,-1.81,0.56,0.50,-0.09,-2.29,-2.85,0.00,0.00,0.02,202403.00,1.63,-1.20,0.04,-1.16,0.55,-1.71,0.59,-2.30,0.00,-2.29,0.00,-2.29,0.00,-73.62,-140.49,-0.07,0.60,-2.94,35.82
Gogia Capital,531600,,Finance & Investments,85.80,-20.20,-115.40,-22.64,-47.94,-35.53,0.00,-20.20,-23.31,1.30,-22.19,0.18,-22.37,0.28,-22.47,0.00,-22.64,0.18,-22.46,0.00,0.00,1.12,-115.40,-22.99,-23.31,0.28,0.18,-35.53,-22.37,-22.46,0.00,0.00,1.30,202403.00,2.61,0.91,2.07,1.49,0.18,1.31,1.93,0.87,1.18,-0.60,1.49,-0.31,0.00,34.87,-22.99,-0.49,-19.99,-21.14,54.24
Gokak Textiles,532957,,Textiles - Cotton/Blended,167.25,131.06,11.12,-28.83,-2.23,-33.77,0.00,131.06,14.57,12.34,17.52,20.76,-3.24,25.58,-19.43,0.00,-28.83,9.39,-19.44,0.00,49.15,29.90,11.12,-22.00,14.57,25.58,20.76,-33.77,-3.24,-19.44,0.00,0.00,12.34,202403.00,84.23,-14.38,36.71,-11.09,6.08,-17.17,9.99,6.26,0.00,-23.56,33.42,6.26,0.00,-17.07,-32.25,8.35,122.42,-15.48,108.71
Gokaldas Exports,532630,GOKEX,Textiles - Products,951.75,2378.88,10.68,130.97,12.45,20.66,-1.16,2378.88,254.01,30.10,284.11,88.77,195.34,36.34,159.00,28.02,130.97,0.00,130.97,0.00,47.72,777.59,10.68,5.51,254.01,36.34,88.77,20.66,195.34,130.97,44.11,28.02,30.10,202403.00,2222.20,270.78,31.08,279.72,71.75,207.97,25.72,204.39,31.42,156.06,22.14,172.97,6.06,12.19,7.02,28.55,2089.48,133.87,6796.27
Gokul Agro,539725,GOKULAGRO,Solvent Extraction,196.01,15686.66,2.32,164.58,23.37,11.15,0.04,13853.93,295.25,31.67,326.92,31.92,295.00,117.67,177.33,41.58,135.75,0.00,135.75,0.00,95.89,47.89,2.13,0.98,363.72,144.00,38.72,9.20,357.39,164.58,48.79,48.79,32.39,202403.00,10739.81,281.53,16.79,298.30,28.85,269.45,94.73,174.74,42.33,132.39,0.02,132.41,0.00,2.62,1.23,8.97,13860.77,135.75,2892.00
Gokul Refoils,532980,GOKUL,Solvent Extraction,42.17,3220.02,1.35,19.41,7.68,0.17,1.61,3019.87,46.20,0.14,64.70,10.37,54.33,33.30,2.67,0.86,17.22,-18.36,1.81,0.00,95.17,19.49,1.53,0.57,43.34,32.77,10.64,0.18,53.61,1.72,2.77,0.75,2.55,202403.00,3136.53,55.80,10.35,65.89,7.69,58.20,27.08,31.38,7.24,23.94,0.26,24.14,0.00,1.78,0.76,2.44,3019.99,1.81,417.46
Goldcoin Health,538542,,Trading,6.86,0.04,-375.00,-0.17,-9.52,-1.07,0.00,0.04,-0.15,-0.14,-0.14,0.02,-0.16,0.01,-0.32,0.00,-0.17,-0.15,-0.32,0.00,75.00,0.10,-375.00,-425.00,-0.15,0.01,0.02,-1.07,-0.16,-0.32,0.00,0.00,-0.14,202403.00,0.04,-1.03,0.02,-1.01,0.02,-1.03,0.01,-1.04,0.00,-1.04,0.00,-1.04,0.00,-2575.00,-2600.00,-3.47,0.04,-0.33,2.06
Golden Carpets,531928,,Textiles - Products,13.00,0.86,4.65,-0.05,-1.51,-0.08,0.02,0.86,0.04,0.03,0.07,0.14,-0.07,0.00,-0.07,-0.02,-0.05,0.00,-0.05,0.00,32.56,0.20,4.65,-5.81,0.04,0.00,0.14,-0.08,-0.07,-0.05,0.00,-0.02,0.03,202403.00,0.67,-0.10,0.03,-0.07,0.13,-0.20,0.00,-0.20,-0.01,-0.20,0.00,-0.20,0.00,-14.93,-29.85,-0.31,0.73,-0.24,8.44
Golden Tobacco,500151,GOLDENTOBC,Construction,41.38,32.66,24.10,5.30,,3.93,0.00,41.79,11.43,0.95,15.29,0.47,14.82,4.28,7.63,0.00,10.54,-2.91,7.63,0.00,35.68,4.85,27.35,25.22,7.87,4.16,0.51,4.33,9.45,6.92,0.61,0.61,4.32,202103.00,23.42,-13.87,23.52,-12.85,1.01,-13.86,10.85,-2.21,-0.62,-24.09,22.50,-1.59,0.00,-59.22,-102.86,-0.90,33.51,7.93,72.87
Goldiam Intl.,526729,GOLDIAM,Diamond Cutting / Jewellery,185.33,602.87,18.97,90.90,19.78,8.52,0.00,602.87,114.34,13.88,128.22,6.10,122.12,0.03,122.09,31.19,90.90,0.00,90.90,0.00,67.77,25.66,18.97,15.08,114.34,0.03,6.10,8.52,122.12,90.90,31.46,31.19,13.88,202403.00,533.18,104.27,20.85,125.09,7.39,117.70,0.26,117.47,32.28,84.40,0.03,85.18,21.79,19.56,15.97,7.75,589.96,89.36,1979.23
Goldkart Jewels,,GOLDKART,Trading,160.80,68.21,4.65,0.97,8.42,0.58,0.00,68.21,3.17,0.00,3.17,0.06,3.11,1.79,1.32,0.35,0.97,0.00,0.97,0.00,93.78,0.22,4.65,1.42,3.17,1.79,0.06,0.58,3.11,0.97,0.35,0.35,0.00,202403.00,58.40,2.14,1.41,2.14,0.03,2.11,1.76,1.76,0.25,0.31,1.41,1.51,0.00,3.66,0.53,0.90,,,269.91
Goldline Intl.,538180,,Finance & Investments,0.70,1.62,7.41,0.11,0.13,0.00,0.00,1.45,0.07,0.00,0.07,0.00,0.07,0.00,0.07,0.00,0.07,0.00,0.07,0.00,0.00,0.59,4.83,4.83,0.12,0.00,0.00,0.00,0.12,0.11,0.01,0.00,0.00,202303.00,1.32,0.21,0.00,0.21,0.00,0.21,0.00,0.21,0.03,0.18,0.00,0.18,0.00,15.91,13.64,0.00,1.57,0.08,36.47
Goldstar Power,,GOLDSTAR,Auto Ancillaries,11.20,50.17,13.47,4.05,19.68,0.17,0.00,50.17,6.76,2.15,8.91,1.57,7.34,1.84,5.50,1.46,4.05,0.00,4.05,0.00,71.20,2.62,13.47,8.07,6.76,1.84,1.57,0.17,7.34,4.05,1.13,1.46,2.15,202403.00,49.98,5.98,2.09,8.12,1.59,6.53,1.48,5.00,1.28,3.76,-0.05,3.73,0.00,11.96,7.52,0.15,,,269.59
Golech.Glob.Fin.,531360,,Finance & Investments,33.81,17.47,10.36,1.48,22.97,2.69,1.58,17.47,1.81,0.01,1.82,0.00,1.82,0.00,1.82,0.35,1.48,0.00,1.48,0.00,87.18,0.10,10.36,8.47,1.81,0.00,0.00,2.69,1.82,1.48,0.00,0.35,0.01,202403.00,22.25,-2.36,0.03,-2.33,0.00,-2.33,0.01,-2.34,-0.59,-1.75,0.00,-1.75,0.55,-10.61,-7.87,-3.18,15.08,-2.07,18.60
Golkonda Alumin.,513309,,Trading,14.54,0.05,-900.00,0.94,-3.38,1.78,0.00,0.00,-0.56,2.00,-0.25,0.00,-0.25,0.00,1.44,0.00,-0.25,1.69,1.44,0.00,,0.14,,-31.31,-0.45,0.00,0.00,2.73,0.94,0.94,0.00,0.00,1.39,202403.00,0.99,-0.45,0.30,-0.31,0.00,-0.31,0.00,-0.15,0.00,-0.31,0.16,-0.15,0.00,-45.45,-31.31,-0.28,0.00,1.43,7.66
Golkunda Diamond,523676,,Diamond Cutting / Jewellery,202.80,235.58,8.85,12.72,17.78,18.27,0.00,230.47,16.25,0.65,16.90,1.00,15.90,3.01,12.89,3.28,9.62,0.00,9.62,1.04,84.58,11.84,7.05,4.17,20.85,3.43,1.04,13.81,20.47,12.72,4.34,4.32,0.66,202403.00,233.44,15.31,0.47,15.75,0.65,15.10,2.61,12.52,3.09,9.41,0.03,9.43,1.04,6.56,4.03,13.54,230.47,9.62,141.15
Goodluck India,530655,GOODLUCK,Steel - Medium / Small,902.60,3579.83,8.03,139.04,17.56,46.44,1.35,3524.77,282.24,12.95,295.19,35.29,259.90,77.48,182.42,50.15,131.93,0.00,132.27,9.52,73.26,151.64,8.01,3.75,287.40,77.24,36.57,41.52,267.40,139.66,47.84,50.48,16.57,202403.00,3072.01,204.40,14.77,219.19,32.59,186.60,65.52,121.06,33.25,87.82,-0.02,87.80,12.26,6.65,2.86,32.21,3524.77,132.26,2954.98
Goodricke Group,500166,,Tea,189.05,823.98,-5.89,-69.14,-14.85,-32.08,0.00,823.98,-48.54,13.70,-34.67,20.68,-55.35,10.11,-65.63,3.69,-69.14,-0.17,-69.30,0.00,32.59,369.69,-5.89,-8.39,-48.54,10.11,20.68,-32.08,-55.35,-69.30,0.16,3.69,13.70,202403.00,882.20,9.46,19.16,26.12,20.59,5.53,5.50,2.53,2.86,0.57,2.50,-0.32,0.00,1.07,0.06,-0.15,794.01,-38.78,408.35
Goodyear India,500168,,Tyres,1219.00,2551.71,6.69,94.85,21.98,41.12,0.00,2551.71,170.59,16.97,187.56,55.29,132.27,4.24,128.03,33.18,94.85,0.00,94.85,94.59,72.12,182.80,6.69,3.72,170.59,4.24,55.29,41.12,132.27,94.85,35.47,33.18,16.97,202403.00,2927.51,206.95,16.29,223.24,53.99,169.25,3.87,165.38,42.52,122.86,0.00,122.86,61.14,7.07,4.20,53.26,2653.77,132.67,2812.23
Gopal Iron Stl.,531913,,Trading,7.87,4.19,-1.19,0.06,4.27,0.12,-0.37,4.19,-0.05,0.11,0.06,0.00,0.06,0.00,0.06,0.00,0.06,0.00,0.06,0.00,98.57,0.00,-1.19,1.43,-0.05,0.00,0.00,0.12,0.06,0.06,0.00,0.00,0.11,202403.00,1.10,-0.05,0.18,0.13,0.00,0.13,0.00,0.13,0.00,0.13,0.00,0.13,0.00,-4.55,11.82,0.26,4.60,0.06,3.87
Gopal Snacks,544140,GOPAL,Food - Processing - Indian,354.80,1438.33,11.16,95.51,32.00,7.67,0.00,1402.49,168.41,4.41,172.82,35.75,137.07,5.27,131.80,32.23,99.57,0.00,99.57,3.12,71.49,102.25,12.01,7.10,160.56,4.89,35.43,7.99,130.93,95.51,31.10,30.52,5.80,202403.00,1394.29,196.22,3.89,200.05,37.42,162.63,10.84,151.85,39.48,112.32,0.06,112.37,0.00,14.07,8.06,9.02,1402.51,99.57,4420.96
Gorani Industrie,531608,,Domestic Appliances,104.70,42.32,6.71,1.36,12.21,2.54,0.00,42.32,2.84,0.34,3.18,0.41,2.77,1.00,1.77,0.42,1.36,0.00,1.36,0.00,78.21,4.66,6.71,3.21,2.84,1.00,0.41,2.54,2.77,1.36,0.42,0.42,0.34,202403.00,41.22,2.65,0.53,3.19,0.43,2.76,0.72,2.03,0.53,1.51,-0.01,1.50,0.00,6.43,3.66,2.80,38.66,0.16,56.15
Gothi Plascon,531111,,Construction,37.50,4.38,55.48,1.53,17.17,1.50,0.00,4.38,2.43,0.00,2.43,0.36,2.07,0.00,2.07,0.54,1.53,0.00,1.53,0.00,0.00,0.63,55.48,34.93,2.43,0.00,0.36,1.50,2.07,1.53,0.54,0.54,0.00,202403.00,4.25,2.62,0.00,2.62,0.36,2.26,0.04,2.22,0.56,1.65,0.00,1.65,2.04,61.65,38.82,1.62,4.38,1.56,38.25
Gourmet Gateway,506134,,Hotels,34.29,146.04,16.19,4.79,12.90,0.36,0.56,146.04,23.65,12.43,36.08,17.91,18.17,10.65,7.52,1.90,4.79,0.00,5.62,0.00,32.20,32.82,16.19,3.85,23.65,10.65,17.91,0.36,18.17,5.62,2.51,1.90,12.43,202403.00,62.00,13.07,4.40,16.66,7.61,9.05,5.36,4.50,1.02,2.71,0.81,3.47,0.00,21.08,4.65,0.25,145.29,7.60,460.41
Gowra Leasing,530709,,Finance & Investments,40.42,2.77,44.77,2.21,17.58,7.37,0.33,2.77,1.24,1.66,2.90,0.00,2.90,0.00,2.90,0.69,2.21,0.00,2.21,0.00,0.00,0.44,44.77,79.78,1.24,0.00,0.00,7.37,2.90,2.21,0.52,0.69,1.66,202403.00,1.67,0.98,0.55,1.53,0.00,1.53,0.00,1.53,0.50,1.03,0.00,1.03,0.00,58.68,61.68,3.43,2.64,2.11,12.13
Goyal Aluminiums,541152,GOYALALUM,Trading,9.32,68.46,4.75,2.32,16.20,0.16,0.00,68.46,3.25,0.26,3.51,0.25,3.26,0.11,3.15,0.82,2.32,0.00,2.32,0.00,93.68,0.41,4.75,3.39,3.25,0.11,0.25,0.16,3.26,2.32,0.84,0.82,0.26,202403.00,65.99,3.44,0.12,3.56,0.20,3.36,0.46,2.90,0.75,2.15,0.00,2.15,0.00,5.21,3.26,0.15,52.94,2.12,133.03
Goyal Associates,530663,,Finance & Investments,1.94,3.75,29.07,0.61,22.25,0.13,0.00,3.75,1.09,0.01,1.10,0.18,0.92,0.08,0.84,0.23,0.61,0.00,0.61,0.00,0.00,1.47,29.07,16.27,1.09,0.08,0.18,0.13,0.92,0.61,0.22,0.23,0.01,202403.00,3.41,0.97,0.00,0.97,0.16,0.81,0.10,0.71,0.12,0.58,0.00,0.58,0.00,28.45,17.01,0.12,4.10,0.44,9.11
Goyal Salt,,GOYALSALT,Food - Processing - Indian,187.15,117.75,6.33,9.45,50.28,5.28,0.00,117.75,7.45,6.33,13.78,1.02,12.76,0.71,12.05,2.60,9.45,0.00,9.45,0.00,75.85,2.68,6.33,8.03,7.45,0.71,1.02,5.28,12.76,9.45,2.69,2.60,6.33,202403.00,117.23,6.74,0.06,6.80,0.89,5.91,1.07,4.84,1.31,3.54,0.00,3.54,0.00,5.75,3.02,3.27,,,335.00
GP Eco,,GPECO,Electric Equipment,305.65,101.19,3.56,3.70,41.62,185.00,,101.19,3.60,3.26,6.86,0.38,6.48,1.42,5.06,1.36,3.70,0.00,3.70,0.00,91.72,0.71,3.56,3.66,3.60,1.42,0.38,185.00,6.48,3.70,1.36,1.36,3.26,202303.00,83.35,4.60,0.08,4.68,0.27,4.41,0.67,3.74,0.98,2.77,0.00,2.77,0.00,5.52,3.32,138.50,,,357.94
GP Petroleums,532543,GULFPETRO,Chemicals,75.23,655.16,6.13,27.71,11.95,5.43,-10.00,655.16,40.15,1.94,42.09,4.55,37.54,0.39,37.15,9.45,27.71,0.00,27.71,0.00,85.86,27.55,6.13,4.23,40.15,0.39,4.55,5.43,37.54,27.71,9.74,9.45,1.94,202403.00,790.39,38.70,-1.21,39.75,3.56,36.19,-0.74,34.67,9.47,26.83,-2.26,25.19,0.00,4.90,3.39,4.94,676.22,24.58,383.52
GPT Healthcare,544131,GPTHEALTH,Healthcare,191.47,400.19,22.00,47.83,30.31,5.82,0.00,400.19,88.06,5.08,93.25,17.98,75.27,7.11,68.05,20.27,47.83,-0.11,47.77,28.72,20.73,69.00,22.00,11.95,88.06,7.11,17.98,5.82,75.27,47.77,11.89,20.27,5.08,202403.00,361.04,74.35,5.69,79.54,14.91,64.63,9.16,55.97,16.96,38.66,0.50,39.01,39.95,20.59,10.71,4.88,396.85,45.31,1571.10
GPT Infraproject,533761,GPTINFRA,Construction,168.30,1024.12,12.44,59.17,21.64,5.28,0.00,1018.28,120.17,6.60,126.42,15.80,110.62,32.73,78.24,22.60,55.38,0.35,55.63,17.45,5.33,49.88,11.80,5.44,127.44,32.13,16.05,4.97,115.71,59.49,21.96,23.32,4.32,202403.00,809.15,87.48,5.83,93.10,18.69,74.41,37.42,37.20,7.44,29.63,0.21,29.77,14.54,10.81,3.66,2.70,1018.29,55.64,1958.07
Grand Foundry,513343,GFSTEELS,Steel - Medium / Small,9.03,0.00,,-0.52,,-0.19,0.00,0.00,-0.21,-0.02,-0.18,0.00,-0.18,0.34,-0.57,0.00,-0.52,-0.05,-0.57,0.00,,0.01,,-540.00,-0.21,0.34,0.00,-0.19,-0.18,-0.57,0.00,0.00,-0.02,202403.00,0.10,-0.36,-0.57,-0.36,0.00,-0.36,0.18,-1.11,0.00,-0.54,-0.57,-1.11,0.00,-360.00,-540.00,-0.36,0.10,-1.27,27.48
Grandma Trading,504369,,Trading,2.05,0.13,-130.77,-0.02,-0.64,0.00,-0.37,0.13,-0.17,0.16,-0.01,0.00,-0.01,0.00,-0.01,0.02,-0.02,0.00,-0.02,0.00,92.31,0.04,-130.77,-15.38,-0.17,0.00,0.00,0.00,-0.01,-0.02,0.02,0.02,0.16,202403.00,0.00,-0.10,1.76,-0.08,0.00,-0.08,0.00,1.66,0.00,-0.09,1.74,1.65,0.00,,,0.13,0.00,1.63,26.77
Granules India,532482,GRANULES,Pharmaceuticals - Indian - Bulk Drugs & Formln,646.10,4700.71,20.81,492.07,15.40,20.30,-3.09,4506.37,858.30,2.08,862.70,207.33,655.37,105.82,547.23,141.92,406.93,-2.32,405.31,36.36,44.85,600.18,19.05,9.03,978.44,110.39,210.96,16.72,773.59,492.07,192.42,171.15,6.11,202403.00,4511.92,915.19,12.41,928.97,184.49,744.48,55.93,687.18,170.58,517.62,-1.37,516.60,36.30,20.28,11.47,21.34,4506.36,405.32,15659.44
Graphisads,,GRAPHISAD,Miscellaneous,51.50,112.87,9.69,3.66,14.38,2.00,0.00,112.87,10.94,0.56,11.50,1.09,10.41,2.74,7.67,4.01,3.66,0.00,3.66,0.00,-1.86,6.85,9.69,3.24,10.94,2.74,1.09,2.00,10.41,3.66,3.84,4.01,0.56,202403.00,98.43,11.20,0.35,11.79,0.89,10.90,2.48,8.18,2.61,5.74,-0.24,5.57,0.00,11.38,5.83,4.14,,,94.12
Graphite India,509488,GRAPHITE,Electrodes - Graphites,512.60,2949.69,-4.86,50.19,1.44,41.36,0.00,2949.69,-143.40,1257.57,160.97,80.44,80.53,17.14,1016.59,211.76,50.19,953.20,804.83,214.94,66.39,281.65,-4.86,1.70,-143.40,17.14,80.44,41.36,80.53,804.83,183.78,211.76,1257.57,202403.00,3180.92,312.20,79.92,444.96,57.04,387.92,13.19,321.89,122.84,230.75,-52.84,199.05,166.09,9.81,7.25,10.20,3045.00,818.00,10014.95
Grasim Inds,500300,GRASIM,Textiles - Manmade,2706.80,130978.48,20.76,5777.68,9.30,85.42,0.00,130978.48,27195.14,783.42,28351.68,5001.32,23350.36,9277.43,13699.81,3774.16,5777.68,-373.12,9925.65,664.00,19.41,7963.18,20.76,7.78,27195.14,9277.43,5001.32,85.42,23350.36,9925.65,3413.86,3774.16,783.42,202403.00,117627.08,21589.05,3732.98,25328.20,4551.59,20776.61,6043.73,14726.71,3648.51,6830.12,-6.17,11078.20,658.45,18.35,9.42,100.33,126713.49,9559.50,178237.16
Gratex Industrie,526751,,Paper,21.20,3.99,7.27,0.11,4.54,0.30,0.00,3.99,0.29,-0.02,0.29,0.13,0.16,0.01,0.13,0.03,0.11,-0.02,0.09,0.00,38.60,1.27,7.27,2.76,0.29,0.01,0.13,0.30,0.16,0.09,0.04,0.03,-0.02,202403.00,4.26,0.36,0.00,0.36,0.13,0.23,0.01,0.22,0.04,0.19,0.00,0.19,0.00,8.45,4.46,0.63,4.08,0.11,6.42
Grauer & Weil,505710,,Chemicals,94.08,1068.90,17.82,146.28,26.09,3.23,0.00,1068.90,190.47,30.99,221.46,21.12,200.34,4.12,196.22,49.94,146.28,0.00,146.28,11.34,52.08,106.57,17.82,13.69,190.47,4.12,21.12,3.23,200.34,146.28,50.29,49.94,30.99,202403.00,981.13,156.01,18.29,175.01,19.81,155.20,2.53,151.96,39.01,113.47,-0.71,112.95,18.14,15.90,11.57,2.49,1062.96,138.81,4265.70
