Name,BSE Code,NSE Code,Industry,Current Price,Sales latest quarter,Profit after tax latest quarter,YOY Quarterly sales growth,YOY Quarterly profit growth,Sales growth,Profit growth,Operating profit latest quarter,Other income latest quarter,EBIDT latest quarter,Depreciation latest quarter,EBIT latest quarter,Interest latest quarter,Profit before tax latest quarter,Tax latest quarter,Extraordinary items latest quarter,Net Profit latest quarter,GPM latest quarter,OPM latest quarter,NPM latest quarter,Equity Capital latest quarter,EPS latest quarter,Operating profit 2quarters back,Operating profit 3quarters back,Sales 2quarters back,Sales 3quarters back,Net profit 2quarters back,Net profit 3quarters back,Operating profit growth,Last result date,Expected quarterly sales growth,Expected quarterly sales,Expected quarterly operating profit,Expected quarterly net profit,Expected quarterly EPS,Sales preceding quarter,Operating profit preceding quarter,Other income preceding quarter,EBIDT preceding quarter,Depreciation preceding quarter,EBIT preceding quarter,Interest preceding quarter,Profit before tax preceding quarter,Tax preceding quarter,Profit after tax preceding quarter,Extraordinary items preceding quarter,Net Profit preceding quarter,OPM preceding quarter,NPM preceding quarter,Equity Capital preceding quarter,EPS preceding quarter,Market Capitalization
Varun Beverages,540180,VBL,Food - Processing - Indian,1572.35,7196.86,1252.60,28.25,26.04,21.20,28.97,1990.68,44.03,2034.71,242.48,1792.23,129.16,1663.07,401.24,0.00,1261.83,54.69,27.66,17.53,649.72,9.64,418.29,881.72,2667.69,3870.52,143.76,514.06,29.08,202406.00,21.58,4705.80,1055.51,708.84,5.41,4317.31,988.61,8.35,996.96,187.52,809.44,93.69,715.75,167.77,537.27,0.00,547.98,22.90,12.69,649.61,4.13,204318.77
Varyaa Creations,544168,,Trading,73.60,,,,,309.18,282.28,,,,,,,,,,,,,,,,,,,,,,267.35,202403.00,,,,,,,,,,,,,,,,,,,,,,35.25
Vas Infra.,531574,,Construction,3.80,0.00,-16.82,-100.00,3.89,-125.93,-13.20,-5.47,-0.01,-5.48,0.03,-5.51,11.31,-16.82,0.00,0.00,-16.82,,,,15.13,-11.12,-2.01,-2.03,0.00,-1.42,-16.00,-15.35,-30.22,202403.00,,,,,,1.00,0.47,0.00,0.47,0.03,0.44,14.53,-14.09,0.00,-14.09,0.00,-14.09,47.00,-1409.00,15.13,-9.31,5.75
Vasa Denticity,,DENTALKART,Trading,575.70,54.06,3.42,52.02,34.12,39.57,98.42,4.63,0.32,4.95,0.37,4.58,0.00,4.58,1.17,0.00,3.42,23.33,8.56,6.33,16.02,2.14,,,,,,,83.88,202406.00,,,,,,57.02,8.14,0.46,8.60,0.28,8.32,0.01,8.31,1.96,6.35,0.00,6.35,14.28,11.14,,3.96,922.05
Vasa Retail,,VASA,Trading,6.50,0.00,0.22,,,,97.94,-0.25,0.25,1.42,0.08,1.34,1.09,0.25,0.03,0.00,-0.25,19.54,8.14,1.53,5.99,-0.42,,,,,,,97.94,202403.00,,,,,,0.00,-0.15,,,,,,,,,,-0.15,,,,-0.25,3.90
Vascon Engineers,533156,VASCONEQ,Construction,78.02,335.42,16.82,2.47,-66.10,1.75,-30.24,17.58,14.53,32.11,3.89,28.22,4.11,24.11,7.29,0.00,16.82,18.50,5.24,5.01,221.32,0.76,10.49,14.54,217.10,204.46,20.66,11.90,-40.78,202403.00,3.88,212.40,14.47,7.32,0.33,280.25,26.52,1.81,28.33,3.72,24.61,4.73,19.88,1.32,18.56,0.00,18.56,9.46,6.62,217.32,0.84,1746.38
Vashu Bhagnani,532011,,Entertainment / Electronic Media Software,245.10,9.37,5.68,-40.28,271.24,5.14,350.37,7.06,0.24,7.30,0.01,7.29,0.38,6.91,1.22,0.00,5.68,100.00,75.35,60.62,55.44,1.25,0.86,0.70,20.22,14.64,0.68,0.32,430.38,202406.00,69.43,24.81,8.36,7.93,1.73,7.52,8.14,0.01,8.15,0.01,8.14,0.25,7.89,2.33,5.57,0.00,5.57,108.24,74.07,4.53,1.59,1121.54
Vasudhagama Ent.,539291,,Trading,19.90,8.28,0.60,,,,,0.91,0.00,0.91,0.10,0.81,0.00,0.81,0.21,0.00,0.60,15.70,10.99,7.25,16.96,0.35,0.52,,4.38,,0.38,,,202403.00,,,,,,6.97,0.86,0.00,0.86,0.10,0.76,0.00,0.76,0.18,0.57,0.00,0.57,12.34,8.18,16.96,0.33,34.19
Vasundhara Rasy.,538634,,Pharmaceuticals - Indian - Bulk Drugs & Formln,299.00,11.14,2.13,12.41,395.35,-2.27,4.83,2.27,0.74,3.01,0.07,2.94,0.08,2.86,0.73,0.00,2.13,59.52,20.38,19.12,3.18,6.70,1.70,0.97,9.32,8.33,1.39,0.96,14.93,202403.00,-1.27,8.22,1.25,1.13,3.56,8.23,1.46,0.50,1.96,0.01,1.95,0.08,1.87,0.49,1.38,0.00,1.38,17.74,16.77,3.18,4.34,95.03
Vaswani Industri,533576,VASWANI,Steel - Sponge Iron,56.23,90.36,3.10,-18.92,169.57,-0.18,50.00,6.60,0.60,7.20,0.95,6.25,1.62,4.63,1.53,0.00,3.10,21.98,7.30,3.43,30.00,1.03,3.62,6.06,87.11,93.55,0.85,2.76,3.85,202403.00,2.97,96.32,5.75,2.92,0.97,118.32,5.84,0.46,6.30,0.95,5.35,2.14,3.21,0.90,2.32,0.00,2.32,4.94,1.96,30.00,0.77,168.69
Vax Housing Fin.,531650,,Finance & Investments,2.64,0.00,0.00,,,-20.00,100.00,-0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,12.00,0.00,-0.01,-0.01,0.00,0.00,0.00,0.00,,202209.00,,,,,,0.00,-0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,12.00,0.00,3.17
Vaxfab Enterp.,542803,,Trading,9.63,1.19,0.62,-91.70,181.82,-45.43,118.18,-0.23,0.14,-0.09,0.01,-0.10,0.00,-0.10,-0.72,0.00,0.62,41.18,-19.33,52.10,8.40,0.74,0.03,0.26,1.90,4.15,0.10,0.19,-91.30,202403.00,1521.91,,,,,1.90,-0.02,-4.43,-0.14,0.01,-0.15,0.00,-4.46,0.01,-0.17,-4.31,-4.47,-1.05,-8.95,8.66,-5.32,8.09
Vaxtex Cotfab,,VCL,Textiles - Products,0.91,-0.40,-0.65,-102.41,-425.00,-78.02,-5418.75,-1.22,0.44,-0.78,0.00,-0.78,0.01,-0.79,-0.15,0.00,-0.65,,,,18.38,-0.04,0.17,0.54,4.10,10.84,0.07,0.37,-5993.33,202403.00,-68.03,3.47,,,,2.08,-8.64,0.02,-8.62,0.00,-8.62,0.01,-8.63,0.00,-8.63,0.00,-8.63,-415.38,-414.90,18.38,-0.47,16.72
VCU Data Managem,536672,,Trading,6.59,0.00,0.10,,42.86,,-57.69,-0.22,0.36,0.14,0.00,0.14,0.00,0.14,0.03,0.00,0.10,,,,15.50,0.06,-0.22,-0.24,0.00,0.00,0.03,0.08,-35.87,202406.00,,,,,,0.00,-0.57,0.35,-0.22,0.00,-0.22,0.00,-0.22,-0.06,-0.16,0.00,-0.16,,,15.50,-0.10,10.21
Vedant Asset,543623,,Finance & Investments,39.25,1.43,,,,28.93,60.00,-0.19,,,,,,,,,0.12,,,,,0.43,,,,,,,-170.83,202403.00,,,,,,1.11,0.03,,,,,,,,,,0.12,,,,0.43,10.84
Vedant Fashions,543463,MANYAVAR,Trading,1138.25,239.82,62.49,-23.04,-32.04,-3.42,-8.44,112.70,21.46,134.16,37.18,96.98,13.92,83.06,20.57,0.00,62.49,75.08,46.99,26.06,24.29,2.57,242.05,92.81,474.46,218.30,157.71,48.72,-5.08,202406.00,-1.71,214.56,97.90,58.03,2.39,363.16,175.09,24.11,199.20,38.06,161.14,13.22,147.92,32.13,115.79,0.00,115.79,48.21,31.88,24.28,4.77,27645.34
Vedanta,500295,VEDL,Mining / Minerals / Metals,434.20,35509.00,1437.85,-6.38,-36.24,-2.43,-65.58,8768.00,383.00,9352.00,2743.00,6609.00,2415.00,3993.00,1720.00,-201.00,2275.00,53.42,24.69,6.73,372.00,3.68,11479.00,6420.00,38945.00,33733.00,-915.00,3308.00,2.56,202403.00,-1.81,33122.15,7467.16,2562.15,3.94,35541.00,8531.00,779.00,9310.00,2788.00,6522.00,2417.00,4105.00,1237.00,2013.00,0.00,2868.00,24.00,8.07,372.00,5.42,169789.05
Vedavaag Systems,533056,,Computers - Software - Medium / Small,62.60,22.97,2.19,15.25,92.11,3.04,-0.50,5.01,0.08,5.09,2.41,2.68,0.19,2.49,0.31,0.00,2.19,100.00,21.81,9.53,22.93,0.96,6.54,2.77,31.13,16.77,3.13,1.47,3.66,202403.00,7.12,17.96,3.22,1.71,0.74,15.84,2.38,0.00,2.38,0.94,1.44,0.00,1.44,0.34,1.11,0.00,1.11,15.03,7.01,22.93,0.48,143.51
Veefin Solutions,543931,,Computers - Software - Medium / Small,526.35,15.92,,,,77.34,72.66,9.44,,,,,,,,,6.41,,,,,2.84,,,,,,,110.19,202403.00,,,,,,9.05,1.50,,,,,,,,,,0.98,,,,0.46,1188.13
Veejay Lak. Eng.,522267,,Textiles - Cotton/Blended,128.25,22.11,0.60,99.37,139.74,36.14,67.29,-0.64,2.35,1.71,0.59,1.12,0.62,0.50,-0.07,0.00,0.60,23.34,-2.89,2.71,5.07,1.18,-0.53,-1.72,24.89,18.80,-1.22,-2.57,66.27,202403.00,44.51,27.17,-1.59,-2.98,-5.87,21.29,-0.54,0.40,-0.14,0.62,-0.76,0.54,-1.30,0.03,-1.39,0.00,-1.39,-2.54,-6.53,5.07,-2.74,65.02
Veekayem Fash.,,VEEKAYEM,Textiles - Products,204.90,149.35,,,,3.71,122.65,8.75,,,,,,,,,2.48,,,,,4.22,,,,,,,21.73,202403.00,,,,,,94.48,7.27,,,,,,,,,,1.55,,,,2.64,120.39
Veer Energy,503657,,Construction,20.73,3.27,0.20,52.09,-68.75,34.06,-71.68,-0.57,0.83,0.26,0.17,0.09,0.00,0.09,-0.10,0.00,0.20,14.37,-17.43,6.12,14.96,0.13,-1.42,-0.12,0.70,0.80,-0.35,0.41,-989.47,202403.00,39.71,1.12,-0.52,-0.70,-0.47,3.05,-0.40,0.66,0.59,0.19,0.40,0.00,0.07,0.00,0.39,-0.33,0.06,-13.11,12.79,14.96,0.04,31.02
Veer Global Inf.,543241,,Construction,214.90,5.93,0.04,-37.02,-55.56,35.41,102.78,1.13,0.00,0.04,0.00,0.04,0.00,0.04,0.00,0.00,1.05,27.70,2.70,2.70,4.74,0.65,,,,,,,70.30,202403.00,,,,,,9.26,0.59,0.00,0.05,0.00,0.05,0.00,0.05,0.00,0.04,0.00,0.42,45.45,36.36,,0.26,349.07
Veeram Securit.,540252,,Trading,9.00,5.75,0.98,86.69,139.02,3.48,48.19,1.95,-0.47,1.48,-0.01,1.49,0.00,1.49,0.51,0.00,0.98,45.39,33.91,17.04,15.13,0.13,0.12,0.61,3.39,4.52,0.51,0.55,42.27,202403.00,2.91,4.65,0.67,0.66,0.09,5.68,0.45,0.08,0.53,0.01,0.52,0.00,0.52,0.09,0.43,0.00,0.43,7.92,7.57,15.13,0.06,68.08
Veerhealth Care,511523,,Pharmaceuticals - Indian - Formulations,24.01,3.37,-0.55,-9.65,-152.88,-0.45,-74.05,0.17,0.17,0.34,0.18,0.16,0.00,0.16,0.71,0.00,-0.55,30.86,5.04,-16.32,20.00,-0.28,0.21,0.43,3.83,3.58,0.39,0.34,22.00,202403.00,4.42,3.74,0.33,0.13,0.06,2.87,0.17,0.24,0.41,0.18,0.23,0.00,0.23,0.04,0.19,0.00,0.19,5.92,6.62,20.00,0.10,48.02
Veerkrupa Jewel,543545,,Trading,2.18,4.39,,,,-26.33,500.00,0.30,,,,,,,,,0.23,,,,,0.02,,,,,,,275.00,202403.00,,,,,,9.47,0.01,,,,,,,,,,0.00,,,,0.00,28.57
Velan Hotels,526755,,Hotels,6.25,0.00,-0.37,,66.96,,59.48,-0.24,0.00,-0.24,0.13,-0.37,0.00,-0.37,0.00,0.00,-0.37,,,,31.96,-0.12,-0.10,-0.07,0.00,0.00,-0.24,-0.20,-19.15,202403.00,,,,,,0.00,-0.15,0.00,-0.15,0.13,-0.28,0.00,-0.28,0.00,-0.28,0.00,-0.28,,,31.96,-0.09,19.98
Veljan Denison,505232,,Engineering,1793.45,33.43,5.55,24.97,127.46,12.30,39.62,7.98,0.72,8.70,1.24,7.46,0.15,7.31,1.77,0.00,5.55,64.07,23.87,16.60,2.25,12.33,6.82,7.72,31.05,28.27,4.32,5.18,29.91,202403.00,13.10,31.97,8.13,6.74,14.98,31.51,7.82,0.78,8.60,1.26,7.34,0.18,7.16,1.85,5.31,0.00,5.31,24.82,16.85,2.25,11.80,807.05
Vels Film,,VELS,Entertainment / Electronic Media Software,58.00,5.35,,,,-34.01,-5074.39,-9.15,,,,,,,,,-19.68,,,,,-12.19,,,,,,,-282.01,202403.00,,,,,,59.92,8.16,,,,,,,,,,0.52,,,,0.40,74.87
Venky's (India),523261,VENKEYS,Miscellaneous,1920.00,895.94,33.51,-14.06,32.82,-11.70,11.97,50.03,10.84,60.87,8.99,51.88,4.43,47.45,13.94,0.00,33.51,24.53,5.58,3.74,14.09,23.79,49.61,30.93,912.60,976.44,34.09,19.41,10.39,202403.00,-11.39,865.25,28.51,15.94,11.31,953.17,-7.21,9.79,2.58,8.52,-5.94,4.54,-10.48,-2.54,-7.94,0.00,-7.94,-0.76,-0.83,14.09,-5.64,2704.77
Venlon Enterpris,524038,,Packaging,5.50,2.40,-0.35,182.35,98.62,237.39,97.12,-0.46,0.69,0.23,0.58,-0.35,0.00,-0.35,0.00,0.00,-0.35,8.75,-19.17,-14.58,26.12,-0.07,0.03,0.44,1.53,2.71,-0.28,-0.13,93.75,202403.00,433.39,14.45,0.76,-3.60,-0.69,1.56,0.00,0.05,0.05,0.58,-0.53,0.00,-0.53,0.00,-0.53,0.00,-0.53,0.00,-33.97,26.12,-0.10,28.73
Ventura Textiles,516098,,Textiles - Processing,17.23,0.05,-0.14,-85.71,56.25,-95.34,353.95,-0.08,0.00,-0.08,0.00,-0.08,0.06,-0.14,0.00,0.00,-0.14,0.00,-160.00,-280.00,19.45,-0.07,-0.15,-1.25,0.00,0.02,-0.27,13.53,37.63,202406.00,-63.59,0.01,,,,0.06,-0.99,-2.72,-3.71,0.01,-3.72,0.07,-3.79,0.00,-3.80,0.00,-3.80,-1650.00,-6333.33,19.44,-1.95,33.52
Venus Pipes,543528,VENUSPIPES,Steel - Medium / Small,2177.20,240.14,27.56,33.70,58.30,39.51,83.09,47.93,1.02,48.95,4.34,44.61,7.65,36.96,9.42,0.00,27.56,32.98,19.96,11.48,20.30,13.58,39.04,34.68,207.13,191.36,23.28,20.26,102.76,202406.00,40.35,268.58,50.70,38.39,18.92,224.10,45.02,0.14,45.16,3.83,41.33,7.53,33.80,8.77,25.04,0.00,25.04,20.09,11.17,20.30,12.34,4418.87
Venus Remedies,526953,VENUSREM,Pharmaceuticals - Indian - Formulations,420.95,195.16,10.51,25.39,-4.97,8.88,7.23,19.47,3.92,23.39,5.91,17.48,0.02,17.46,6.95,0.00,10.51,38.49,9.98,5.39,13.37,7.86,17.79,10.40,167.72,95.15,9.94,1.18,-1.00,202403.00,13.90,108.37,11.15,5.86,4.38,143.42,11.99,2.35,14.34,6.54,7.80,0.02,7.78,0.93,6.85,0.00,6.85,8.36,4.78,13.37,5.12,562.68
Vera Synthetic,,VERA,Textiles - Manmade,83.45,21.55,-1.03,,,-3.27,-1.10,0.34,0.01,-0.61,0.21,-0.82,0.21,-1.03,0.00,0.00,-0.25,6.58,-6.38,-10.60,1.80,-0.51,,,,,,,24.23,202403.00,,,,,,40.71,2.93,,,,,,,,,,1.82,,,,3.69,41.18
Veranda Learning,543514,VERANDA,Miscellaneous,300.60,102.61,-38.54,111.96,0.36,124.18,31.52,21.42,1.29,22.71,22.55,0.16,39.50,-39.34,-0.80,0.00,-38.54,98.54,20.88,-37.56,69.20,-5.93,14.85,4.06,98.37,68.90,-1.53,-19.33,175.36,202403.00,127.92,157.04,17.94,-50.21,-7.04,91.84,13.68,3.51,17.19,17.70,-0.51,19.91,-20.42,-3.71,-16.71,0.00,-16.71,14.90,-18.19,69.20,-2.49,2142.48
Veritaas,,VERITAAS,Miscellaneous,146.10,5.73,,,,33.55,286.36,1.89,,,,,,,,,0.92,,,,,4.43,,,,,,,192.31,202403.00,,,,,,4.62,1.15,,,,,,,,,,0.77,,,,85.56,41.24
Veritas (India),512229,,Trading,957.75,1094.54,24.30,66.09,-16.38,78.18,97.08,50.61,0.35,50.96,15.89,35.07,10.58,24.49,0.18,0.00,24.30,6.29,4.62,2.22,2.68,9.06,56.86,42.11,940.87,495.23,41.61,25.14,43.63,202403.00,85.41,918.20,61.73,40.02,14.93,1323.90,55.08,56.04,111.12,8.96,102.16,5.85,96.31,0.51,95.80,0.00,95.80,4.16,7.24,2.68,35.73,2567.73
Vertex Secur.,531950,,Finance & Investments,5.50,2.87,0.69,111.03,216.95,3.83,185.45,0.79,0.08,0.87,0.07,0.80,0.11,0.69,-0.01,0.00,0.69,100.00,27.53,24.04,14.80,0.09,-0.04,-0.18,2.05,1.53,0.01,-0.28,-14.06,202403.00,37.56,2.10,-0.04,-0.21,-0.03,1.95,-0.02,0.22,0.20,0.06,0.14,0.09,0.05,0.00,0.05,0.00,0.05,-1.03,2.56,14.80,0.01,40.71
Vertexplus Tech.,,VERTEXPLUS,Computers - Software - Medium / Small,130.60,8.14,,,,-8.99,-67.38,0.60,,,,,,,,,0.22,,,,,0.35,,,,,,,-49.62,202403.00,,,,,,11.10,0.74,,,,,,,,,,0.38,,,,0.78,71.56
Vertoz,,VERTOZ,Computers - Software - Medium / Small,33.43,45.66,4.46,33.04,8.78,87.62,42.93,6.65,0.17,6.82,2.93,3.89,0.18,3.71,-0.97,0.00,4.69,100.00,14.56,10.27,16.06,0.05,6.60,3.92,37.66,33.92,5.13,3.54,21.91,202403.00,129.44,77.83,10.08,7.41,0.08,55.23,6.05,0.10,6.15,1.31,4.84,0.08,4.76,0.25,4.51,0.00,4.51,10.95,8.17,13.77,0.18,2849.24
Vesuvius India,520113,VESUVIUS,Refractories / Intermediates,5195.40,462.42,67.35,14.16,28.92,18.44,59.10,91.62,9.93,101.55,10.83,90.72,0.30,90.42,23.07,0.00,67.35,45.48,19.81,14.56,20.30,33.18,80.01,82.08,416.79,413.38,57.07,60.28,62.74,202406.00,18.53,490.00,97.61,85.43,42.09,453.35,94.97,8.03,103.00,10.49,92.51,0.29,92.22,23.44,68.78,0.00,68.78,20.95,15.17,20.30,33.89,10546.66
Veto Switchgears,539331,VETO,Electric Equipment,175.72,79.44,2.12,-5.59,6.00,3.08,-11.36,4.32,3.59,7.91,0.48,7.43,0.73,6.70,4.48,0.00,2.23,19.93,5.44,2.81,19.12,1.11,10.01,7.83,71.64,66.96,6.05,4.90,-8.12,202403.00,3.93,69.59,7.55,6.16,3.06,82.05,8.72,0.39,9.11,0.79,8.32,0.87,7.45,2.56,4.78,0.00,4.89,10.63,5.96,19.12,2.50,335.89
Viaz Tyres,,VIAZ,Tyres,55.10,28.26,,,,9.69,17.33,2.75,,,,,,,,,1.24,,,,,1.01,,,,,,,3.67,202403.00,,,,,,22.11,2.32,,,,,,,,,,1.13,,,,0.92,67.50
Vibhor Steel,544124,VSTL,Steel - Medium / Small,268.30,291.20,4.89,-4.68,9.64,-3.63,-15.90,13.09,0.68,13.77,2.71,11.06,4.52,6.54,1.66,0.00,4.89,11.58,4.50,1.68,18.96,2.58,,,,,,,7.04,202403.00,,,,,,251.01,12.75,0.25,13.00,2.00,11.00,4.80,6.20,1.89,4.31,0.00,4.31,5.08,1.72,,3.04,508.76
Vibrant Glo. Cap,538732,,Finance & Investments,82.25,72.01,0.75,20.80,-61.14,19.06,711.15,-2.86,0.13,-2.73,0.64,-3.37,1.11,-4.48,-5.24,0.00,0.75,2.90,-3.97,1.04,22.91,0.33,35.00,10.76,70.44,41.48,29.89,6.83,1495.34,202403.00,18.48,49.14,12.29,10.41,4.55,57.66,15.32,0.01,15.33,0.60,14.73,1.69,13.04,2.83,10.22,0.00,10.22,26.57,17.72,22.91,4.64,188.41
Viceroy Hotels,523796,VHLTD,Hotels,126.09,31.90,0.54,28.73,8.00,31.20,172.94,4.58,1.06,4.98,2.91,2.07,1.41,1.32,0.23,0.66,1.09,88.56,14.36,1.69,63.16,0.17,-5.01,1.18,40.20,27.38,-6.61,1.10,781.38,202406.00,31.40,35.98,2.64,-2.48,-0.39,41.19,12.03,-2.77,9.26,7.61,1.65,1.43,0.22,-2.20,2.42,0.00,2.42,29.21,5.88,42.41,0.38,796.36
Victoria Mills,503349,,Construction,5905.10,0.00,-1.36,-100.00,-148.92,-30.44,-51.97,-1.47,0.15,-1.32,0.03,-1.35,0.00,-1.35,0.01,0.00,-1.36,,,,0.99,-137.93,-0.65,2.44,0.00,17.00,-0.05,2.03,-114.65,202403.00,,,,,,0.00,-0.53,0.37,-0.16,0.03,-0.19,0.00,-0.19,-0.12,-0.07,0.00,-0.07,,,0.99,-7.10,58.46
Vidhi Specialty,531717,VIDHIING,Dyes And Pigments,468.70,80.63,10.62,-9.88,19.86,-24.89,-3.28,16.00,0.29,16.29,1.80,14.49,0.41,14.08,3.46,0.00,10.62,40.77,19.84,13.17,4.99,2.13,13.71,13.02,80.15,79.67,9.09,8.38,2.13,202403.00,-23.89,60.64,10.99,9.13,1.83,62.97,14.32,0.04,14.36,1.93,12.43,0.77,11.66,3.12,8.54,0.00,8.54,22.74,13.56,5.00,1.71,2340.92
Vidli Restaurant,539659,,Hotels,78.95,8.55,0.05,26.29,-89.13,16.68,1.96,1.01,0.25,1.26,0.73,0.53,0.26,0.27,0.19,0.00,0.07,80.82,11.81,0.82,11.86,0.04,0.77,1.08,5.91,6.90,0.40,0.63,136.17,202403.00,17.27,8.09,1.24,0.46,0.28,7.94,1.60,0.18,1.78,0.62,1.16,0.32,0.84,0.21,0.56,0.00,0.63,20.15,7.93,10.83,0.52,93.60
Vijay Solvex,531069,,Solvent Extraction,1092.85,404.97,6.69,-34.76,119.34,-24.73,-84.30,7.37,0.69,8.06,0.69,7.37,0.00,7.37,0.69,0.00,6.69,8.58,1.82,1.65,3.20,20.89,0.62,1.49,475.76,435.33,0.18,1.44,-79.28,202403.00,-23.24,334.14,1.10,0.44,1.37,513.18,-5.15,0.01,-5.14,0.67,-5.81,0.38,-6.19,-0.24,-5.95,0.00,-5.95,-1.00,-1.16,3.20,-18.58,349.99
Vijay Textiles,530151,,Textiles - Processing,13.69,3.05,-19.18,-22.98,-4362.22,-47.84,-263.52,-5.07,0.03,-5.04,1.19,-6.23,2.16,-8.39,10.79,0.00,-19.18,-86.56,-166.23,-628.85,18.31,-10.48,2.58,-0.34,3.10,4.18,-0.72,-3.32,-116.10,202403.00,-41.70,2.44,-0.13,-3.18,-1.74,3.09,2.31,0.18,2.49,1.20,1.29,2.21,-0.92,-0.96,0.04,0.00,0.04,74.76,1.29,18.31,0.02,25.06
Vijaya Diagnost.,543350,VIJAYA,Healthcare,786.25,155.21,33.45,28.28,21.68,19.29,43.43,63.11,3.25,66.36,16.30,50.06,6.19,43.87,10.19,0.00,33.68,87.88,40.66,21.70,10.23,3.27,57.36,48.11,138.86,121.05,33.57,26.38,21.35,202403.00,19.54,144.70,58.03,36.69,3.55,132.69,52.30,3.06,57.41,14.54,42.87,6.06,34.76,8.77,27.35,-2.05,26.00,39.42,20.73,10.23,2.53,8066.72
Viji Finance,537820,VIJIFIN,Finance & Investments,2.13,0.53,-0.10,17.78,-242.86,3.08,-108.33,-0.01,0.00,-0.01,0.08,-0.09,0.05,-0.14,-0.04,0.00,-0.10,100.00,-1.89,-18.87,8.25,-0.01,0.18,0.20,0.51,0.42,0.03,0.05,-42.70,202406.00,14.37,0.48,0.16,,,0.55,0.14,0.00,0.14,0.09,0.05,0.05,0.00,0.00,0.00,0.00,0.00,25.45,0.00,8.25,0.00,30.35
Vikalp Securitie,531334,,Finance & Investments,49.46,0.00,0.04,,500.00,-100.00,,-0.06,0.10,0.04,0.00,0.04,0.00,0.04,0.00,0.00,0.04,,,,3.05,0.13,-0.05,-0.06,0.00,0.00,0.00,-0.01,-2500.00,202403.00,,,,,,0.00,-0.06,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,3.05,0.00,15.09
Vikas Ecotech,530961,VIKASECO,Diversified - Medium / Small,3.99,101.06,10.38,75.15,569.68,-35.77,-28.12,2.12,13.78,15.90,1.06,14.84,0.90,13.94,3.56,0.00,10.38,9.74,2.10,10.27,176.87,0.06,3.73,,68.46,,1.23,,-26.29,202406.00,,,,,,71.73,2.65,2.59,5.24,1.08,4.16,0.82,3.34,1.05,2.30,0.00,2.30,3.69,3.21,,0.02,705.71
Vikas Lifecare,542655,VIKASLIFE,Trading,5.05,92.09,-2.82,-6.88,-124.10,-9.07,152.61,-0.24,2.24,2.00,1.31,0.69,0.66,0.03,2.95,0.00,-2.91,3.37,-0.26,-3.16,185.98,-0.02,-4.80,2.35,99.28,116.03,-3.87,7.65,-92.97,202406.00,-7.05,107.85,0.67,-0.99,-0.01,131.54,3.61,-1.66,8.34,1.30,7.04,1.28,-0.63,1.40,2.62,-6.39,-2.03,2.74,2.25,143.91,-0.01,859.60
Vikas Proppant,531518,,Miscellaneous,0.52,0.00,-0.06,,14.29,-93.67,-450.00,-0.06,0.00,-0.06,0.00,-0.06,0.00,-0.06,0.00,0.00,-0.06,,,,51.47,0.00,-0.26,-15.72,0.00,1.55,-0.26,-14.21,-344.22,202112.00,,,,,,0.00,-0.03,0.00,-0.03,0.00,-0.03,0.00,-0.03,0.00,-0.03,0.00,-0.03,,,51.47,0.00,26.76
Vikas Wsp,519307,,Chemicals,1.62,0.00,-0.47,,92.38,,18.67,-0.88,0.07,-0.81,8.54,-9.35,0.00,-9.35,-8.87,0.00,-0.47,,,,20.44,-0.02,-0.23,-0.24,0.00,0.00,-8.71,-8.72,21.39,202403.00,,,,,,0.00,-0.23,0.06,-0.17,8.54,-8.71,0.00,-8.71,0.00,-8.71,0.00,-8.71,,,20.44,-0.43,33.12
Vikram Thermo,530477,,Pharmaceuticals - Indian - Bulk Drugs & Formln,179.80,31.47,4.93,3.90,26.09,13.32,50.18,7.14,0.35,7.49,0.88,6.61,0.20,6.41,1.47,0.00,4.93,50.17,22.69,15.67,31.36,1.57,12.10,8.58,33.84,29.55,8.25,5.76,44.05,202403.00,13.62,33.57,9.87,8.67,2.76,31.54,9.74,0.20,9.94,0.89,9.05,0.30,8.75,2.32,6.44,0.00,6.44,30.88,20.42,31.36,2.05,563.81
Vilas Transcore,,VILAS,Steel - Medium / Small,460.15,150.50,,,,9.60,15.67,15.11,,,,,,,,,11.85,,,,,6.58,,,,,,,3.68,202403.00,,,,,,,,,,,,,,,,,,,,,,1126.45
Vilin Bio Med,,VILINBIO,Pharmaceuticals - Indian - Bulk Drugs,17.00,8.16,,,,28.35,-87.20,-0.57,,,,,,,,,-0.61,,,,,-0.44,,,,,,,-67.83,202403.00,,,,,,7.65,1.39,,,,,,,,,,0.77,,,,0.55,23.72
Vimta Labs,524394,VIMTALABS,Miscellaneous,523.70,80.20,11.64,-2.42,0.09,-2.42,-17.23,23.60,0.69,24.29,8.15,16.14,0.48,15.66,4.03,0.00,11.64,76.96,29.43,14.51,4.43,5.25,20.88,15.30,80.10,72.26,9.46,5.92,-10.84,202406.00,-2.20,70.67,17.57,9.39,4.23,78.34,23.62,0.49,24.11,8.03,16.08,0.53,15.55,3.75,11.80,0.00,11.80,30.15,15.06,4.43,5.32,1161.07
