Name,BSE Code,NSE Code,Industry,Current Price,Number of equity shares 10years back,Average return on equity 5Years,Average return on equity 3Years,Book value 3years back,Book value 5years back,Book value 10years back,Inventory turnover ratio 3Years back,Inventory turnover ratio 5Years back,Inventory turnover ratio 7Years back,Inventory turnover ratio 10Years back,Exports percentage 3Years back,Exports percentage 5Years back,Average 5years dividend,Average return on capital employed 3Years,Average return on capital employed 5Years,Average return on capital employed 7Years,Average return on capital employed 10Years,Average return on equity 10Years,Average return on equity 7Years,Return on equity 5years growth,OPM 5Year,OPM 10Year,Number of Shareholders 1year back,Average dividend payout 3years,Average debtor days 3years,Debtor days 3years back,Debtor days 5years back,Return on assets 5years,Return on assets 3years,Historical PE 3Years,Historical PE 10Years,Historical PE 7Years,Historical PE 5Years,Market Capitalization 3years back,Market Capitalization 5years back,Market Capitalization 7years back,Market Capitalization 10years back,Average Working Capital Days 3years,Change in FII holding 3Years,Change in DII holding 3Years,Market Capitalization
Generic Engineer,539407,GENCON,Construction,48.41,1.02,5.75,6.09,42.67,42.06,,0.96,2.63,3.57,,0.00,0.00,0.18,9.52,9.26,12.07,9.69,6.93,6.98,-18.25,12.76,12.76,6792.00,1.08,129.15,177.27,133.07,3.79,3.90,14.44,17.61,17.18,15.18,185.41,562.13,191.95,,217.02,-5.69,0.00,256.74
Genesys Intl.,506109,GENESYS,Computers - Software - Medium / Small,602.50,3.04,1.64,4.83,55.50,68.36,62.69,,,,,58.17,0.00,0.00,6.79,2.52,3.11,3.03,,2.08,46.08,25.88,24.80,7422.00,0.00,193.45,148.18,186.21,0.47,3.35,217.70,95.27,91.43,131.35,324.44,309.10,568.85,212.22,242.18,2.08,0.09,2385.81
Gennex Lab.,531739,,Pharmaceuticals - Indian - Bulk Drugs,15.50,,9.31,9.59,2.09,1.88,,6.38,5.95,11.43,,0.00,0.00,0.00,12.16,11.73,10.78,10.78,,8.51,9.20,12.52,,55609.00,0.00,63.60,54.77,68.09,5.81,6.11,28.80,31.95,31.95,29.29,70.80,56.37,86.93,16.89,146.79,0.00,0.00,352.55
Genomic Valley,539206,,Miscellaneous,64.00,0.31,1.20,4.90,14.67,16.50,,1.33,-0.50,0.20,,0.00,0.00,0.00,6.84,4.27,3.73,2.00,0.28,1.68,-35.19,23.38,15.37,380.00,0.00,2864.98,104.29,22.12,2.38,5.09,10.10,10.44,10.44,10.44,7.21,,,,3200.33,0.00,0.00,19.56
Genpharmasec,531592,,Trading,2.16,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,49760.00,,95.45,,,,,119.00,119.00,119.00,119.00,266.33,406.66,1.75,9.49,226.65,0.00,0.00,119.61
Gensol Engineer.,542851,GENSOL,Engineering - Turnkey Services,1053.00,,19.21,20.52,11.09,10.11,,3.41,5.40,,,0.00,0.00,0.00,16.40,15.49,44.24,44.24,,21.04,-21.53,19.01,,2299.00,0.00,78.17,101.51,96.61,4.72,5.13,93.16,86.95,86.95,86.95,61.76,,,,169.59,2.39,0.09,3988.01
Genus Paper & Bo,538961,GENUSPAPER,Paper,20.28,25.71,,1.27,14.20,,13.02,,,,4.79,0.00,,,3.89,3.89,3.89,4.15,,,,,,41973.00,0.00,36.20,78.85,,,0.99,20.69,16.71,19.72,16.95,181.27,190.27,133.71,,58.42,0.03,0.00,521.46
Genus Power,530343,GENUSPOWER,Electronics - Components,325.10,25.67,5.72,4.27,36.31,34.40,18.98,2.15,3.74,3.72,5.12,6.19,0.00,8.24,7.15,9.26,9.85,10.90,7.45,6.32,-8.79,12.63,12.78,54290.00,26.72,228.83,339.06,198.18,3.54,2.46,77.23,18.66,29.12,35.69,1241.76,741.19,1041.59,282.26,310.06,15.98,-1.38,9875.08
Genus Prime,532425,,Construction,18.59,1.49,-0.94,-1.53,36.67,36.97,34.43,,,,,100.00,0.00,0.00,-0.95,-0.62,-0.56,-0.47,-0.61,-0.67,,-197.37,,5746.00,0.00,0.00,0.00,0.00,-0.71,-1.10,,,,,11.70,7.31,4.37,3.95,70.93,0.00,0.00,27.76
Geojit Fin. Ser.,532285,GEOJITFSL,Finance & Investments,103.15,23.14,17.68,18.42,24.83,21.15,20.25,,,,,0.00,0.00,52.52,20.05,19.80,18.52,18.23,14.65,15.56,30.46,39.78,36.95,91765.00,36.42,79.99,96.50,155.03,9.26,9.43,11.74,16.46,14.75,13.23,1197.83,988.93,1393.25,505.82,-227.93,0.98,0.00,2466.80
Getalong Enterp.,543372,,Miscellaneous,195.00,,,12.77,,,,,,,,67.42,,,11.54,11.54,11.54,11.54,,,,,,120.00,0.00,2625.89,258.90,,,3.40,10.79,10.79,10.79,10.79,,,,,2986.25,,,39.00
GFL,500173,GFLLIMITED,Finance & Investments,82.36,10.99,-1.76,1.55,33.90,198.25,385.37,2.95,0.49,0.98,3.39,0.00,0.00,0.00,1.74,1.63,4.82,6.93,7.15,6.93,,70.89,26.37,22337.00,0.00,1658.38,55.42,190.44,-0.17,1.58,1316.88,2.52,4.25,1.68,801.72,1747.96,1202.53,506.20,-9415.61,-3.74,-1.20,904.71
GHCL,500171,GHCL,Chemicals,554.35,10.00,21.93,24.27,261.50,226.21,77.02,1.94,2.53,2.73,2.54,0.00,0.00,101.19,24.93,21.78,21.26,21.95,23.08,21.89,-2.68,26.22,24.77,93009.00,17.04,21.33,33.46,31.75,13.46,16.49,6.94,6.32,6.28,5.93,2069.67,2289.97,2517.88,323.20,81.58,7.76,-12.62,5308.15
GHCL Textiles,543918,GHCLTEXTIL,Textiles - Spinning - Synthetic / Blended,91.07,,,,,,,,,,,,,,5.71,5.71,5.71,5.71,,,,,,,,40.56,,,,,32.16,32.16,32.16,32.16,,,,,163.89,,,870.48
Gian Lifecare,542918,,Healthcare,21.33,,23.15,22.58,9.38,7.42,,0.18,0.19,,,0.00,0.00,0.00,29.50,32.16,32.16,32.16,,,,33.49,,1089.00,0.00,91.79,73.07,860.36,13.50,13.93,12.38,12.06,12.06,12.06,6.32,,,,-32.17,0.00,0.00,22.07
GIC Housing Fin,511676,GICHSGFIN,Finance - Housing,247.80,5.39,9.29,11.11,252.14,234.55,122.63,,,,,0.00,0.00,21.01,8.30,8.11,8.51,9.27,12.33,11.14,-9.97,83.66,86.58,59762.00,13.79,0.10,0.10,0.00,1.17,1.55,4.58,9.07,6.87,5.52,627.63,1452.09,1969.07,587.52,17.93,3.03,-1.01,1334.42
Gilada Finance,538788,,Finance & Investments,10.00,1.40,7.02,7.50,13.38,12.68,9.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.61,9.82,8.96,9.68,6.84,6.59,14.45,48.10,51.92,5916.00,0.00,38.54,0.00,0.00,5.97,6.12,11.32,8.21,9.79,10.71,15.08,6.05,3.86,,24.27,0.00,0.00,14.04
Gillanders Arbut,532716,GILLANDERS,Diversified - Medium / Small,102.00,2.13,-5.24,-3.74,118.37,129.29,134.72,1.49,2.02,1.90,,0.00,0.00,0.00,1.14,2.23,3.64,2.93,,-4.14,,2.91,4.23,9576.00,0.00,28.78,53.91,47.44,-2.23,-2.08,13.00,13.26,13.26,13.26,87.82,102.02,138.94,125.28,84.71,0.00,-3.56,217.65
Gillette India,507815,GILLETTE,Personal Care - Multinational,7437.60,3.26,34.46,36.74,279.66,238.87,197.47,2.99,3.85,3.43,3.48,0.00,0.00,238.56,51.41,47.93,50.43,43.94,30.89,35.09,-0.22,21.71,18.82,48189.00,93.52,42.28,41.45,38.32,20.20,20.64,57.38,69.61,67.16,60.69,16235.90,20919.86,14933.15,6849.08,3.47,-1.37,2.14,24239.14
Gini Silk Mills,531744,,Textiles - Processing,137.70,0.56,2.42,3.28,73.06,72.60,50.67,1.75,2.84,3.03,4.37,0.00,0.00,0.06,4.17,3.17,3.99,6.36,3.98,2.93,16.97,3.11,5.22,1149.00,0.00,62.15,102.70,75.75,1.67,2.27,31.61,39.48,37.60,32.15,37.47,33.50,183.77,23.63,85.20,0.00,0.00,76.97
Ginni Filaments,590025,GINNIFILA,Textiles - Cotton/Blended,31.90,7.07,6.09,3.71,29.90,26.26,19.39,2.79,3.31,3.14,3.97,0.00,0.00,0.00,6.14,8.87,8.28,9.39,5.16,4.65,13.51,8.31,8.56,31891.00,0.00,49.02,48.65,47.41,2.32,1.45,7.85,12.74,11.60,7.80,154.74,92.55,250.45,67.12,106.61,0.10,-0.01,273.22
Giriraj Civil,,GIRIRAJ,Construction,385.00,0.84,11.08,12.66,18.39,16.38,,3.25,1.01,3.71,14.58,0.00,0.00,0.00,14.78,12.92,13.45,17.31,11.11,10.91,11.23,8.96,10.30,72.00,0.00,53.11,99.33,153.15,4.68,5.87,58.73,11.76,11.76,22.06,28.74,8.89,,,109.80,0.00,0.00,920.94
Gita Renewable,539013,,Power Generation And Supply,183.10,0.41,-0.01,7.63,8.54,42.90,58.77,,,,,0.00,0.00,0.00,4.12,-1.63,-3.69,-4.12,-2.85,-3.52,18.04,-124.48,,9449.00,0.00,3315.44,28758.96,7279.72,1.08,3.61,20.50,20.50,20.50,20.50,10.01,2.11,5.43,,4886.15,0.00,0.00,75.31
GKB Ophthalmics,533212,,Personal Care - Indian,98.75,0.42,-0.98,-0.74,124.29,117.55,96.33,1.17,1.32,1.73,0.94,0.00,0.00,0.00,1.85,1.55,0.78,0.71,-1.70,-1.63,2.39,3.88,2.82,1933.00,0.00,117.34,125.00,150.32,-0.46,-0.23,22.11,19.26,25.31,22.11,41.33,42.95,55.37,12.09,160.15,-0.19,-0.39,49.79
GKW,,GKWLIMITED,Finance & Investments,2787.00,0.60,1.04,0.62,569.52,267.37,151.02,,,,0.21,0.00,0.00,0.00,0.90,3.19,3.65,4.64,1.56,1.36,-36.70,63.66,54.80,23154.00,0.00,0.09,1.03,2.16,2.57,0.54,36.37,51.00,36.25,32.15,301.80,468.69,259.68,240.00,69.00,3.10,-3.67,1663.84
Glance Finance,531199,,Finance & Investments,90.21,0.30,4.57,4.84,89.54,65.56,51.50,-0.10,0.96,1.04,2.39,0.00,0.00,0.00,8.71,7.49,5.69,5.90,3.97,3.67,71.46,49.55,26.33,1073.00,0.00,24.24,36.88,0.00,3.44,3.48,11.21,11.95,12.02,11.08,11.83,13.20,12.26,6.27,175.63,0.00,0.00,20.35
Gland Pharma,543245,GLAND,Pharmaceuticals - Indian - Formulations,1823.00,,,12.49,360.85,,,1.54,,,,85.06,82.26,65.88,17.71,20.28,20.28,20.28,,,,30.96,,150578.00,14.21,92.44,70.72,,,11.56,38.53,39.30,39.30,39.30,40543.23,,,,193.19,-6.85,13.13,30034.23
Glaxosmi. Pharma,500660,GLAXO,Pharmaceuticals - Multinational,2653.70,16.94,37.29,48.57,87.26,107.47,107.97,2.49,2.77,2.74,4.27,0.00,0.00,758.96,41.46,39.01,36.00,34.51,28.07,31.68,12.96,23.12,20.43,120415.00,90.21,22.64,26.90,14.06,19.64,25.78,54.92,58.80,59.64,55.52,24407.17,21979.58,23246.42,25395.60,-70.04,1.87,-3.03,44955.31
Gleam Fabmat,542477,,Trading,2.71,,-0.14,0.03,9.83,9.87,,7.75,2.82,,,0.00,0.00,0.00,0.09,0.49,0.49,0.49,,,,-2.87,,54.00,0.00,3075.55,162.21,119.88,-0.07,0.02,33.88,33.88,33.88,33.88,1.73,6.36,,,4851.88,0.00,0.00,2.71
Glenmark Life,543322,GLS,Pharmaceuticals - Indian - Bulk Drugs & Formln,878.45,,30.86,23.67,,,,2.05,1.82,,,44.40,48.78,209.56,33.41,76.63,152.06,152.06,,,-45.85,30.02,,222866.00,76.75,124.80,119.95,184.51,18.47,17.93,12.70,12.70,12.70,12.70,,,,,171.11,,,10763.39
Glenmark Pharma.,532296,GLENMARK,Pharmaceuticals - Indian - Bulk Drugs & Formln,1240.50,27.13,1.31,-4.59,250.37,215.14,65.74,1.72,1.77,1.52,1.80,63.88,0.00,70.55,14.10,14.15,14.33,15.59,7.42,4.38,,16.33,17.33,285461.00,8.84,88.19,85.78,81.19,1.13,-1.99,14.71,19.26,15.71,15.21,13112.36,18261.93,24043.55,15329.56,80.84,-5.44,3.63,35005.45
Glittek Granites,513528,,Miscellaneous,3.40,2.60,-20.84,-28.76,5.39,6.60,7.03,0.41,0.32,0.55,2.22,99.72,99.39,0.00,-5.35,-4.68,-2.67,-0.25,-7.43,-12.89,,-6.86,4.11,9761.00,0.00,186.63,157.30,150.07,-8.22,-9.68,,8.86,35.80,7.64,4.59,4.39,4.80,13.76,955.16,0.00,-0.39,8.83
Global Cap.Mkt.,530263,,Finance & Investments,1.05,79.60,-0.35,0.54,0.64,0.86,0.52,0.26,0.21,1.07,0.31,0.00,0.00,0.00,0.61,-0.03,-0.49,-0.43,-0.52,-0.61,15.10,-0.52,-2.16,19173.00,0.00,462.10,342.83,274.95,-0.17,0.50,17.00,17.00,17.00,17.00,4.78,4.78,15.92,111.44,1306.61,0.00,0.00,41.83
Global Education,,GLOBAL,Miscellaneous,170.15,0.33,30.38,36.55,19.53,18.07,,1.84,8.44,18.27,,0.00,0.00,4.27,47.48,37.26,37.40,47.96,30.82,29.62,10.92,48.34,44.01,11995.00,28.00,105.51,203.17,78.07,24.63,31.60,15.01,12.11,11.63,13.93,37.03,32.98,56.01,,187.69,0.07,0.00,346.44
Global Health,543654,MEDANTA,Healthcare,1255.00,,12.01,16.17,,,,9.89,11.63,,,0.00,0.00,0.00,16.99,12.21,11.26,11.26,,,34.04,20.45,,107120.00,0.00,26.88,33.71,41.16,5.92,9.04,61.39,61.39,61.39,61.39,,,,,-10.91,,,33697.69
Global Longlife,543520,,Healthcare,33.80,,3.12,2.70,,,,6.04,2.70,,,0.00,0.00,0.00,10.18,9.42,9.42,9.42,,,,15.48,,888.00,0.00,171.25,87.51,94.85,2.81,3.55,23.85,23.85,23.85,23.85,,,,,406.29,,,35.49
Global Offshore,501848,,Shipping,64.37,2.47,,,-75.66,-167.17,186.01,0.29,0.20,0.32,0.24,0.00,0.00,0.00,-10.16,-8.00,-8.86,-6.00,,,,1.49,6.89,17959.00,0.00,64.14,102.45,53.21,-10.00,-10.25,,43.03,,,15.80,27.70,107.45,714.42,-369.21,-0.16,-5.09,159.19
Global Pet Indus,,GLOBALPET,Engineering,97.05,,,19.26,,,,4.38,,,,20.55,26.51,0.00,26.04,29.03,29.03,29.03,,,,5.75,,,0.00,30.63,25.49,,,7.89,41.56,41.56,41.56,41.56,,,,,22.39,,,94.98
Global Surfaces,543829,GSLSU,Miscellaneous,215.00,,,12.55,,,,2.72,,,,0.00,0.00,0.00,12.17,16.57,16.57,16.57,,,,21.48,,13037.00,0.00,114.31,82.70,,,9.32,44.46,44.46,44.46,44.46,,,,,175.07,,,911.24
Global Vectra,532773,GLOBALVECT,Transport - Airlines,204.00,1.40,-28.17,-45.12,34.21,56.56,10.41,0.44,0.71,0.71,1.24,0.00,0.00,0.00,1.29,1.32,2.99,7.56,-3.07,-16.42,-7.04,15.13,15.19,10538.00,0.00,27.91,63.54,48.17,-1.84,-2.16,50.27,6.62,10.95,6.71,54.39,96.74,160.44,22.96,-81.92,0.00,0.00,285.60
Globalspace Tech,540654,,Computers - Software - Medium / Small,18.10,0.28,5.82,0.63,10.59,8.88,,2.04,3.34,3.57,2.87,0.00,0.00,0.05,3.29,9.37,9.93,12.01,6.51,5.96,-27.16,31.84,28.39,4361.00,0.00,271.51,161.14,339.30,4.74,0.38,114.53,90.49,90.49,100.88,98.73,99.69,,,567.14,0.00,0.00,62.20
Globe Commercial,540266,,Trading,20.90,0.60,16.89,24.96,10.10,10.12,,,,,4.39,0.00,,0.00,28.18,16.81,12.95,9.73,10.13,13.11,111.42,,,1679.00,0.00,107.41,0.00,,2.95,5.08,4.92,6.02,6.02,5.05,3.74,3.51,,,8.12,0.00,0.00,12.54
Globe Intl. Car.,,GICL,Miscellaneous,43.00,0.30,5.92,7.10,9.99,9.63,,86.00,110.00,6.62,0.00,0.00,0.00,0.10,9.82,8.75,8.82,9.80,6.32,5.83,10.37,4.29,4.14,148.00,9.01,147.93,155.82,129.39,2.72,3.22,69.43,50.93,57.43,64.67,20.25,23.75,26.05,,120.23,0.00,0.00,107.16
Globe Textiles,,GLOBE,Textiles - Products,3.34,8.70,7.15,8.66,1.41,1.40,,3.78,4.04,5.24,6.08,0.00,48.72,0.00,11.96,10.74,11.17,11.82,8.52,7.85,-6.60,3.86,3.80,53188.00,0.00,101.77,157.26,86.79,1.66,2.11,25.14,24.29,24.54,25.54,81.20,57.27,,,113.22,0.00,0.00,100.29
Globesecure Tech,,GSTL,Computers - Software - Medium / Small,44.30,,8.05,8.38,,,,3.10,4.22,,,0.00,0.00,0.00,11.79,13.44,13.44,13.44,,,,9.80,,339.00,0.00,98.97,112.32,138.71,2.62,3.22,51.93,51.93,51.93,51.93,,,,,153.79,,,40.35
Globus Power,526025,,Miscellaneous,35.40,9.89,-3.99,-7.96,1.30,3.06,12.76,,,,,,,0.00,-13.46,-8.97,-7.00,-5.11,-1.43,-3.09,,,,18184.00,0.00,0.00,0.00,0.00,-2.75,-3.45,,6616.67,,,65.70,81.73,136.65,1623.54,-1414.38,-0.20,0.00,350.27
Globus Spirits,533104,GLOBUSSPR,Breweries & Distilleries,771.85,2.88,,,203.24,155.32,123.18,7.36,9.03,9.38,,0.00,0.00,,0.00,22.99,15.35,11.95,,,,,,88049.00,,41.72,26.21,18.15,,,18.83,20.59,19.10,15.05,914.38,398.58,220.03,176.51,27.31,3.42,0.04,2224.73
Gloster Ltd,542351,GLOSTERLTD,Textiles - Jute - Yarn / Products,834.80,,4.00,4.29,912.21,854.37,,2.00,2.52,2.78,,0.00,0.00,27.90,6.43,5.97,7.86,7.86,,4.73,-22.91,12.32,,8488.00,86.66,19.16,22.87,24.58,3.41,3.65,13.20,10.87,10.87,10.86,316.10,503.61,,,95.36,0.00,-0.46,913.54
GMM Pfaudler,505255,GMMPFAUDLR,Engineering,1355.20,4.39,21.19,20.58,92.54,74.95,34.27,1.37,2.32,2.12,1.89,0.00,0.00,7.37,17.98,19.85,22.42,21.76,20.01,20.98,0.15,13.42,13.48,110481.00,6.07,49.02,112.88,48.81,7.18,5.11,48.29,40.31,44.43,63.09,6301.41,1769.96,762.10,153.52,57.90,14.80,5.48,6092.59
GMR Airports Inf,532754,GMRINFRA,Engineering - Turnkey Services,97.09,529.58,,,-2.85,-4.07,10.63,0.60,8.87,17.88,10.15,0.00,0.00,0.00,5.27,4.63,4.65,4.10,,,,30.93,24.82,465886.00,0.00,23.33,117.26,71.29,-3.34,-2.11,,40.73,40.73,,13586.81,11069.84,8945.20,9382.10,-128.62,1.70,4.06,58603.00
GMR Urban,543490,GMRP&UI,Engineering - Turnkey Services,84.88,,,,,,,,,,,0.00,,,12.99,12.99,12.99,12.99,,,,,,331014.00,0.00,72.24,112.81,,,-2.86,8.26,8.26,8.26,8.26,,,,,-164.41,,,5123.33
GNA Axles,540124,GNA,Auto Ancillaries,396.75,3.03,15.37,16.20,120.69,104.18,,4.11,4.23,3.58,4.03,53.83,62.12,8.59,17.98,16.63,17.45,17.53,15.85,15.67,-5.73,14.28,14.67,31478.00,10.19,134.68,179.68,122.86,8.70,9.67,14.78,14.48,14.73,14.50,729.86,703.26,469.54,,131.86,-1.83,0.87,1703.28
Go Digit General,544179,GODIGIT,Finance & Investments,350.10,,,-1.16,,,,,,,,0.00,,,-3.66,-3.66,-3.66,-3.66,,,,,,,0.00,0.00,0.00,,,-0.74,444.53,444.53,444.53,444.53,,,,,-635.56,,,32111.24
Go Fashion (I),543401,GOCOLORS,Textiles - Products,1041.55,,13.59,14.42,,,,1.01,1.51,1.78,,0.00,0.00,0.00,15.05,13.69,15.81,15.81,,14.35,-4.87,30.63,,30073.00,0.00,44.10,68.64,51.29,6.73,7.65,74.24,74.24,74.24,74.24,,,,,161.15,,,5625.29
Goa Carbon,509567,GOACARBON,Petrochemicals,805.00,0.92,27.05,44.11,83.26,86.42,80.94,2.88,2.73,4.75,1.65,0.00,0.00,8.69,26.77,13.99,15.08,12.23,20.70,25.49,51.01,8.09,7.58,29061.00,21.82,25.29,66.63,48.99,4.95,12.25,7.80,12.16,11.47,7.80,252.39,418.66,106.70,62.82,86.86,0.13,0.00,736.57
Goblin India,542850,,Trading,42.49,,2.37,0.90,24.73,27.10,,1.47,2.77,5.23,,0.00,0.00,0.00,4.85,6.57,11.94,11.94,,6.93,-32.34,5.52,,458.00,0.00,315.80,224.41,83.45,1.26,0.13,33.89,6.28,6.28,6.28,25.07,,,,615.22,5.05,0.00,58.72
GOCL Corpn.,506480,GOCLCORP,Chemicals,469.30,4.96,4.69,3.75,235.06,183.49,203.21,4.47,5.33,5.09,1.40,0.00,0.00,28.74,5.87,5.59,5.61,5.31,4.14,4.60,-3.62,-0.25,2.54,29659.00,26.20,41.27,44.36,61.73,2.10,1.56,21.44,27.00,24.97,18.42,1082.17,1544.68,1849.05,919.05,614.31,-2.72,1.37,2326.41
Godavari Drugs,530317,,Pharmaceuticals - Indian - Bulk Drugs,103.80,0.75,15.12,15.29,32.39,26.90,17.34,6.26,4.76,4.30,7.04,0.00,0.00,0.00,15.70,15.29,14.22,16.44,13.97,13.28,17.77,7.24,7.21,6555.00,0.00,132.26,134.25,148.38,4.07,4.36,13.92,14.59,13.77,11.12,34.45,17.58,28.50,7.82,78.99,0.00,0.00,78.17
Godawari Power,532734,GPIL,Steel - Large,1082.35,13.10,29.28,29.88,144.37,97.72,70.57,3.90,3.51,4.27,4.06,0.00,0.00,58.54,37.04,32.14,28.09,21.46,24.02,28.76,-1.57,25.57,23.32,111913.00,6.22,18.88,25.44,16.51,18.17,22.27,5.02,5.67,5.03,4.81,2534.05,816.11,415.81,265.54,58.30,4.39,1.09,14714.01
Godfrey Phillips,500163,GODFRYPHLP,Cigarettes,4257.45,5.20,17.21,18.68,496.61,420.69,252.46,1.76,1.97,1.98,1.69,24.37,0.00,183.04,20.25,19.16,17.33,16.42,14.61,15.57,15.14,21.54,17.97,44386.00,33.12,16.87,17.78,10.03,11.62,12.97,14.04,17.32,15.80,14.53,4761.34,6026.61,5891.43,3333.46,50.07,0.50,-0.15,22136.14
Godha Cabcon,,GODHA,Cables - Power,0.93,,-0.01,-0.07,0.37,0.37,,23.16,45.29,24.12,,0.00,0.00,0.00,1.42,2.00,4.96,4.96,,0.62,-10.15,1.23,,47984.00,0.00,384.71,233.83,192.63,-0.26,-0.44,278.50,151.00,151.00,190.00,133.87,53.95,,,1160.03,0.00,0.00,61.97
Godrej Agrovet,540743,GODREJAGRO,Food - Processing - Indian,686.25,9.26,15.49,14.77,106.79,95.72,,5.06,6.16,5.40,7.51,0.00,0.00,163.31,13.12,14.02,15.41,16.81,17.26,15.86,-1.98,7.28,7.44,112511.00,53.08,27.99,47.91,45.33,6.70,6.41,29.09,31.53,31.53,29.83,10060.73,9760.82,,,53.36,6.61,3.77,13193.86
Godrej Consumer,532424,GODREJCP,Personal Care - Indian,1390.25,102.14,16.55,14.87,92.31,77.26,42.20,2.95,2.69,2.93,3.67,0.00,0.00,163.57,18.13,18.56,19.15,19.90,19.90,18.89,-14.36,20.37,20.15,208967.00,0.00,35.69,33.24,45.75,11.07,10.87,56.56,47.34,49.92,50.56,74605.71,70120.59,56928.57,29252.27,40.13,-4.41,7.71,142197.61
Godrej Industrie,500164,GODREJIND,Chemicals,868.10,33.59,6.92,6.87,224.45,172.03,96.08,0.86,2.14,1.23,1.27,0.00,0.00,0.00,7.10,7.27,7.74,7.14,7.42,7.46,-43.27,7.16,6.46,96476.00,0.00,34.68,59.56,39.04,2.59,2.51,25.37,40.88,37.66,25.28,18365.86,18043.66,16981.78,10586.30,292.05,0.16,-0.31,29228.11
Godrej Propert.,533150,GODREJPROP,Construction,3189.15,19.94,4.11,5.67,299.33,190.77,92.64,-0.73,0.03,0.06,-0.25,0.00,0.00,0.00,5.60,5.20,5.23,5.38,4.83,4.24,-8.33,-1.62,2.18,198301.00,0.00,44.60,119.64,20.72,1.56,2.34,89.73,75.13,92.90,89.16,39099.65,18647.46,8331.12,4260.62,1555.33,1.60,0.42,88676.52
Goel Food,543538,,Food - Processing - Indian,178.15,0.08,20.94,27.03,,,,8.18,18.07,27.09,57.33,0.00,0.00,0.04,17.40,13.31,12.50,11.12,15.96,20.16,3.00,33.48,28.90,100.00,1.26,15.06,5.24,8.25,5.02,7.74,17.08,17.08,17.08,17.08,,,,,27.46,,,67.17
Goenka Business,538787,,Finance & Investments,7.74,1.30,1.36,3.33,21.86,21.53,23.68,8.17,19.90,1.93,10.62,0.00,0.00,0.00,46.84,47.99,33.68,23.89,0.36,0.20,34.80,3.48,3.42,8932.00,0.00,5.69,0.00,0.00,0.15,0.61,16.03,44.25,8.07,7.67,3.39,1.18,109.53,,-212.30,0.00,0.00,10.06
Goenka Diamond,533189,GOENKA,Diamond Cutting / Jewellery,0.97,31.70,-1.63,-1.09,7.69,7.76,10.54,0.30,0.48,0.35,0.96,0.00,0.00,0.00,-0.49,-0.79,-1.04,-1.25,-3.99,-2.07,5.95,-70.57,-28.03,37744.00,0.00,223583.12,78770.13,41945.09,-0.50,-0.33,,30.71,,,58.65,9.51,20.61,71.32,120496.96,0.00,-0.60,30.75
Gogia Capital,531600,,Finance & Investments,77.00,0.31,-6.54,-15.53,69.70,65.76,43.83,,,,,0.00,0.00,0.00,-11.02,-1.56,2.14,4.58,-3.05,-4.34,,195.87,84.09,511.00,0.00,2366.48,6.09,27.23,-5.60,-13.55,17.21,12.62,11.10,14.90,26.55,31.23,8.18,11.33,2379.65,0.00,0.00,48.67
Gokak Textiles,532957,,Textiles - Cotton/Blended,156.30,0.65,,,-436.17,-383.27,-66.44,3.94,3.70,4.64,2.79,0.00,0.00,0.00,-13.56,-17.21,-14.94,-12.17,,,,-8.09,-5.86,8304.00,0.00,17.83,31.06,23.00,-24.22,-21.18,,,,,17.09,10.46,29.90,21.45,-59.67,0.00,-0.02,101.59
Gokaldas Exports,532630,GOKEX,Textiles - Products,970.15,3.46,15.12,16.81,67.62,52.91,45.92,2.28,2.59,3.03,2.71,77.78,75.29,1.21,17.43,13.50,11.26,9.50,10.57,13.49,-5.43,10.23,6.88,44316.00,1.17,31.73,54.22,50.25,6.53,9.67,24.43,17.55,19.25,19.62,334.80,401.40,246.07,187.48,68.80,19.70,27.90,6905.06
Gokul Agro,539725,GOKULAGRO,Solvent Extraction,168.25,,20.74,23.49,22.09,18.79,,19.15,11.31,12.63,,0.00,0.00,0.00,27.89,25.17,22.89,22.32,,18.24,32.03,2.17,,43460.00,0.00,10.41,24.35,27.17,4.76,6.50,12.56,12.77,12.44,12.26,273.09,156.13,346.80,,5.77,0.76,-0.74,2482.41
Gokul Refoils,532980,GOKUL,Solvent Extraction,41.38,13.19,7.10,7.26,28.01,23.12,28.66,10.46,13.37,7.48,11.45,0.00,0.00,0.00,8.26,8.69,8.65,8.71,5.33,6.83,10.04,1.59,1.57,27543.00,0.00,17.28,15.84,17.43,2.98,2.83,13.45,15.77,13.26,12.91,178.69,112.11,311.28,130.98,51.25,0.33,-1.01,409.65
Goldcoin Health,538542,,Trading,7.74,0.30,-17.14,-35.69,12.16,12.33,12.03,,,,,0.00,0.00,0.00,-29.08,-17.88,-14.77,-9.60,-7.19,-11.01,,-352.24,-23.57,2220.00,0.00,6656.90,2281.25,518.41,-16.76,-27.32,,197.19,97.14,,1.09,1.95,4.35,,4862.32,0.00,0.00,2.32
Golden Carpets,531928,,Textiles - Products,13.00,0.65,,,0.68,0.66,0.85,0.13,0.16,0.08,0.15,0.00,0.00,0.00,-3.65,-1.56,-2.62,-4.12,,,,-0.24,-16.78,896.00,0.00,31.26,89.22,40.56,-1.47,-3.05,261.00,10.00,10.00,10.00,2.92,2.96,4.40,1.62,1247.89,0.00,0.00,8.44
