Name,BSE Code,NSE Code,Industry,Current Price,Sales latest quarter,Profit after tax latest quarter,YOY Quarterly sales growth,YOY Quarterly profit growth,Sales growth,Profit growth,Operating profit latest quarter,Other income latest quarter,EBIDT latest quarter,Depreciation latest quarter,EBIT latest quarter,Interest latest quarter,Profit before tax latest quarter,Tax latest quarter,Extraordinary items latest quarter,Net Profit latest quarter,GPM latest quarter,OPM latest quarter,NPM latest quarter,Equity Capital latest quarter,EPS latest quarter,Operating profit 2quarters back,Operating profit 3quarters back,Sales 2quarters back,Sales 3quarters back,Net profit 2quarters back,Net profit 3quarters back,Operating profit growth,Last result date,Expected quarterly sales growth,Expected quarterly sales,Expected quarterly operating profit,Expected quarterly net profit,Expected quarterly EPS,Sales preceding quarter,Operating profit preceding quarter,Other income preceding quarter,EBIDT preceding quarter,Depreciation preceding quarter,EBIT preceding quarter,Interest preceding quarter,Profit before tax preceding quarter,Tax preceding quarter,Profit after tax preceding quarter,Extraordinary items preceding quarter,Net Profit preceding quarter,OPM preceding quarter,NPM preceding quarter,Equity Capital preceding quarter,EPS preceding quarter,Market Capitalization
Capfin India,539198,,Finance & Investments,261.50,0.18,-0.39,500.00,-360.00,-32.35,-355.56,-0.60,0.00,-0.60,0.00,-0.60,0.00,-0.60,-0.20,0.00,-0.39,77.78,-333.33,-216.67,2.86,-1.36,0.01,0.03,0.04,0.12,0.01,0.03,-409.09,202403.00,200.48,0.36,-0.38,-0.38,-1.33,0.03,-0.12,0.00,-0.12,0.00,-0.12,0.00,-0.12,0.00,-0.12,0.00,-0.12,-400.00,-400.00,2.86,-0.42,74.91
Capital India,530879,,Finance & Investments,103.20,164.52,-3.80,2.99,67.52,3.76,78.24,24.53,3.00,27.53,7.26,20.27,22.48,-2.21,1.59,0.00,-3.80,99.90,14.91,-2.31,77.73,0.11,29.21,28.76,174.91,174.99,-5.11,4.85,415.42,202403.00,4.78,183.35,30.78,0.16,0.02,165.70,32.81,1.27,34.08,7.64,26.44,27.59,-1.15,1.21,-2.37,0.00,-2.37,19.80,-1.43,77.73,0.04,802.22
Capital Small,544120,CAPITALSFB,Banks - Private Sector,344.85,204.20,28.21,14.33,16.33,17.50,19.17,134.55,20.54,155.09,0.00,155.09,117.46,37.63,9.42,0.00,28.21,100.00,65.89,13.81,45.04,6.26,129.01,128.89,197.07,188.91,24.29,30.10,17.79,202403.00,,,,,,204.15,136.86,18.30,155.16,0.00,155.16,116.71,38.45,9.52,28.93,0.00,28.93,67.04,14.17,,8.17,1553.27
Capital Trade Lk,538476,,Finance & Investments,54.38,7.65,1.42,43.80,178.43,111.10,288.00,4.30,1.52,5.82,0.01,5.81,3.54,2.27,0.85,0.00,1.42,100.26,56.21,18.56,6.10,0.23,4.59,4.82,8.94,7.07,1.32,1.35,130.33,202403.00,121.70,15.67,9.47,5.05,0.83,11.88,5.98,6.41,12.39,0.01,12.38,5.22,7.16,1.55,5.61,0.00,5.61,50.34,47.22,6.10,0.92,331.62
Capital Trust,511505,CAPTRUST,Finance & Investments,114.05,22.11,0.60,12.58,101.30,-9.74,104.73,4.28,0.36,4.64,0.11,4.53,3.72,0.81,0.21,0.00,0.60,100.00,19.36,2.71,16.22,0.37,2.14,2.55,19.01,17.54,0.51,0.48,130.50,202403.00,-7.09,16.30,2.40,-1.41,-0.86,19.03,2.66,0.78,3.44,0.11,3.33,2.60,0.73,0.18,0.55,0.00,0.55,13.98,2.89,16.22,0.34,186.59
Caplin Point Lab,524742,CAPLIPOINT,Pharmaceuticals - Indian - Formulations,1486.25,453.22,121.23,16.43,19.75,15.50,21.87,145.23,17.35,162.58,16.40,146.18,0.15,146.03,24.80,0.00,121.23,57.78,32.04,26.75,15.19,16.01,137.40,126.53,410.06,395.32,116.14,104.23,24.83,202403.00,15.52,456.66,147.84,133.11,17.51,435.50,142.28,17.20,159.48,13.90,145.58,0.17,145.41,25.59,117.20,0.00,119.82,32.67,27.51,15.19,15.43,11297.03
Capri Global,531595,CGCL,Finance & Investments,216.60,648.63,82.59,42.71,27.26,57.98,36.48,372.26,0.57,372.83,23.87,348.96,242.45,106.51,23.93,0.00,82.59,100.00,57.39,12.73,82.49,1.00,304.81,276.08,557.21,501.08,65.24,63.61,52.74,202403.00,59.00,796.70,441.78,168.81,2.05,605.41,334.92,0.51,335.43,25.28,310.15,220.92,89.23,21.25,67.98,0.00,67.98,55.32,11.23,41.23,0.82,17868.22
Capricorn System,512169,,Computers - Software - Medium / Small,13.04,0.23,0.00,-17.86,-100.00,-37.12,-400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,4.00,0.00,0.02,-0.08,0.22,0.13,0.02,-0.08,-366.67,202403.00,-30.70,0.09,-0.03,,,0.25,-0.09,0.00,-0.09,0.00,-0.09,0.00,-0.09,0.00,-0.09,0.00,-0.09,-36.00,-36.00,4.00,-0.23,5.21
Caprihans India,509486,,Plastics Products,152.35,190.98,-17.91,-15.66,-543.32,-24.80,-131.47,-4.93,5.06,0.13,12.81,-12.68,21.81,-34.49,-16.58,0.00,-17.91,30.25,-2.58,-9.38,13.13,-13.64,17.95,13.56,178.72,170.99,-9.39,-10.67,-26.85,202403.00,-24.43,129.21,9.01,-20.66,-15.73,163.33,17.28,3.73,21.01,10.05,10.96,21.07,-10.11,3.53,-13.64,0.00,-13.64,10.58,-8.35,13.13,-10.39,200.04
Caprolactam Chem,507486,,Chemicals,60.00,1.44,0.12,-35.14,-29.41,-29.27,-92.16,0.67,0.03,0.70,0.42,0.28,0.12,0.16,0.05,0.00,0.12,96.53,46.53,8.33,4.60,0.26,0.45,0.76,1.97,2.06,-0.06,0.30,-53.53,202403.00,-28.73,1.47,0.49,0.02,0.05,1.49,0.29,0.00,0.29,0.40,-0.11,0.11,-0.22,-0.07,-0.16,0.00,-0.16,19.46,-10.74,4.60,-0.35,27.60
Captain Pipes,538817,,Plastics Products,19.00,20.26,0.91,-4.57,-5.21,-10.48,119.89,2.06,0.05,2.11,0.27,1.84,0.41,1.43,0.52,0.00,0.91,22.26,10.17,4.49,14.77,0.06,1.69,1.80,16.72,19.12,1.04,1.02,92.00,202403.00,-8.39,17.52,1.72,1.07,0.07,20.25,2.13,0.00,2.13,0.26,1.87,0.34,1.53,0.50,1.02,0.00,1.02,10.52,5.04,14.77,0.07,280.63
Captain Polyplas,536974,,Plastics Products,51.65,68.77,4.75,-10.36,84.11,31.04,201.82,8.63,1.02,9.65,0.62,9.03,2.93,6.10,1.35,0.00,4.75,32.35,12.55,6.91,10.58,0.90,6.99,7.34,70.33,72.62,3.52,3.70,88.32,202403.00,44.60,105.01,11.11,7.31,1.32,82.60,8.83,0.86,9.69,0.61,9.08,2.84,6.24,1.61,4.63,0.00,4.63,10.69,5.61,10.08,0.92,286.04
Captain Techno.,540652,,Castings & Forgings,203.00,33.13,,,,6.06,29.37,3.61,,,,,,,,,2.17,,,,,2.13,,,,,,,11.50,202403.00,,,,,,29.54,2.77,,,,,,,,,,1.54,,,,1.51,207.26
Carborundum Uni.,513375,CARBORUNIV,Abrasives And Grinding Wheels,1723.10,1201.19,134.84,0.13,11.94,1.03,15.42,209.43,24.83,234.26,50.99,183.27,3.59,179.68,37.12,0.00,142.56,55.18,17.44,11.87,19.03,7.09,167.52,169.41,1146.34,1203.22,103.88,117.76,12.78,202403.00,1.12,1216.73,184.37,130.49,6.49,1151.44,191.47,24.83,104.32,48.16,56.16,4.72,163.42,51.44,35.04,111.98,111.98,16.63,3.06,19.00,5.86,32783.25
CARE Ratings,534804,CARERATING,Miscellaneous,1087.80,90.15,24.08,16.31,22.86,18.89,20.34,29.03,10.29,39.32,2.67,36.65,0.46,36.19,11.64,0.00,24.55,100.00,32.20,27.23,29.85,8.07,41.91,17.84,96.44,66.42,35.73,18.36,12.87,202403.00,19.10,79.10,24.51,21.44,7.04,78.68,23.36,13.68,37.04,2.60,34.44,0.47,33.97,10.04,23.46,0.00,23.93,29.69,30.41,29.77,7.88,3250.05
Career Point,533260,CAREERP,Miscellaneous,398.50,25.65,14.25,3.30,187.42,18.99,394.61,14.97,4.49,19.46,0.98,18.48,0.52,17.96,3.67,0.00,14.29,96.10,58.36,55.71,18.19,7.83,9.32,20.95,20.44,28.99,11.52,16.25,332.30,202403.00,21.34,35.18,23.33,21.37,11.71,26.50,20.46,1.60,22.06,1.00,21.06,0.40,20.66,5.59,15.05,0.00,15.08,77.21,56.91,18.19,8.27,724.99
Cargosol Logist.,543621,,Miscellaneous,35.60,52.43,,,,-33.26,-201.91,-2.26,,,,,,,,,-4.87,,,,,-4.77,,,,,,,-85.97,202403.00,,,,,,61.12,3.60,,,,,,,,,,0.60,,,,0.59,36.31
Cargotrans Marit,543618,,Miscellaneous,62.00,28.58,,,,-11.36,-10.10,0.84,,,,,,,,,0.58,,,,,1.42,,,,,,,-17.51,202403.00,,,,,,33.12,1.62,,,,,,,,,,1.20,,,,2.94,25.30
Carnation Inds.,530609,,Castings & Forgings,7.33,0.00,-0.15,,53.12,,60.80,-0.15,0.00,-0.15,0.00,-0.15,0.00,-0.15,0.00,0.00,-0.15,,,,3.46,-0.43,-0.05,-0.11,0.00,0.00,-0.11,-0.20,34.62,202403.00,,,,,,0.00,-0.03,0.00,-0.03,0.00,-0.03,0.00,-0.03,0.00,-0.03,0.00,-0.03,,,3.46,-0.09,2.54
Cartrade Tech,543333,CARTRADE,Miscellaneous,787.50,145.28,21.11,51.55,41.13,34.70,73.88,27.33,16.89,42.66,10.37,32.29,2.56,31.29,6.32,1.56,24.97,100.00,18.81,16.11,46.89,4.80,21.18,5.47,120.01,86.07,5.04,13.52,133.80,202403.00,36.98,117.90,14.50,2.71,0.52,138.59,25.35,-32.24,38.62,9.57,29.05,2.29,-18.75,4.80,21.96,-45.51,-23.55,18.29,15.85,46.85,-5.17,3717.72
Carysil,524091,CARYSIL,Ceramics - Tiles / Sanitaryware,842.20,190.53,15.53,30.89,24.94,15.13,10.58,34.52,1.95,36.47,9.49,26.98,5.75,21.23,5.48,0.00,15.76,59.07,18.12,8.27,5.36,5.79,32.94,26.06,163.60,141.67,15.61,11.66,17.56,202403.00,19.22,168.90,31.57,17.73,6.51,187.96,35.20,0.92,36.12,8.12,28.00,5.83,22.17,6.83,15.33,0.00,15.33,18.73,8.16,5.36,5.72,2260.92
Caspian Corporat,534732,,Miscellaneous,74.10,24.44,4.43,3660.00,3064.29,5651.28,1702.27,3.99,0.18,4.17,0.05,4.12,0.74,3.38,-1.04,0.00,4.43,100.00,16.33,18.13,4.22,1.05,1.27,1.73,20.22,18.80,0.87,0.55,1593.85,202403.00,11563.05,,,,,26.27,4.02,0.14,4.16,0.05,4.11,0.65,3.46,1.38,2.08,0.00,2.08,15.30,7.92,4.22,0.49,312.68
Castrol India,500870,CASTROLIND,Chemicals,209.00,1325.24,216.24,2.42,6.79,5.65,11.23,293.74,24.14,317.88,23.71,294.17,2.12,292.05,75.81,0.00,216.24,47.89,22.17,16.32,494.56,2.19,268.56,309.75,1182.92,1333.76,194.42,225.27,10.76,202403.00,5.70,1409.74,330.28,301.52,3.05,1264.04,329.06,22.27,351.33,25.01,326.32,2.00,324.32,82.38,241.94,0.00,241.94,26.03,19.14,494.56,2.45,20672.70
Catvision Ltd,531158,,Trading,28.30,4.97,0.12,-11.41,154.55,-6.77,35.00,-0.20,6.72,0.03,0.16,-0.13,-0.05,6.41,0.04,6.49,6.38,27.77,-4.02,2.41,5.45,11.70,0.00,0.07,4.79,5.12,-0.12,0.02,-177.78,202403.00,-5.81,4.82,-0.03,-0.17,-0.32,5.22,-0.20,0.10,-0.10,0.18,-0.28,0.00,-0.28,0.00,-0.27,0.00,-0.27,-3.83,-5.17,5.45,-0.50,15.41
CCL Internationa,531900,,Construction,26.70,16.31,0.95,86.61,82.69,117.02,175.38,2.31,0.16,2.47,0.76,1.71,1.23,0.48,-0.46,0.00,0.95,20.17,14.16,5.82,19.19,0.49,0.38,0.89,3.26,5.68,0.00,0.11,1092.31,202403.00,5124.45,,,,,10.45,1.08,0.47,1.55,0.82,0.73,0.33,0.40,-0.01,0.41,0.00,0.41,10.33,3.92,19.19,0.21,51.25
CCL Products,519600,CCL,Tea,595.10,726.72,65.22,39.73,-23.53,28.12,-6.99,118.13,4.11,122.24,30.53,91.71,21.29,70.42,5.19,0.00,65.22,43.02,16.26,8.97,26.61,4.88,109.91,106.32,607.57,654.93,60.86,60.71,11.37,202403.00,28.55,841.89,139.95,87.70,6.57,664.48,110.94,1.13,112.07,22.17,89.90,23.20,66.70,3.41,63.29,0.00,63.29,16.70,9.52,26.61,4.76,7946.26
CDG Petchem,534796,,Trading,29.45,7.33,-0.24,-46.96,42.86,-20.29,-86.67,0.11,0.00,0.11,0.07,0.04,0.50,-0.46,-0.21,0.00,-0.24,3.68,1.50,-3.27,3.08,-1.36,0.34,0.29,11.73,10.59,0.00,0.03,-78.82,202403.00,-14.87,9.02,0.11,-0.44,-1.42,10.88,-0.56,0.68,0.12,0.04,0.08,0.27,-0.19,0.15,-0.34,0.00,-0.34,-5.15,-3.12,3.08,-1.66,9.07
CEAT,500878,CEATLTD,Tyres,2832.15,2991.85,141.22,4.07,1.87,5.56,229.10,391.51,-55.10,394.58,136.06,258.52,61.66,138.69,45.82,-58.17,102.27,42.29,13.09,4.72,40.45,26.84,456.12,387.10,3053.32,2935.17,207.72,144.01,69.67,202403.00,5.59,3099.17,421.90,227.57,56.26,2963.14,417.50,2.94,420.44,127.34,293.10,65.55,227.55,54.44,181.28,0.00,181.28,14.09,6.12,40.45,44.87,11456.05
Ceejay Finance,530789,,Finance & Investments,217.00,5.98,1.86,11.15,-2.11,4.49,-3.52,3.47,0.02,3.49,0.10,3.39,0.92,2.47,0.61,0.00,1.86,100.00,58.03,31.10,3.45,5.39,2.99,3.23,4.94,4.76,1.52,1.85,0.41,202403.00,5.14,5.00,3.14,2.14,6.20,5.03,2.71,0.14,2.85,0.09,2.76,0.94,1.82,0.47,1.34,0.00,1.34,53.88,26.64,3.45,3.88,74.86
Ceenik Exports,531119,,Textiles - Products,755.00,0.00,1.65,,,-100.00,203.64,-1.03,3.31,2.28,0.05,2.23,0.30,1.93,0.28,0.00,1.65,,,,3.35,4.93,-0.14,-0.18,0.00,0.00,0.13,-0.13,-64.81,202403.00,,,,,,0.00,-1.32,0.77,-0.55,0.05,-0.60,0.49,-1.09,0.00,-1.09,0.00,-1.09,,,3.35,-3.25,252.94
Ceeta Industries,514171,,Food - Processing - Indian,34.00,2.54,0.53,-6.27,208.16,192.04,-11.89,-0.38,0.40,0.02,0.25,-0.23,0.38,-0.61,-1.15,0.00,0.53,63.39,-14.96,20.87,1.45,0.37,-0.19,-1.05,3.25,3.07,-0.49,-1.28,-15.79,202403.00,,,,,,2.88,-0.15,0.40,0.25,0.25,0.00,0.36,-0.36,0.00,-0.36,0.00,-0.36,-5.21,-12.50,1.45,-0.25,49.30
Ceinsys Tech,538734,,Computers - Software - Medium / Small,539.90,78.27,11.61,7.29,-45.31,15.23,13.53,12.31,5.87,18.18,1.25,16.93,1.06,15.87,4.26,0.00,11.61,86.97,15.73,14.83,16.34,7.11,9.81,11.35,58.27,53.82,4.66,8.37,33.50,202403.00,15.97,62.41,11.73,9.34,5.71,62.58,10.59,4.20,14.79,1.30,13.49,0.81,12.68,2.32,10.36,0.00,10.36,16.92,16.55,15.43,6.71,882.15
Celebrity Fash.,532695,CELEBRITY,Textiles - Products,19.45,94.47,-1.06,-2.41,-312.00,-5.93,-70.73,3.63,0.18,3.81,1.94,1.87,2.93,-1.06,0.00,0.00,-1.06,32.13,3.84,-1.12,56.55,-0.19,4.72,6.11,80.14,96.12,0.62,1.79,-9.87,202403.00,-1.97,94.23,5.58,0.39,0.07,71.89,4.86,0.00,4.86,2.06,2.80,2.35,0.45,0.00,0.45,0.00,0.45,6.76,0.63,54.05,0.08,109.99
Cell Point,,CELLPOINT,Trading,35.00,163.49,,,,12.35,-74.89,4.02,,,,,,,,,0.01,,,,,0.01,,,,,,,-52.02,202403.00,,,,,,157.75,4.63,,,,,,,,,,1.69,,,,0.90,65.40
Cella Space,532701,,Miscellaneous,12.37,2.12,-0.34,5.47,-230.77,4.99,-67.54,0.51,0.33,0.89,0.33,0.56,0.89,-0.38,0.01,-0.05,-0.39,90.57,24.06,-16.04,20.15,-0.19,1.42,1.42,1.88,1.85,0.20,0.22,-3.82,202403.00,5.07,1.94,1.31,0.06,0.03,1.92,1.45,0.04,1.54,0.37,1.17,0.92,0.20,0.00,0.25,-0.05,0.20,75.52,13.02,20.15,0.10,24.92
Cellecor Gadgets,,CELLECOR,Trading,308.00,290.80,,,,89.31,101.88,16.91,,,,,,,,,9.07,,,,,4.33,,,,,,,125.46,202403.00,,,,,,209.65,12.68,,,,,,,,,,7.02,,,,3.35,645.81
Cello World,544012,CELLO,Trading,881.00,512.47,88.78,,,11.33,24.45,132.87,6.63,139.50,17.55,121.95,0.80,121.15,25.03,0.00,96.12,52.95,25.93,18.76,106.12,4.18,120.27,119.17,488.96,471.78,86.59,82.82,21.09,202403.00,,,,,,527.06,132.10,4.48,136.58,14.72,121.86,0.49,121.37,30.71,84.87,0.00,90.67,25.06,17.20,97.50,4.00,18697.54
Cenlub Industrie,522251,,Engineering,394.95,19.81,2.11,77.99,904.76,32.62,34.68,2.86,0.50,3.36,0.22,3.14,0.10,3.04,0.92,0.00,2.11,49.82,14.44,10.65,4.66,4.53,3.82,2.17,19.36,12.21,2.94,1.48,38.32,202403.00,38.38,16.90,2.93,2.62,5.62,20.14,3.35,0.36,3.71,0.23,3.48,0.07,3.41,0.97,2.44,0.00,2.44,16.63,12.12,4.66,5.23,184.16
Centenial Surgic,531380,,Healthcare,114.15,12.05,0.19,-7.45,35.71,-2.79,26.97,1.51,0.03,1.54,0.44,1.10,0.95,0.15,-0.04,0.00,0.19,71.29,12.53,1.58,3.65,0.52,1.14,1.16,13.10,13.66,0.24,0.29,13.64,202403.00,-2.62,13.30,1.25,-0.07,-0.18,12.38,1.19,0.06,1.25,0.33,0.92,0.51,0.41,0.10,0.31,0.00,0.31,9.61,2.50,5.42,0.85,41.66
Central Bank,532885,CENTRALBK,Banks - Public Sector,62.59,8371.23,816.29,16.73,38.12,20.24,59.65,4810.48,1363.07,6173.55,0.00,6173.55,4811.04,1362.51,550.68,0.00,817.46,100.00,57.46,9.77,8680.94,0.94,3843.18,4140.83,7376.82,7258.97,622.94,498.35,37.82,202403.00,20.50,8746.83,4921.97,110.57,0.13,7841.91,4464.65,1329.25,5793.90,0.00,5793.90,4671.85,1122.05,394.53,734.47,0.00,737.88,56.93,9.41,,0.85,54334.03
Centrum Capital,501150,CENTRUM,Finance & Investments,39.19,654.84,1.61,66.05,107.76,65.40,50.98,340.51,3.18,343.69,22.61,321.08,298.87,22.21,-17.20,0.00,39.41,97.56,52.00,6.02,41.60,0.04,234.47,150.19,533.11,443.48,-28.23,-64.50,105.01,202403.00,68.40,746.82,295.13,-27.73,-0.03,575.38,227.43,19.25,246.92,18.66,228.26,268.08,-40.06,-22.19,-17.64,-0.24,-17.88,39.53,-3.07,41.60,-0.67,1630.44
Centum Electron,517544,CENTUM,Electronics - Components,1644.90,296.90,-5.61,-6.13,-121.75,18.19,-218.06,18.14,-1.11,21.91,12.02,9.89,9.74,-4.73,2.16,-4.88,-6.90,49.09,6.11,-1.89,12.89,-5.35,17.15,21.13,248.22,247.52,-4.56,1.45,12.66,202403.00,21.93,301.80,24.30,1.98,1.54,298.19,28.89,1.07,29.96,11.52,18.44,7.72,10.72,3.47,7.25,0.00,7.25,9.69,2.43,12.89,5.63,2121.41
Century Enka,500280,CENTENKA,Textiles - Manmade,580.65,468.68,20.26,-0.83,39.63,-15.82,-45.55,33.77,7.20,40.97,13.07,27.90,1.34,26.56,6.30,0.00,20.26,25.56,7.21,4.32,21.85,9.27,9.36,21.38,396.40,428.50,4.51,13.70,-41.83,202403.00,-13.96,368.67,17.57,5.55,2.54,450.57,18.28,5.79,24.07,12.66,11.41,1.56,9.85,2.43,7.42,0.00,7.42,4.06,1.65,21.85,3.40,1268.72
Century Extrus.,500083,CENTEXT,Aluminium and Aluminium Products,20.70,92.30,1.03,15.13,18.39,0.83,4.17,5.66,0.51,5.85,1.19,4.66,2.55,2.43,1.28,0.32,1.15,24.55,6.13,1.12,8.00,0.14,6.13,5.36,95.67,91.69,2.33,2.03,4.65,202403.00,1.42,92.99,5.57,2.18,0.27,95.44,5.58,0.07,5.65,0.74,4.91,2.35,2.56,0.62,1.94,0.00,1.94,5.85,2.03,8.00,0.24,165.60
Century Plyboard,532548,CENTURYPLY,Miscellaneous,753.00,1060.72,78.41,9.87,-31.58,6.56,-17.70,137.27,7.84,145.11,25.38,119.73,10.21,109.52,31.11,0.00,78.41,46.66,12.94,7.39,22.25,3.58,144.30,133.18,996.84,891.00,97.12,87.13,-10.66,202403.00,6.71,950.76,132.43,98.74,4.44,937.40,106.08,9.31,115.39,22.91,92.48,8.32,84.16,21.49,62.66,0.00,62.66,11.32,6.68,22.25,2.84,16729.62
Century Textiles,500040,CENTURYTEX,Paper,2306.90,1685.88,29.74,71.71,-57.99,-5.96,44.24,262.97,-125.82,276.79,54.78,222.01,11.55,70.82,50.18,-139.64,20.64,30.58,15.60,9.51,111.69,0.34,28.16,121.17,1103.07,1117.33,-32.87,-7.06,21.56,202403.00,18.79,1327.23,151.64,77.40,1.29,1070.25,191.24,3.09,216.89,53.32,163.57,7.68,133.33,53.38,102.51,-22.56,79.95,17.87,9.58,111.69,7.46,25767.07
Cera Sanitary.,532443,CERA,Ceramics - Tiles / Sanitaryware,8687.00,546.63,75.03,2.47,12.47,3.77,12.57,92.09,16.44,108.53,9.15,99.38,1.43,97.95,22.92,0.00,75.03,50.53,16.85,13.73,6.50,57.69,74.27,68.49,460.96,427.19,56.89,56.37,0.54,202403.00,4.34,445.73,70.32,60.51,46.53,436.72,59.42,15.99,75.41,9.12,66.29,1.45,64.84,13.97,50.88,0.00,50.88,13.61,11.65,6.50,39.12,11298.21
Cerebra Integr.,532413,CEREBRAINT,Computers - Hardware,6.55,15.21,5.95,14.36,441.95,-39.40,-1416.97,-3.12,1.31,-1.81,0.11,-1.92,0.96,-2.88,-8.82,0.00,5.95,16.63,-20.51,39.12,111.99,0.49,-7.85,-6.63,17.94,6.85,-16.16,-8.34,-484.36,202403.00,-21.36,5.39,-4.68,-6.03,-0.50,11.98,-20.01,-7.96,-19.97,0.11,-20.08,1.71,-29.79,0.00,-21.78,-8.00,-29.78,-167.03,-181.80,111.99,-2.46,79.39
CESC,500084,CESC,Power Generation And Supply,160.70,3387.00,400.00,9.19,-7.62,7.35,5.56,410.00,645.00,1055.00,311.00,744.00,325.00,419.00,4.00,0.00,415.00,39.80,12.11,12.25,133.00,3.02,646.00,724.00,4352.00,4310.00,363.00,368.00,-6.52,202403.00,7.44,4630.50,679.21,-21.36,-0.16,3244.00,346.00,617.00,963.00,303.00,660.00,296.00,364.00,63.00,281.00,0.00,301.00,10.67,9.28,133.00,2.12,21301.88
CFF Fluid,543920,,Engineering,880.00,47.41,,,,51.21,68.37,13.05,,,,,,,,,6.99,,,,,3.59,,,,,,,66.58,202403.00,,,,,,59.45,17.71,,,,,,,,,,10.10,,,,5.19,1713.73
CG Power & Ind,500093,CGPOWER,Electric Equipment,704.65,2191.72,238.19,15.18,-1.79,15.40,-6.75,283.83,41.99,331.94,24.05,307.89,0.86,300.91,67.10,-6.12,233.81,31.25,12.95,10.88,305.47,1.53,308.62,265.39,2001.51,1874.00,242.29,203.84,12.21,202403.00,15.07,2156.36,302.00,275.07,1.80,1978.75,260.74,579.11,288.78,23.72,265.06,0.60,815.53,67.86,196.56,551.07,747.67,13.18,9.94,305.45,4.89,107628.19
CG-VAK Software,531489,,Computers - Software - Medium / Small,316.90,18.69,1.79,-6.64,-31.68,2.17,-21.91,2.47,0.62,3.09,0.41,2.68,0.14,2.54,0.76,0.00,1.79,100.00,13.22,9.58,5.05,3.54,3.33,4.56,20.20,20.76,2.48,3.16,-30.13,202403.00,3.55,21.50,3.83,3.22,6.37,18.94,2.12,0.77,2.89,0.40,2.49,0.14,2.35,0.55,1.81,0.00,1.81,11.19,9.56,5.05,3.58,160.01
Chalet Hotels,542399,CHALET,Hotels,805.20,418.26,82.44,23.79,78.95,25.59,77.00,182.87,6.14,189.01,37.12,151.89,52.87,99.02,16.58,0.00,82.44,88.52,43.72,19.71,205.47,4.01,125.96,109.79,314.55,310.77,36.43,88.66,29.10,202403.00,25.64,390.45,152.39,61.18,2.80,373.67,166.00,6.22,172.22,35.32,136.90,48.25,88.65,18.01,70.62,0.00,70.64,44.42,18.90,205.40,3.44,17561.48
Challani Capital,530747,,Finance & Investments,16.64,0.20,0.03,-28.57,-94.12,-5.68,-26.09,0.03,0.00,0.03,0.00,0.03,0.00,0.03,0.00,0.00,0.03,100.00,15.00,15.00,15.00,0.02,0.09,0.02,0.22,0.19,0.30,0.02,-42.31,202403.00,119.39,0.42,0.08,0.08,0.05,0.22,0.05,0.15,0.20,0.00,0.20,0.00,0.20,0.00,0.20,0.00,0.20,22.73,90.91,15.00,0.13,24.96
Chaman Metallics,,CMNL,Steel - Sponge Iron,69.00,96.83,,,,-17.02,-26.44,5.50,,,,,,,,,3.56,,,,,1.48,,,,,,,-31.13,202403.00,,,,,,92.04,12.49,,,,,,,,,,8.96,,,,3.71,166.53
Chamanlal Setia,530307,CLSEL,Food - Processing - Indian,205.40,383.53,23.25,7.38,-38.39,-2.29,-1.72,35.60,1.75,37.35,2.36,34.99,4.03,30.96,7.71,0.00,23.25,22.65,9.28,6.06,10.35,4.49,35.64,38.66,308.68,263.35,26.23,27.47,1.90,202403.00,2.60,270.21,35.07,29.55,5.71,400.07,52.01,4.00,56.01,1.81,54.20,2.56,51.64,12.95,38.69,0.00,38.69,13.00,9.67,10.35,7.48,1062.61
Chambal Brewer,512301,,Trading,10.54,0.00,0.00,,100.00,,-110.00,-0.03,-1.94,0.00,0.00,0.00,0.00,-1.97,0.00,-1.97,-1.97,,,,7.49,-2.63,-0.04,-0.09,0.00,0.00,-0.01,-0.06,-52.38,202403.00,,,,,,0.00,-0.14,-0.28,-0.12,0.00,-0.12,0.00,-0.42,0.00,-0.12,-0.30,-0.42,,,7.49,-0.56,7.89
Chambal Fert.,500085,CHAMBLFERT,Fertilizers,518.00,2643.04,96.78,-26.56,2.98,-35.31,26.98,166.50,73.42,239.92,78.08,161.84,35.99,125.85,29.06,0.00,96.79,46.59,6.30,3.66,400.65,2.42,615.01,633.31,5385.52,5589.28,380.96,338.60,12.14,202403.00,-33.86,3696.73,407.65,300.40,7.50,4348.57,628.47,151.30,779.77,79.11,700.66,36.47,664.19,204.79,459.40,0.00,459.40,14.45,10.56,416.21,11.04,20753.80
Chandni Machines,542627,,Trading,56.77,41.01,0.07,5930.88,-82.05,221.45,394.29,0.03,0.21,0.24,0.09,0.15,0.01,0.14,0.08,0.00,0.07,3.00,0.07,0.17,3.23,0.22,0.57,0.94,52.31,33.08,0.51,0.70,436.11,202403.00,4049.10,,,,,39.53,0.39,0.33,0.72,0.10,0.62,0.01,0.61,0.16,0.45,0.00,0.45,0.99,1.14,3.23,1.39,18.32
Chandra Bhagat,542934,,Trading,79.00,102.11,,,,84.98,68.13,-2.04,,,,,,,,,0.90,,,,,1.19,,,,,,,-310.78,202403.00,,,,,,119.26,-5.00,,,,,,,,,,0.63,,,,0.83,59.61
