Name,BSE Code,NSE Code,Industry,Current Price,Sales growth 3Years,Sales growth 5Years,Profit growth 3Years,Profit growth 5Years,Sales growth 10years median,Sales growth 5years median,Sales growth 7Years,Sales growth 10Years,EBIDT growth 3Years,EBIDT growth 5Years,EBIDT growth 7Years,EBIDT growth 10Years,EPS growth 3Years,EPS growth 5Years,EPS growth 7Years,EPS growth 10Years,Profit growth 7Years,Profit growth 10Years,Change in promoter holding 3Years,Average Earnings 5Year,Average Earnings 10Year,Average EBIT 5Year,Average EBIT 10Year,Market Capitalization
Cosmic CRF,543928,,Steel - Medium / Small,1641.00,,,,,108.64,108.64,,,,,,,,,,,,,,,,,,1345.29
Cosmo Ferrites,523100,,Electronics - Components,180.00,15.38,4.51,,7.81,0.27,-5.74,5.75,5.58,8.41,26.00,6.78,3.32,,7.81,-14.03,,-14.03,,0.16,2.37,0.40,8.35,4.47,216.56
Cosmo First,508814,COSMOFIRST,Packaging,796.00,4.23,3.71,-35.62,2.94,2.18,2.18,7.23,5.83,-16.03,7.80,6.39,8.42,-34.77,5.16,-2.19,13.03,-3.67,12.55,0.93,209.58,137.33,331.23,224.90,2089.46
Cospower Engine.,543172,,Electric Equipment,274.05,22.59,11.40,-46.54,-26.98,9.80,9.80,13.83,,33.06,28.88,22.84,,-46.54,-53.93,-37.02,,-12.49,,0.00,0.52,0.37,1.57,1.16,41.11
COSYN,538922,,Computers - Software - Medium / Small,42.40,-7.98,-17.09,-12.64,-55.68,4.45,-24.44,-9.62,2.17,-24.89,-30.32,-24.08,-7.44,-12.64,-55.68,-51.75,-26.15,-51.75,-26.07,-1.47,0.48,2.42,0.91,3.31,31.80
Country Club Hos,526550,CCHHL,Hotels,18.04,3.23,-27.67,23.87,13.81,-18.39,-18.39,-26.53,-20.13,78.79,-23.58,-26.79,-21.38,23.87,13.81,,,,,0.00,-35.38,-22.02,-9.01,23.46,294.89
Country Condo,531624,COUNCODOS,Construction,5.72,26.73,4.49,51.83,25.36,-12.00,-3.78,-0.98,12.17,20.51,8.35,6.84,6.99,51.83,25.36,14.09,11.34,14.09,11.34,0.00,0.59,0.73,1.04,1.11,44.38
Craftsman Auto,543276,CRAFTSMAN,Auto Ancillaries,5570.65,41.84,19.62,46.31,25.63,34.23,39.88,22.08,,25.99,14.45,20.80,,46.31,24.41,-27.62,,21.12,,-11.06,171.04,,378.57,,13289.12
Crane Infra,538770,,Construction,30.97,94.47,35.60,96.88,28.12,12.31,35.53,25.25,6.45,73.95,24.45,17.42,14.64,96.88,28.12,21.55,19.22,21.55,19.22,2.34,0.58,0.46,0.75,0.61,22.41
Cranes Software,512093,,Computers - Software - Medium / Small,8.19,-36.57,-48.17,,-8.40,-2.23,-2.23,-44.39,-32.18,158.64,32.07,34.79,12.09,,-8.40,0.74,4.78,0.74,4.78,-0.40,-38.74,-68.49,41.38,-6.61,96.45
Cranex,522001,,Engineering,114.00,20.32,14.82,27.69,18.16,12.56,12.56,15.42,15.97,23.63,15.28,16.74,14.67,27.69,18.16,17.21,16.50,17.21,16.50,0.00,0.87,0.71,2.39,1.88,68.40
Cravatex,509472,,Trading,410.00,-27.51,-22.35,29.27,-14.48,4.46,-15.26,-3.82,-1.83,41.33,-21.39,38.29,-7.10,29.27,-14.48,12.97,-0.10,12.97,-0.10,0.00,-19.04,-11.68,-7.05,-0.63,105.78
Crayons Advertis,,CRAYONS,Miscellaneous,128.90,24.29,1.81,260.74,107.44,-12.61,-12.61,,,95.60,39.59,,,,,,,,,,7.07,,11.13,,314.90
Creative Casting,539527,,Castings & Forgings,819.75,20.51,11.52,24.14,7.94,3.02,3.33,10.84,6.75,18.65,7.61,9.27,5.77,24.14,7.94,9.65,6.99,9.65,6.99,0.00,3.67,3.18,4.85,4.16,106.57
Creative Eye,532392,CREATIVEYE,Entertainment / Electronic Media Software,7.15,-57.52,-56.13,,8.14,-49.76,-49.76,-40.27,-30.40,,9.78,,,,8.14,,,,,0.00,-1.80,-2.26,-1.18,-1.77,14.34
Creative Graphic,,CGRAPHICS,Engineering,171.35,40.37,,68.00,,43.57,43.57,,,62.74,,,,-41.64,,,,,,,,,,,416.13
Creative Newtech,,CREATIVE,Trading,769.00,48.81,36.04,72.62,52.50,24.41,24.41,,,54.60,39.04,,,61.70,46.63,,,,,-12.28,21.21,,35.29,,1085.35
Credent Global,539598,,Finance & Investments,126.05,,,,,-36.47,-36.47,,,,,,,,,,,,,-0.07,,,,,129.73
CreditAcc. Gram.,541770,CREDITACC,Finance & Investments,1403.95,36.58,32.14,116.55,35.05,31.60,31.29,32.83,42.85,56.98,32.18,35.44,43.93,114.82,32.26,38.31,39.98,51.13,56.29,-7.41,618.99,384.15,1885.20,1200.63,22379.44
Credo Brands,544058,MUFTI,Trading,164.80,24.58,7.52,83.40,27.89,13.99,13.99,,,75.23,33.95,,,-32.66,-29.89,,,,,,39.36,,67.68,,1063.64
Cressanda Railwa,512379,,Trading,11.91,,,,,48100.00,48100.00,,,,,,,,,,,,,-30.05,,,,,494.17
Crest Ventures,511413,CREST,Finance & Investments,385.00,49.56,28.50,174.85,6.49,-1.28,3.70,21.14,0.76,73.18,12.65,31.56,21.01,174.85,6.49,5.89,18.82,7.23,19.85,3.28,103.65,75.52,159.39,95.92,1095.29
Crestchem,526269,,Chemicals,125.50,40.78,192.09,55.66,71.06,23.90,27.61,104.94,48.06,61.63,88.37,60.41,42.19,55.66,71.06,47.84,53.72,47.84,53.72,0.52,0.88,0.38,1.20,0.55,37.65
CRISIL,500092,CRISIL,Miscellaneous,4400.00,16.57,12.42,22.53,12.29,12.14,14.44,10.63,10.95,17.60,12.04,10.77,9.19,22.24,11.98,12.40,9.46,12.79,9.84,-0.40,461.43,377.08,620.85,518.32,32174.48
Croissance Ltd,531909,,Construction,4.27,122.40,10.53,51.83,3.13,-30.00,-47.50,18.60,-12.85,44.22,0.00,8.76,0.00,51.83,3.13,12.87,1.55,12.87,1.55,0.00,0.15,0.09,0.21,0.14,29.26
Crompton Gr. Con,539876,CROMPTON,Electric Equipment,410.15,15.04,10.30,-9.69,1.85,6.45,6.45,,,0.49,4.32,,,-10.41,1.33,,,,,-11.36,517.03,,708.96,,26382.16
Crop Life Scienc,,CLSL,Pesticides / Agrochemicals - Indian,45.30,23.06,,18.17,,-11.76,-11.76,,,16.75,,,,4.93,,,,,,,3.96,,7.92,,77.65
Cropster Agro,523105,,Packaging,422.95,,,443.21,208.40,-100.00,,,36.57,443.37,208.46,123.58,88.10,42.38,28.85,19.85,11.99,123.55,88.08,0.00,2.15,1.06,2.15,1.06,1057.38
Crown Lifters,,CROWN,Miscellaneous,315.50,32.14,9.18,82.53,32.42,12.45,-3.21,2.60,7.05,41.18,13.26,1.02,8.60,79.48,31.42,10.24,12.81,11.45,48.48,1.51,0.64,-0.30,3.08,2.73,354.10
CRP Risk Mgt.,540903,,Miscellaneous,11.93,-24.33,-30.81,-63.31,-65.04,-20.24,-30.69,-22.91,,-41.10,-42.72,-30.90,,-63.31,-65.04,-56.51,,-49.90,,0.00,-1.93,1.50,-1.42,4.55,20.86
CSB Bank,542867,CSBBANK,Banks - Private Sector,376.80,16.07,16.79,37.43,37.32,3.91,13.80,11.86,6.89,20.51,28.78,11.56,6.50,37.43,27.94,103.50,16.04,126.91,33.77,0.00,360.78,130.95,1541.23,1212.93,6536.95
CSL Finance,530067,CSLFINANCE,Finance & Investments,453.25,39.01,23.42,32.01,21.64,2.10,21.02,22.32,3.73,40.23,22.84,25.03,28.04,23.16,16.68,13.13,18.59,21.28,24.50,-9.65,38.49,27.14,72.33,49.94,1032.63
Cubex Tubings,526027,CUBEXTUB,Mining / Minerals / Metals,95.89,47.03,24.34,44.22,43.31,16.47,16.92,25.45,17.37,28.67,26.28,21.31,13.28,44.22,43.31,41.57,37.10,41.57,37.10,0.00,2.16,1.27,3.80,2.30,137.30
Cubical Finan,511710,,Finance & Investments,2.53,27.73,-5.75,79.67,21.95,8.74,23.58,-12.53,2.18,64.46,17.34,35.99,46.33,79.67,21.95,40.01,44.86,40.01,44.85,0.00,0.41,0.24,0.52,0.32,16.48
Cummins India,500480,CUMMINSIND,Engines,3977.65,27.43,9.62,37.90,18.69,7.83,15.68,8.45,8.46,33.89,15.51,12.72,10.50,37.90,18.69,12.41,11.03,12.41,11.03,0.00,958.44,835.49,1255.80,1084.86,110260.48
Cupid,530843,CUPID,Miscellaneous,90.75,6.11,14.89,12.32,21.39,7.46,7.46,10.76,24.24,12.54,20.13,7.44,38.93,12.18,21.30,9.81,85.98,9.91,86.09,-0.26,31.10,23.19,42.29,32.78,2436.35
CWD,543378,,Electronics - Components,690.00,105.49,250.83,0.00,32.81,53.20,53.20,,,72.03,99.34,,,-8.57,14.94,,,,,,1.52,,2.43,,249.19
Cybele Industrie,531472,,Cables - Power,41.70,21.65,8.54,22.56,,-3.35,4.34,5.14,10.88,4.38,-11.69,19.50,-6.06,22.56,,8.97,,8.97,,0.00,-0.11,0.06,0.77,0.76,44.62
Cyber Media Ind,532640,CYBERMEDIA,Entertainment / Electronic Media Software,25.89,38.25,12.43,278.27,27.44,-3.61,9.59,10.02,6.10,42.52,16.36,34.52,-0.22,278.27,25.54,15.12,16.71,16.55,19.64,0.00,-0.43,-2.74,3.75,0.38,40.56
Cyber Media Res.,,CMRSL,Computers - Software - Medium / Small,172.20,43.25,18.07,84.57,78.35,11.50,11.50,,,54.33,47.02,,,24.56,40.86,,,,,,1.79,,3.36,,50.42
Cybertech Sys.,532173,CYBERTECH,Computers - Software - Medium / Small,182.35,23.47,18.04,-0.86,19.25,16.49,17.87,14.19,12.62,11.50,16.01,12.11,13.72,-4.74,16.36,11.57,11.67,13.80,13.48,-0.54,20.37,12.63,26.36,16.99,567.69
Cyient,532175,CYIENT,Computers - Software - Medium / Small,1864.20,20.04,9.13,25.99,8.69,13.09,9.73,10.36,12.47,24.02,12.19,12.91,12.30,25.66,9.11,10.84,10.68,10.60,10.58,-0.31,500.03,442.16,739.34,630.21,20676.97
Cyient DLM,543933,CYIENTDLM,Electronics - Components,744.55,23.81,19.93,73.05,139.90,15.47,15.47,,,36.30,45.92,,,-55.30,27.24,,,,,,27.63,,62.35,,5904.74
D & H India,517514,,Electrodes - Welding Equipment,103.00,32.65,14.72,75.63,6.29,-0.49,13.79,14.75,8.39,64.87,9.82,13.74,7.11,72.00,4.16,33.67,2.06,35.62,3.10,3.34,1.38,1.09,3.90,3.22,84.34
D B Corp,533151,DBCORP,Entertainment / Electronic Media Software,342.00,16.80,-0.50,46.98,9.13,6.56,12.82,0.89,2.59,29.81,6.12,0.88,2.96,46.11,8.73,2.24,3.61,1.77,3.30,0.12,230.16,273.40,327.54,410.48,6093.01
D P Wires,543962,DPWIRES,Steel - Medium / Small,452.25,29.05,24.78,14.68,15.83,22.56,31.39,26.33,26.89,15.99,14.60,26.01,27.22,14.68,15.83,4.45,18.64,32.71,40.29,4.40,29.41,18.32,41.40,26.89,701.00
D-Link India,533146,DLINKINDIA,Trading,486.65,19.98,11.90,46.11,28.04,4.79,4.79,8.64,9.67,43.12,24.52,26.60,18.85,46.11,28.04,29.26,18.91,29.26,20.93,0.00,54.37,36.60,74.14,51.83,1727.84
D.K. Enterprises,,DKEGL,Packaging,72.00,30.61,,24.23,,43.18,43.18,,,27.13,,,,-11.06,,,,,,,3.27,,5.24,,54.06
D.P. Abhushan,544161,DPABHUSHAN,Trading,1346.60,24.41,23.58,31.14,39.31,23.08,18.71,26.52,,25.07,29.23,25.55,,31.14,39.31,,,43.65,,0.27,38.39,,63.65,,2996.85
Dabur India,500096,DABUR,Personal Care - Indian,606.70,9.06,7.81,2.28,3.89,5.89,7.58,7.22,5.80,7.40,7.23,6.87,8.53,2.19,3.82,5.01,7.06,5.10,7.23,-1.13,1702.77,1493.76,2223.49,1932.00,107526.13
Dai-ichi Karkari,526821,,Chemicals,615.00,10.54,7.34,24.39,13.03,7.08,16.05,0.62,-1.13,46.64,26.69,-12.52,-4.30,24.39,13.03,,,,,0.06,-10.94,0.48,-6.56,4.68,458.19
Daikaffil Chem,530825,,Dyes And Pigments,128.00,,,,,-26.21,-28.42,,,,,,,,,,,,,17.07,-1.23,0.32,-1.22,0.78,76.80
Dalal Street Inv,501148,,Finance & Investments,453.00,-23.59,-15.39,-5.01,-43.90,-45.61,-45.61,-1.92,3.03,-18.83,26.27,-13.01,-2.29,-5.01,-43.90,21.90,12.33,21.90,12.33,0.00,0.08,0.89,0.25,1.21,14.50
Dalmia Bharat,500097,DALMIASUG,Sugar,413.30,2.58,7.51,-2.74,5.57,4.55,8.16,8.05,9.31,-1.09,9.30,3.13,15.23,-2.74,5.57,3.76,52.89,3.76,52.89,0.00,247.21,178.31,388.21,296.50,3345.66
Dalmia BharatLtd,542216,DALBHARAT,Cement - South India,1833.70,13.27,9.15,-13.26,30.99,10.55,8.40,10.20,,-0.57,7.58,4.71,,-13.32,31.73,-49.08,,65.01,,-0.13,795.29,,1332.60,,34390.62
Damodar Indust.,521220,DAMODARIND,Textiles - Spinning - Synthetic / Blended,53.00,8.02,-1.50,35.04,-9.03,-0.45,-0.45,0.23,-0.27,11.93,8.28,6.02,0.00,35.04,-9.87,-8.12,-10.28,-7.55,-9.89,-0.18,0.91,5.55,31.41,30.32,123.49
Dangee Dums,,DANGEE,Food - Processing - Indian,7.81,23.00,-8.18,23.45,,-2.04,-2.04,,,48.37,-8.28,,,23.45,,,,,,0.00,-2.37,,0.21,,120.25
Danlaw Tech.,532329,,Electronics - Components,1897.40,96.49,52.21,117.32,135.03,26.23,37.47,51.55,38.14,211.87,115.85,53.62,46.01,102.39,122.54,40.23,45.84,44.79,49.83,11.96,5.06,2.76,8.49,5.02,924.16
Danube Industrie,540361,,Trading,5.52,36.69,,40.46,51.89,13.59,25.95,76.83,,81.50,82.19,49.63,52.99,32.18,46.45,29.94,27.46,32.33,37.55,5.78,0.50,0.28,1.04,0.57,33.12
DAPS Advertising,543651,,Miscellaneous,30.10,37.34,-11.64,121.72,-7.04,-31.72,-31.72,,,54.10,-6.45,,,94.16,-14.16,,,,,,1.07,,1.60,,15.58
Darjeeling Ropew,539770,,Construction,7.01,,,,,-7.14,-94.27,,,,,,,,,,7.09,,,0.00,-0.01,0.16,0.05,0.25,2.14
Darshan Orna,539884,,Trading,4.27,51.35,17.65,259.60,77.86,51.01,51.01,8.59,33.06,583.99,70.61,59.71,,259.53,77.84,68.22,,68.23,,-4.42,0.18,0.13,0.32,0.25,21.36
Data Infr.Trust,543225,,Construction,148.00,16.03,,46.32,,13.42,13.42,,,20.39,,,,45.77,,,,,,-14.79,-150.58,,2141.54,,38524.40
Data Pattern,543428,DATAPATTNS,Electronics - Components,3022.40,32.40,31.73,48.43,88.18,17.37,38.80,39.94,23.50,41.44,58.21,61.65,30.99,-53.69,-6.45,32.98,-2.16,119.08,38.77,,95.11,48.86,138.46,74.09,16920.60
Datamatics Glob.,532528,DATAMATICS,Computers - Software - Medium / Small,636.00,10.49,6.46,35.55,21.85,6.16,6.16,8.92,7.76,23.72,14.79,16.51,11.63,35.51,21.83,17.42,15.30,17.44,15.31,-7.85,133.95,95.59,178.74,130.69,3754.40
Datasoft Applica,526443,,Computers - Software - Medium / Small,60.63,243.41,109.65,64.22,76.23,-100.00,-100.00,69.68,,78.78,91.86,36.14,15.79,64.22,116.19,48.25,22.91,28.12,10.98,0.43,-0.17,-0.07,-0.16,-0.07,6.86
Datiware Mari.,519413,,Aquaculture,9.95,-42.09,,5.01,,-39.42,-39.42,,,7.72,,-0.41,,5.01,,,,,,0.00,-0.94,-0.53,-0.50,-0.31,4.98
Daulat Securitie,530171,,Finance & Investments,43.12,40.10,65.47,36.24,181.42,-9.33,-43.13,31.66,27.34,48.86,,38.33,37.97,36.24,181.42,37.27,38.96,37.27,38.96,1.34,1.01,0.63,1.33,0.82,21.56
Davangere Sugar,543267,DAVANGERE,Sugar,8.59,14.42,13.77,69.80,31.52,-14.05,-14.05,3.25,,57.73,10.43,11.87,,69.82,31.53,34.63,,37.86,,-3.37,7.20,,27.87,,808.16
DB Intl.Stock,530393,DBSTOCKBRO,Finance & Investments,47.37,39.26,88.80,210.01,44.49,1.27,69.94,39.06,14.78,43.10,50.33,58.11,8.42,210.01,44.49,57.46,6.37,57.46,6.37,6.17,4.98,2.64,8.42,4.55,165.80
DC Infotech,543636,DCI,Trading,234.00,39.69,97.70,74.10,82.09,37.59,37.59,,,57.92,71.50,,,69.52,61.79,,,,,-4.62,5.34,,9.88,,304.21
DCB Bank,532772,DCBBANK,Banks - Private Sector,141.80,15.74,12.01,16.85,10.48,19.41,16.28,14.52,16.87,16.60,11.71,14.72,16.42,16.57,10.25,13.63,10.95,15.13,13.45,-0.11,392.78,312.09,3040.30,2345.34,4441.37
DCG Cables,,DCG,Cables - Power,144.95,90.52,,346.14,,89.40,89.40,,,336.10,,,,-59.28,,,,,,,2.22,,3.31,,263.08
DCM,502820,DCM,Castings & Forgings,78.33,14.33,-30.36,31.78,81.93,-0.46,-0.46,-30.99,-22.42,232.22,-13.92,-18.44,-16.64,31.78,81.93,15.42,-16.09,15.42,-15.48,0.00,-9.68,-9.91,-2.13,7.53,146.29
DCM Financial,511611,DCMFINSERV,Finance & Investments,5.71,,,,-0.67,-13.81,-13.81,,,,,,6.52,,-0.67,,6.29,,6.29,0.00,-1.15,-0.57,-0.10,0.60,12.65
DCM Nouvelle,542729,DCMNVL,Textiles - Cotton/Blended,233.95,,,,,-4.94,-4.94,,,,,,,,,,,,,-0.01,,,,,436.96
DCM Shriram,523367,DCMSHRIRAM,Diversified - Mega,996.95,9.55,7.05,-14.26,-13.92,2.51,6.97,9.49,5.86,-5.32,-6.09,3.67,6.68,-14.26,-13.60,-3.20,6.46,-3.76,5.98,-0.01,747.01,633.72,1170.98,954.94,15546.69
DCM Shriram Inds,523369,DCMSRIND,Sugar,218.45,2.34,4.28,21.27,9.56,6.27,8.25,4.86,4.72,13.88,12.93,2.28,8.68,21.27,9.56,-0.86,14.00,-0.86,13.99,0.00,80.36,69.66,148.95,127.59,1900.33
DCW,500117,DCW,Petrochemicals,55.66,8.53,6.71,62.86,45.62,0.83,7.29,6.87,3.53,-4.25,3.12,3.49,4.00,56.32,40.14,-8.05,-11.24,-4.09,-8.16,-2.68,50.70,26.48,180.39,121.39,1642.82
DCX Systems,543650,DCXINDIA,Electronics - Components,373.20,30.45,36.55,32.07,71.58,42.71,42.71,,,30.63,53.04,,,-58.32,-14.12,,,,,,48.91,,76.49,,4156.97
DDev Plastiks,543547,,Chemicals,411.25,,,,,-2.90,-2.90,,,,,,,,,,,,,,,,,,4255.49
De Neers Tools,,DENEERS,Trading,190.00,,,,,16.40,16.40,,,,,,,,,,,,,,,,,,163.52
DE Nora India,590031,DENORA,Engineering,1682.00,13.45,17.62,49.49,64.25,1.35,4.79,15.65,7.50,36.85,42.61,25.59,12.67,49.49,64.25,30.37,14.76,30.37,14.76,0.00,13.70,9.10,18.33,12.56,893.13
Debock Industrie,,DIL,Trading,7.94,47.24,37.22,23.36,61.08,50.36,50.36,29.52,,24.08,33.58,24.84,58.65,-35.37,26.75,-24.94,,34.11,69.78,-55.38,5.31,2.76,8.11,4.62,129.22
Dec.Gold Mines,512068,,Mining / Minerals / Metals,111.50,,,,,725.00,725.00,,,,,-20.39,,,,,,,,-0.49,-15.17,-9.95,-7.23,-5.96,1646.16
Deccan Bearings,505703,,Trading,63.13,,,11.87,10.84,-50.00,-50.00,,,9.35,9.31,7.73,,11.87,10.84,8.16,-9.62,8.16,-9.62,0.00,-0.49,-0.46,-0.49,-0.46,13.78
Deccan Cements,502137,DECCANCE,Cement - South India,705.05,1.79,4.18,-24.96,1.08,2.29,2.29,7.05,6.14,-16.12,0.86,0.95,6.37,-24.96,1.08,0.52,25.54,0.53,25.55,0.01,75.69,57.54,107.56,91.21,987.60
Deccan Healthcar,542248,,Food - Processing - Indian,37.70,20.92,6.18,57.37,-36.29,16.97,-1.81,10.69,,21.54,-25.91,-16.07,,44.31,-39.52,-27.92,,-23.08,,-19.58,2.95,,3.67,,76.83
Deccan Polypacks,531989,,Packaging,8.10,,,-30.66,14.28,-92.32,,,,,14.20,8.94,,-30.66,14.28,10.01,7.01,10.01,7.01,0.00,0.20,-1.90,0.15,-1.53,1.71
Decillion Financ,539190,,Finance & Investments,31.49,16.65,8.34,,-12.94,9.89,9.89,-5.63,6.16,-59.89,0.00,-26.94,-11.77,,-12.94,,,,,0.00,0.01,0.04,0.05,0.08,11.03
Decipher Labs,524752,,Pharmaceuticals - Indian - Formulations,17.99,-13.56,34.80,,,17.57,17.57,,,,,,,,,,,,,-29.51,3.21,,4.05,,18.18
Deco-Mica,531227,,Miscellaneous,101.40,13.08,8.59,19.31,10.69,0.31,9.19,13.27,5.88,15.01,11.15,9.48,8.52,19.31,10.69,12.87,7.13,12.87,7.13,0.00,1.77,1.54,4.10,3.65,42.59
Decorous Investm,539405,,Miscellaneous,8.82,31.36,37.18,,69.52,10.53,26.67,-19.26,21.13,,80.20,52.29,14.28,141.01,69.52,,-14.74,,13.35,0.00,0.06,0.05,0.09,0.07,3.04
DEE Development,544198,DEEDEV,Steel - Medium / Small,316.80,-6.24,,-4.71,,-6.93,-6.93,,,-4.28,,,,8.58,,,,,,,,,,,2187.64
Deem Roll,,DEEM,Castings & Forgings,103.30,16.49,,37.87,,12.73,12.73,,,8.24,,,,,,,,,,,,,,,86.12
Deep Diamond,539559,,Diamond Cutting / Jewellery,6.04,,,,,-66.62,-66.62,,,,,,,,,,,,,-43.21,,,,,19.33
Deep Energy,532760,DEEPENR,Oil Drilling / Allied Services,171.25,,,223.96,89.86,8.33,-44.87,,,170.88,175.60,-48.46,-29.59,223.96,89.86,-43.59,-24.97,-43.59,-23.48,4.00,0.93,21.91,1.04,38.80,548.00
Deep Industries,543288,DEEPINDS,Oil Drilling / Allied Services,291.35,30.14,6.10,25.61,55.51,1.54,6.13,,,32.43,4.84,,,25.61,-57.29,,,,,,74.63,,80.30,,1864.64
Deep Polymers,541778,,Plastics Products,81.09,38.40,21.11,57.57,16.21,-11.24,-12.50,,11.77,72.19,20.91,,20.84,49.86,12.76,,10.59,,34.79,-0.17,6.17,,9.90,,196.07
Deepak,544036,,Dyes And Pigments,80.05,19.86,,35.42,,7.92,7.92,,,30.37,,,,,,,,,,,,,,,86.96
Deepak Fertiliz.,500645,DEEPAKFERT,Chemicals,691.15,14.31,5.17,3.75,50.42,12.46,23.97,11.11,8.31,12.81,23.53,16.42,9.83,-3.15,43.97,12.70,3.99,16.28,6.29,-10.17,545.50,322.93,1051.27,676.26,8724.89
Deepak Nitrite,506401,DEEPAKNTR,Chemicals,2556.00,20.78,23.26,-1.06,33.69,17.20,17.20,27.92,,-1.96,22.43,34.64,,-1.06,33.69,47.93,,48.83,,3.44,810.05,447.24,1142.10,656.99,34862.03
Deepak Spinners,514030,,Textiles - Spinning - Synthetic / Blended,217.00,5.90,-0.16,-56.39,-35.81,2.52,-2.95,1.97,1.85,-19.57,-12.35,-8.44,-6.68,-56.39,-35.81,-22.70,-19.62,-22.70,-19.62,0.06,22.10,16.16,33.63,30.18,156.01
Delaplex,,DELAPLEX,Computers - Software - Medium / Small,215.00,15.18,,35.63,,8.56,8.56,,,26.20,,,,,,,,,,,,,,,195.87
Delhivery,543529,DELHIVERY,Miscellaneous,400.40,30.70,37.54,12.12,13.37,31.14,31.14,,,115.86,18.86,,,25.96,14.87,,,,,,-594.34,,-523.05,,29571.54
Delphi World,533452,DELPHIFX,Finance & Investments,216.19,-11.87,-61.19,-28.12,64.54,-4.91,-34.86,-45.96,-33.40,-26.51,33.91,-9.76,-5.63,-28.12,64.54,-5.61,-1.46,-6.12,-1.83,-14.94,23.73,21.57,40.69,38.57,240.57
Delta Corp,532848,DELTACORP,Recreation / Amusement Parks,131.30,30.24,3.01,127.12,2.94,21.18,-3.06,10.68,5.18,82.12,1.72,11.31,7.42,126.89,3.18,14.79,16.96,17.19,18.88,-0.02,139.44,109.13,205.90,178.45,3515.83
Delta Industrial,539596,,Trading,31.35,,,22.39,13.18,-48.24,-89.40,,,21.14,13.18,,,22.39,13.18,,,,,-7.42,-0.02,-0.01,0.01,0.01,16.91
Delta Manufact.,504286,DELTAMAGNT,Electronics - Components,96.48,5.83,-3.66,-23.11,,9.23,4.95,4.75,5.13,,,,,-23.11,-25.93,-7.45,,,,0.89,-9.70,-6.31,-6.65,-2.77,104.69
Delton Cables,504240,,Cables - Power,478.55,48.20,41.31,157.48,27.87,13.97,47.30,20.85,14.06,40.89,70.25,40.67,20.35,157.48,27.87,18.43,18.92,18.43,18.95,-0.22,3.56,-1.75,16.38,9.25,413.47
Den Networks,533137,DEN,Entertainment / Electronic Media Software,54.00,-6.15,-2.17,56.46,33.19,-4.40,-4.40,-0.97,-0.16,5.72,10.56,8.03,0.46,56.46,33.19,14.05,8.03,18.37,19.22,0.00,112.22,-26.09,114.54,22.35,2577.02
Denis Chem Lab,537536,,Pharmaceuticals - Indian - Bulk Drugs & Formln,190.00,5.84,8.48,23.13,29.72,14.36,15.45,7.33,11.35,8.23,9.02,11.66,12.51,23.13,29.72,18.91,6.17,20.86,16.68,0.00,5.22,2.64,8.51,7.11,263.66
Desh Rakshak,531521,,Pharmaceuticals - Indian - Formulations,9.26,-2.88,1.75,0.79,4.81,1.41,-1.96,2.52,4.23,10.25,10.47,9.93,8.22,0.79,4.81,6.32,19.90,6.32,19.90,0.00,0.42,0.33,0.77,0.60,4.11
Destiny Logistic,,DESTINY,Construction,34.25,79.13,53.75,91.90,111.58,49.04,49.04,,,92.43,87.98,,,-22.85,22.47,,,,,,1.17,,1.95,,52.70
Dev Information,543462,DEVIT,Computers - Software - Medium / Small,114.10,24.56,16.08,69.36,16.39,11.55,23.49,14.46,11.06,62.32,8.76,12.20,17.24,68.64,15.88,12.20,-2.82,17.58,23.78,1.13,2.57,2.73,5.76,5.79,256.54
Dev Labtech,543848,,Diamond Cutting / Jewellery,106.50,52.28,,222.37,,12.45,12.45,,,108.01,,,,-5.33,,,,,,,0.54,,0.87,,88.08
Devine Impex,531585,,Trading,8.25,-5.72,-9.57,10.06,14.87,-9.52,-6.32,-9.54,-10.82,7.72,10.76,7.57,9.60,10.06,14.87,10.41,14.87,10.41,14.87,0.00,0.03,0.03,0.04,0.03,7.86
Devyani Intl.,543330,DEVYANI,Hotels,168.65,46.34,22.10,,,15.70,18.63,19.08,,39.41,24.38,46.31,,,-1.80,2.11,,,,,-187.49,,211.65,,20340.79
Dhabriya Poly.,538715,,Plastics Products,325.00,25.79,11.91,46.59,20.42,6.40,23.64,12.28,12.13,31.09,14.04,11.33,14.70,46.59,20.42,15.73,5.66,16.11,17.32,-6.47,7.36,6.10,14.48,12.81,351.80
Dhampur Bio,543593,DBOL,Sugar,142.15,,,1442.77,,-22.56,-22.56,,,2347.05,,,,,,,,,,,,,,,943.69
Dhampur Sugar,500119,DHAMPURSUG,Sugar,224.05,0.17,-5.59,-16.47,-11.68,-2.49,-11.77,-2.47,1.75,-7.96,-9.24,-8.36,6.79,-16.04,-11.41,-7.08,13.45,-7.29,14.14,0.03,176.62,151.64,277.58,287.87,1465.00
Dhampur.Spl.Sug.,531923,,Sugar,90.90,22.84,29.13,50.57,13.74,-8.35,35.58,3.42,,25.99,2.01,-4.14,,50.57,13.74,2.74,,4.25,,2.08,0.35,0.42,0.53,0.70,72.11
Dhanalaxmi Roto,521216,,Trading,200.00,39.23,15.00,44.03,41.08,9.30,1.95,20.59,17.34,35.92,35.42,25.44,30.55,44.03,41.08,29.46,38.41,29.46,38.41,0.00,6.41,4.08,9.68,6.35,78.00
