Name,BSE Code,NSE Code,Industry,Current Price,Debt,Equity capital,Preference capital,Reserves,Secured loan,Unsecured loan,Balance sheet total,Gross block,Revaluation reserve,Accumulated depreciation,Net block,Capital work in progress,Investments,Current assets,Current liabilities,Book value of unquoted investments,Market value of quoted investments,Contingent liabilities,Total Assets,Working capital,Lease liabilities,Inventory,Trade receivables,Face value,Cash Equivalents,Advance from Customers,Trade Payables,Number of equity shares preceding year,Debt preceding year,Working capital preceding year,Net block preceding year,Gross block preceding year,Capital work in progress preceding year,Working capital 3Years back,Working capital 5Years back,Working capital 7Years back,Working capital 10Years back,Debt 3Years back,Debt 5Years back,Debt 7Years back,Debt 10Years back,Net block 3Years back,Net block 5Years back,Net block 7Years back,Market Capitalization
Sona Machinery,,SONAMAC,Engineering,210.00,0.97,0.10,0.00,51.72,1.75,0.78,85.81,5.88,0.00,1.59,6.52,0.00,2.90,76.11,19.64,0.51,0.00,0.00,85.81,56.96,0.00,12.22,9.53,10.00,45.85,2.02,11.17,0.01,2.53,5.32,4.29,5.88,0.00,-2.27,,,,0.00,,,,2.63,,,288.20
Sonal Adhesives,526901,,Packaging,78.00,7.30,6.06,0.00,1.15,0.33,4.90,33.12,12.42,0.00,8.56,4.62,0.00,0.00,26.13,24.41,0.00,0.00,0.00,33.12,7.96,0.00,11.15,10.07,10.00,0.44,0.00,15.41,0.61,5.23,4.53,3.86,12.42,0.00,9.80,11.39,10.06,14.76,22.39,24.18,20.53,14.65,4.21,4.90,6.19,47.26
Sonal Mercantile,538943,,Finance & Investments,112.00,290.62,14.74,0.00,299.12,0.00,303.60,620.61,0.22,0.00,0.05,0.12,0.00,265.62,0.17,0.50,252.73,0.00,0.00,620.61,-0.33,0.00,0.00,0.00,10.00,0.13,0.00,0.00,1.47,303.60,-13.59,0.18,0.22,0.00,-24.10,6.39,,,137.53,67.09,,,0.00,0.03,,165.06
Sonalis Consumer,543924,,Trading,67.46,1.97,1.06,0.00,3.66,0.00,8.54,10.29,0.17,0.00,0.11,0.07,0.00,0.00,10.22,2.66,0.00,0.00,0.00,10.29,7.57,0.00,4.08,0.94,10.00,1.12,0.00,2.46,0.11,8.54,11.28,0.06,0.17,0.00,,,,,,,,,,,,13.49
Sonam,,SONAMLTD,Miscellaneous,39.61,22.16,20.02,0.00,36.65,25.42,0.35,86.15,65.07,13.57,11.38,50.60,0.00,0.00,35.06,22.23,0.00,0.00,0.14,86.15,31.79,0.00,16.55,9.05,5.00,0.15,0.26,0.34,4.00,25.77,28.19,53.69,65.07,0.00,31.19,22.15,14.97,,29.25,13.99,18.58,,46.23,15.02,14.02,158.57
Sonata Software,532221,SONATSOFTW,Computers - Software - Medium / Small,610.05,765.46,27.75,0.00,1378.54,452.56,137.94,5149.12,1851.16,0.00,118.89,1671.00,0.00,245.07,3075.57,3093.28,0.00,207.43,870.80,5149.12,249.74,91.16,98.00,1605.08,1.00,864.97,10.50,1415.95,28.04,590.50,263.88,1732.27,1851.16,0.82,577.51,405.91,308.55,161.23,185.01,15.62,55.22,5.69,323.63,199.42,118.28,17107.31
Soni Medicare,539378,,Healthcare,25.75,9.78,4.26,0.00,-2.65,8.54,0.18,19.66,20.44,0.00,14.02,6.17,0.00,0.04,11.43,8.01,0.00,0.00,0.03,19.66,4.08,0.00,0.53,7.09,10.00,1.30,0.00,4.98,0.43,8.72,3.63,6.42,20.44,0.00,3.92,2.51,1.50,2.51,7.12,5.32,4.10,5.70,6.60,7.02,7.54,10.98
Sonu Infratech,,SONUINFRA,Construction,67.90,32.15,7.85,0.00,17.46,32.13,0.00,95.99,15.75,0.00,0.00,12.13,0.00,1.08,78.49,58.18,0.00,0.00,0.00,95.99,39.96,0.00,25.25,48.17,10.00,0.51,0.00,29.88,0.79,32.13,33.71,15.75,15.75,0.00,18.24,9.78,,,26.48,11.28,,,14.27,6.98,,53.30
Sotac Pharma.,,SOTAC,Pharmaceuticals - Indian - Bulk Drugs & Formln,136.75,24.86,8.05,0.00,34.21,21.89,0.15,105.33,32.91,0.00,6.99,35.51,5.12,2.10,60.65,43.73,0.00,0.00,0.00,105.33,29.65,0.00,18.01,26.29,10.00,3.42,3.58,28.89,0.81,22.04,15.60,25.92,32.91,0.04,2.27,,,,17.13,,,,16.56,,,151.11
Source Industrie,521036,,Textiles - Processing,2.53,0.22,11.40,0.00,-7.11,0.00,0.22,4.58,0.00,0.00,0.00,0.00,0.00,0.00,2.77,0.07,0.00,0.00,0.00,4.58,2.70,0.00,0.00,1.50,10.00,0.06,0.00,0.00,1.14,0.22,2.84,0.00,0.00,0.00,2.96,4.96,2.14,1.74,0.22,0.00,0.00,0.00,0.00,0.00,0.00,2.88
Source Natural,531398,,Pharmaceuticals - Indian - Bulk Drugs & Formln,183.75,0.00,6.44,0.00,13.02,0.02,0.00,23.65,9.83,0.00,5.25,5.52,0.00,0.00,18.07,3.63,0.00,0.00,0.00,23.65,14.44,0.00,4.30,7.51,10.00,5.86,0.00,2.80,0.64,0.02,13.40,4.58,9.83,0.00,8.30,4.78,5.08,1.20,0.93,0.16,1.91,0.00,3.88,3.57,3.53,118.28
South Asian Ent.,526477,,Trading,51.97,4.16,4.00,0.00,0.12,2.15,2.06,7.17,10.64,0.00,6.36,2.95,0.00,0.09,3.79,1.52,0.00,0.00,0.00,7.17,2.48,1.01,0.13,0.14,10.00,3.22,0.00,0.46,0.40,4.21,2.39,4.28,10.64,0.00,5.58,,,,0.00,,,,0.06,,,20.79
South Ind.Bank,532218,SOUTHBANK,Banks - Private Sector,27.04,98645.20,209.27,0.00,6465.42,6993.85,91651.35,107698.18,1467.88,0.00,713.96,753.92,124.00,24641.80,12352.60,2378.29,748.41,0.00,27912.19,107698.18,9974.31,0.00,0.00,0.00,1.00,7080.49,0.00,102.85,261.59,98645.20,9974.31,753.92,1467.88,124.00,13357.30,8135.10,6354.66,2508.42,86818.82,85323.32,68075.25,50221.87,754.66,676.79,618.13,7073.80
South West Pinn.,543986,SOUTHWEST,Mining / Minerals / Metals,120.15,92.65,27.90,0.00,96.41,60.11,4.40,237.72,120.66,0.00,61.55,88.15,0.00,3.28,138.28,77.55,0.00,0.00,14.68,237.72,125.94,1.96,43.42,56.26,10.00,8.73,0.01,6.51,2.79,64.51,108.15,59.11,120.66,7.58,83.42,66.19,23.97,22.56,46.58,32.98,61.54,48.19,58.23,43.02,61.55,335.23
South. Magnesium,513498,,Mining / Minerals / Metals,221.00,2.44,3.00,0.00,6.72,0.00,0.19,13.00,1.63,0.00,1.26,0.36,0.00,0.00,8.88,3.20,0.00,0.00,0.00,13.00,8.06,0.00,5.55,3.09,10.00,0.19,0.00,0.00,0.30,0.19,6.22,0.38,1.63,0.00,3.24,2.96,3.56,-0.10,1.35,0.55,1.22,1.97,0.47,0.42,0.31,66.30
Southern Infosys,540174,,Trading,20.02,0.00,5.02,0.00,0.67,0.00,0.00,26.60,0.75,0.00,0.20,0.47,0.00,3.17,21.21,20.88,0.00,0.00,0.00,26.60,0.33,0.00,2.65,13.47,10.00,2.61,0.00,20.72,0.50,0.00,0.72,0.54,0.75,0.00,-0.33,0.51,,,0.00,0.00,,,0.46,0.01,,10.05
Southern Latex,514454,,Textiles - Products,30.00,0.01,7.36,0.00,-0.82,0.00,0.01,6.66,1.74,0.00,1.15,0.58,0.00,0.00,6.08,0.11,0.00,0.00,0.00,6.66,5.97,0.00,0.00,0.00,10.00,0.01,0.00,0.00,0.74,0.01,5.72,0.59,1.74,0.00,5.26,4.94,4.47,3.65,0.01,0.13,0.08,0.10,0.63,0.68,0.76,22.08
Sover. Diamonds,523826,,Diamond Cutting / Jewellery,27.57,11.53,5.79,0.00,11.09,12.65,0.00,31.37,7.72,0.00,3.64,4.14,0.00,0.00,26.95,14.20,0.00,0.00,0.06,31.37,24.24,0.00,17.34,9.38,10.00,0.03,0.00,2.09,0.58,12.65,24.52,4.09,7.72,0.00,21.48,23.26,24.15,20.90,12.08,11.90,13.99,14.30,3.65,2.83,2.85,15.95
SP Refractories,,SPRL,Refractories / Intermediates,304.50,4.68,1.79,0.00,8.71,3.31,2.11,17.14,6.52,0.00,2.63,7.12,0.00,0.01,9.90,4.47,0.01,0.00,0.00,17.14,8.02,0.00,2.89,6.41,10.00,0.01,0.00,1.16,0.18,5.42,7.96,3.89,6.52,2.41,6.55,4.71,,,3.79,3.75,,,1.90,2.07,,54.49
SPA CAPT SER,542376,,Finance & Investments,54.80,24.47,3.07,0.00,13.81,2.44,19.29,43.49,5.35,0.00,4.79,0.55,0.00,10.19,17.41,2.02,0.00,0.00,0.00,43.49,15.39,0.00,14.69,1.36,10.00,0.16,0.00,0.93,0.31,21.73,-1.28,0.56,5.35,0.00,-0.61,-22.55,,,23.08,14.06,,,0.83,1.69,,16.85
Space Incubatric,541890,,Miscellaneous,1.66,0.04,34.61,0.00,-25.61,0.10,0.01,9.10,0.35,0.00,0.10,0.66,0.00,0.50,0.23,0.10,0.00,0.00,0.00,9.10,0.17,0.00,0.00,0.00,10.00,0.09,0.00,0.03,3.46,0.11,0.55,0.25,0.35,0.00,24.30,23.21,,,0.46,0.01,,,0.11,0.00,,5.74
Spacenet Enterpr,,SPCENET,Trading,32.70,0.89,54.92,0.00,50.21,0.00,0.20,126.33,13.04,0.00,7.45,13.44,9.86,40.97,61.26,15.72,0.00,0.00,3.65,126.33,45.60,0.00,0.41,40.55,1.00,6.13,9.56,12.58,53.37,0.20,29.64,5.59,13.04,0.00,,,-7.64,6.64,,,12.67,9.72,,,0.09,1795.99
