Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Price to Earning,Dividend yield,Price to book value,Return on assets,Debt to equity,Return on equity,Promoter holding,Earnings yield,Pledged percentage,Industry PE,Enterprise Value,Number of equity shares,Book value,Inventory turnover ratio,Quick ratio,Exports percentage,Piotroski score,G Factor,Asset Turnover Ratio,Financial leverage,Number of Shareholders,Unpledged promoter holding,Return on invested capital,Debtor days,Industry PBV,Credit rating,Working Capital Days,Earning Power,Graham Number,Cash Conversion Cycle,Days Payable Outstanding,Days Receivable Outstanding,Days Inventory Outstanding,Public holding,FII holding,Change in FII holding,Change in DII holding,DII holding,Book value preceding year,Return on capital employed preceding year,Return on assets preceding year,Return on equity preceding year,Number of Shareholders preceding quarter
Polo Queen Ind.,540717,,Trading,44.55,1495.76,521.17,0.00,7.94,1.33,0.08,1.53,74.92,0.35,0.00,34.16,1509.72,33.58,5.61,22.69,0.67,0.00,4.00,6.00,0.32,1.14,4610.00,74.92,2.22,44.69,3.16,,20.75,2.58,3.29,16.14,45.99,44.69,17.43,25.08,0.00,0.00,0.00,0.00,5.54,2.72,1.08,1.26,4622.00
Polson,507645,,Dyes And Pigments,16535.00,198.43,38.16,0.00,2.75,2.88,0.29,4.37,74.98,5.15,0.00,37.72,232.15,0.02,6081.50,2.17,0.57,58.19,7.00,3.00,0.53,1.48,3587.00,74.98,5.63,52.98,1.55,,91.87,6.31,5964.63,123.25,73.24,52.98,143.52,24.81,0.00,0.00,0.00,0.21,5809.00,6.51,2.11,3.47,3582.00
Poly Medicure,531768,POLYMED,Healthcare,1977.10,18974.48,73.46,0.15,12.91,15.03,0.12,19.05,53.15,1.92,0.00,42.74,19001.78,9.60,153.18,2.25,1.77,0.00,7.00,4.00,0.80,1.17,36712.00,53.15,17.35,71.62,5.67,,136.50,19.13,304.54,166.48,72.30,71.62,167.17,27.25,12.37,-1.73,1.75,7.21,129.41,18.34,11.66,14.79,36053.00
Polycab India,542652,POLYCAB,Cables - Power,6738.50,101276.16,58.94,0.44,12.35,16.15,0.02,23.17,65.24,2.35,0.00,41.72,101034.89,15.03,544.95,3.93,0.90,0.00,6.00,6.00,1.68,1.31,423787.00,65.24,31.54,41.42,4.61,,61.21,19.72,1206.66,64.56,81.61,41.42,104.75,15.58,11.96,-1.45,-0.38,7.23,443.17,27.14,14.57,19.95,337380.00
Polychem,506605,,Petrochemicals,2829.00,113.16,15.72,1.06,2.78,17.28,0.00,18.92,52.09,8.96,0.00,17.96,108.11,0.04,1019.80,3.89,3.43,0.00,7.00,4.00,1.14,1.15,5899.00,52.09,37.98,54.82,2.88,,86.13,18.92,2022.20,130.09,17.87,54.82,93.14,44.93,0.00,0.00,0.00,2.99,863.61,17.81,13.75,12.62,5888.00
Polycon Intl.,531397,,Plastics Products,20.30,9.93,165.50,0.00,2.59,0.15,8.37,1.57,49.61,5.06,0.00,34.93,41.86,0.49,7.84,0.66,0.71,0.00,5.00,2.00,0.58,10.35,900.00,49.61,6.26,138.42,3.72,,392.11,5.04,4.65,656.31,95.27,138.42,613.16,50.39,0.00,0.00,0.00,0.00,7.71,6.26,0.16,1.60,876.00
Polylink Poly.,531454,,Plastics Products,28.31,62.59,36.19,0.00,2.26,5.26,0.07,6.42,74.69,3.89,0.00,34.93,64.48,2.21,12.58,10.03,1.96,0.00,5.00,3.00,2.27,1.18,5913.00,74.69,6.28,59.06,3.72,,69.03,7.12,14.88,74.70,27.19,59.06,42.83,25.31,0.00,0.00,0.00,0.00,11.80,4.04,2.13,2.52,5850.00
Polymac Thermof.,537573,,Plastics Products,41.05,19.62,63.32,0.00,1.86,1.70,0.14,3.02,22.38,2.74,0.00,34.93,21.05,0.48,22.11,2.30,1.69,0.00,5.00,4.00,0.80,1.78,285.00,22.38,2.66,19.82,3.72,,181.12,3.07,17.96,164.51,14.12,19.82,158.81,77.62,0.00,0.00,0.00,0.00,21.46,2.64,1.52,4.23,256.00
Polymechplast Ma,526043,,Engineering,59.95,33.58,42.50,1.67,1.32,1.86,0.04,3.12,36.49,4.99,0.00,43.13,31.47,0.56,45.47,3.60,0.45,1.44,5.00,5.00,1.39,1.66,6838.00,36.49,5.73,16.38,5.46,,0.99,3.71,37.98,58.39,49.84,16.38,91.85,63.51,0.00,0.00,0.00,0.00,45.02,8.59,3.51,6.28,6726.00
Polyplex Corpn,524051,POLYPLEX,Packaging,1030.05,3233.58,85.50,2.23,0.92,1.17,0.21,1.08,26.70,3.71,99.94,26.93,3275.24,3.14,1118.46,3.39,1.78,0.00,5.00,2.00,0.85,2.11,146268.00,0.02,2.10,56.21,1.82,,110.64,1.59,550.69,127.37,47.39,56.21,118.55,63.07,7.92,-0.37,0.04,2.31,1109.48,11.62,8.44,10.24,152660.00
Polysil Irrigati,,POLYSIL,Plastics Products,35.25,39.98,19.31,0.00,1.60,3.74,0.67,13.48,31.17,8.94,0.00,34.93,55.27,1.13,22.02,2.03,1.09,0.00,4.00,2.00,0.80,3.60,1267.00,31.17,9.95,230.77,3.72,,195.39,6.29,30.07,237.08,173.23,230.77,179.54,68.83,0.00,,,0.00,,13.91,2.24,7.84,
Polyspin Exports,539354,,Packaging,46.26,46.26,,0.00,0.79,-1.20,1.28,-3.26,47.79,-0.45,0.00,26.93,112.37,1.00,58.54,2.99,0.78,85.07,4.00,1.00,1.26,2.74,4159.00,47.79,-0.31,53.23,1.82,,117.62,-0.32,,116.54,53.38,53.23,116.69,52.22,0.00,0.00,0.00,0.00,59.83,3.87,3.38,9.26,4072.00
Polytex India,512481,,Finance & Investments,9.06,12.23,,0.00,4.73,-5.45,0.06,-5.99,36.36,-1.27,0.00,23.18,12.33,1.35,1.92,,0.16,,2.00,3.00,0.00,1.13,6373.00,36.36,-5.73,,1.78,,,-5.48,,,,,,63.66,0.00,0.00,0.00,0.00,2.04,-5.18,-2.30,-2.51,3833.00
Pondy Oxides,532626,POCL,Mining / Minerals / Metals,831.05,1046.41,26.48,0.61,2.93,8.74,0.27,12.98,48.90,6.25,0.00,36.48,1111.03,1.26,281.81,9.85,1.47,0.00,5.00,6.00,3.37,1.27,24060.00,48.90,13.66,24.24,3.89,,56.92,14.47,446.11,55.05,2.59,24.24,33.39,50.89,0.22,0.04,0.00,0.00,218.62,20.91,12.95,21.41,22109.00
Ponni Sug.Erode,532460,PONNIERODE,Sugar,482.65,415.09,8.86,1.44,0.76,8.37,0.00,9.33,42.36,14.04,0.00,16.08,374.19,0.86,641.89,3.63,2.27,0.00,7.00,5.00,0.75,1.01,17044.00,42.36,18.03,29.20,1.31,,83.59,8.60,887.18,116.49,34.64,29.20,121.93,34.96,22.64,-0.21,0.00,0.05,526.71,11.68,8.22,9.34,17335.00
Poojawes. Metal.,540727,,Mining / Minerals / Metals,45.67,46.32,26.46,2.19,3.56,5.45,1.48,13.82,62.09,5.98,0.00,36.48,65.27,1.01,12.85,4.06,0.53,56.64,4.00,5.00,1.91,2.47,7739.00,62.09,8.76,48.48,3.89,,135.30,10.89,22.33,144.54,13.68,48.48,109.75,37.90,0.00,0.00,0.00,0.00,12.13,10.06,3.86,8.93,8009.00
Poona Dal & Oil,519359,,Solvent Extraction,64.99,37.11,47.57,0.00,0.66,1.39,0.00,1.41,70.38,4.61,0.00,21.13,23.50,0.57,97.48,5.09,26.59,0.00,5.00,2.00,1.76,1.01,5189.00,70.38,1.43,4.08,2.46,,143.77,1.86,54.75,125.52,0.00,4.08,121.44,29.62,0.00,0.00,0.00,0.00,96.11,2.95,2.07,2.14,5238.00
Poonawalla Fin,524000,POONAWALLA,Finance & Investments,414.70,32138.99,30.81,0.48,3.95,4.42,1.86,13.90,62.13,4.80,0.00,23.18,47086.17,77.50,105.44,,1.14,0.00,4.00,5.00,0.23,2.90,203244.00,62.13,10.80,1.51,1.78,,-11.34,9.30,227.03,1.51,,1.51,,23.79,7.76,-0.03,0.23,5.81,89.35,7.18,2.39,7.32,195334.00
Popees Care,530565,,Trading,103.16,62.62,,0.00,,-178.83,0.00,-247.47,21.62,-4.70,0.00,60.14,62.61,0.61,-0.38,0.00,0.32,,2.00,2.00,0.00,-5.96,6376.00,21.62,-278.61,,5.58,,,-2000.00,,,,,,78.38,0.00,0.00,0.00,0.00,3.64,-5.27,-4.53,-5.27,6205.00
Popular Estate,531870,,Construction,17.81,24.93,,0.00,0.58,-1.39,0.18,-1.64,66.82,-2.17,0.00,33.28,32.75,1.40,30.74,0.00,104.64,,3.00,3.00,0.00,1.19,1574.00,66.82,-1.41,,2.89,,,-1.38,,,,,,33.18,0.00,0.00,0.00,0.00,31.69,-1.40,-1.95,-2.27,1481.00
Popular Vehicles,544144,PVSL,Trading,243.05,1730.46,23.10,0.00,2.66,4.32,1.42,15.03,61.18,7.56,0.00,34.16,2594.87,7.12,91.74,9.20,0.62,0.00,6.00,5.00,3.24,2.65,93690.00,61.18,10.19,19.30,3.16,,44.76,9.92,148.51,52.94,11.83,19.30,45.48,21.54,7.01,,,10.26,,13.49,4.48,20.00,
Porwal Auto Comp,532933,,Castings & Forgings,72.91,110.08,30.67,0.00,1.77,4.49,0.09,5.90,37.17,5.84,0.00,32.30,115.69,1.51,41.56,6.02,0.50,0.00,8.00,4.00,1.83,1.28,7712.00,37.17,11.30,24.73,3.65,,22.19,7.99,48.83,73.72,14.93,24.73,63.91,62.84,0.00,0.00,0.00,0.00,39.01,2.43,-1.32,-1.78,7374.00
Power & Instrum.,543912,PIGL,Electric Equipment,76.05,96.08,16.31,0.26,1.88,5.50,0.29,12.30,52.09,11.00,0.00,58.82,110.39,1.26,40.53,2.08,0.88,0.00,9.00,5.00,0.91,2.09,4174.00,52.09,20.34,115.01,8.34,,166.31,11.30,65.21,151.53,153.02,115.01,189.54,47.90,0.00,0.00,0.00,0.00,35.29,11.86,3.55,9.15,2567.00
Power Fin.Corpn.,532810,PFC,Finance - Term-Lending Institutions,488.70,161275.95,8.17,2.23,1.59,2.74,8.52,21.33,55.99,8.99,0.00,27.80,1019848.45,330.01,306.50,,1.22,0.00,6.00,8.00,0.09,9.57,707579.00,55.99,9.85,0.77,2.28,,23.27,8.81,642.61,0.77,,0.77,,8.58,17.19,-0.66,0.74,18.21,255.02,9.08,2.51,20.40,597315.00
Power Grid Corpn,532898,POWERGRID,Power Generation And Supply,327.45,304548.25,19.53,3.40,3.47,6.21,1.42,18.30,51.34,6.44,0.00,38.17,420569.34,930.06,93.70,0.00,0.75,0.00,8.00,2.00,0.18,2.88,1100850.00,51.34,12.15,91.88,2.52,,28.05,10.88,187.88,91.88,,91.88,,3.58,29.82,-0.69,0.49,15.26,89.26,13.09,6.21,19.56,961585.00
Power Mech Proj.,539302,POWERMECH,Engineering - Turnkey Services,4901.95,7749.07,31.21,0.04,4.18,7.51,0.22,15.95,58.29,6.16,0.00,37.82,7664.98,1.58,1162.90,22.84,1.97,0.00,6.00,3.00,1.27,1.80,28758.00,58.29,15.00,90.21,4.55,,117.49,13.34,2027.27,19.24,85.43,90.21,14.46,14.85,5.29,1.05,3.00,21.57,855.59,22.18,7.33,17.87,23907.00
Powergrid Infra.,543290,PGINVIT,Power Generation And Supply,96.06,8741.45,8.57,,1.12,12.23,0.07,13.12,15.00,11.94,0.00,37.24,9001.50,91.00,85.28,,96.20,0.00,4.00,4.00,0.11,1.08,,15.00,344.63,0.00,1.91,,0.46,12.88,146.87,0.00,,0.00,,,,,,,86.04,-2.56,-3.04,-3.24,
PPAP Automotive,532934,PPAP,Auto Ancillaries,220.65,310.82,,0.69,1.09,-2.36,0.57,-4.51,65.01,1.41,0.00,36.73,471.13,1.41,202.06,4.30,0.56,0.00,5.00,3.00,0.95,1.95,16939.00,65.01,1.69,50.72,3.72,,52.27,1.19,,64.56,67.06,50.72,80.89,29.23,5.75,0.05,0.00,0.00,210.54,1.58,-1.16,-2.02,16654.00
Prabhhans Inds,530361,,Construction,72.00,44.99,33.08,0.00,6.08,5.44,0.66,20.25,74.46,4.42,0.00,36.76,49.56,0.62,11.84,5.57,0.71,0.00,4.00,4.00,2.10,3.38,2084.00,74.46,11.96,85.93,3.11,,57.98,7.79,24.08,51.44,112.12,85.93,77.63,24.61,0.00,0.00,0.00,0.92,9.67,27.65,7.33,27.28,1214.00
Pradeep Metals,513532,,Castings & Forgings,240.00,414.49,18.62,0.84,3.61,9.93,0.64,21.39,73.48,7.39,0.00,32.30,482.62,1.73,65.96,2.16,0.78,0.00,6.00,6.00,1.23,1.97,4992.00,73.48,15.70,87.22,3.65,,115.70,14.80,138.37,154.91,106.62,87.22,174.32,26.51,0.00,0.00,0.00,0.00,54.68,24.99,13.60,32.29,5007.00
Pradhin,530095,,Trading,48.49,17.70,32.78,0.00,2.67,7.36,0.00,8.49,8.99,3.83,0.00,34.16,17.69,0.36,18.17,2.17,2.79,0.00,5.00,2.00,0.63,1.11,2035.00,8.99,8.88,66.51,3.16,,486.93,8.68,24.60,324.48,78.27,66.51,336.25,91.02,0.00,0.00,0.00,0.00,16.69,-1.46,-1.43,-1.63,2082.00
Prag Bosimi Syn.,500192,,Textiles - Manmade,3.13,23.28,,0.00,3.14,-5.00,21.44,-217.48,48.17,-3.27,0.00,26.24,182.16,7.44,1.00,0.80,0.94,0.00,4.00,4.00,0.00,31.17,89708.00,48.17,-3.51,0.00,1.98,,9368.33,-2.61,,-83.35,359.25,0.00,275.91,51.70,0.00,0.00,0.00,0.13,0.43,-3.21,-5.32,-132.42,89252.00
Praj Industries,522205,PRAJIND,Engineering,740.85,13617.78,48.04,0.62,10.68,10.28,0.13,24.09,32.81,2.90,0.00,43.13,13574.40,18.38,69.34,7.08,1.37,0.00,5.00,3.00,1.26,2.16,324849.00,32.81,22.24,88.03,5.46,,61.05,13.37,155.08,36.70,92.41,88.03,41.08,34.64,18.87,1.50,0.60,13.69,58.68,30.95,9.77,23.69,314475.00
Prajay Engineers,531746,PRAENG,Construction,31.85,222.77,,0.00,0.45,-4.33,0.35,-7.26,35.64,-10.26,0.00,33.28,368.94,6.99,73.87,0.14,0.72,0.00,5.00,3.00,0.06,1.78,18218.00,35.64,-7.40,631.29,2.89,,2147.19,-4.10,,2310.67,759.71,631.29,2439.09,64.34,0.00,-0.01,0.00,0.00,79.56,-0.70,-0.90,-1.63,19206.00
Prakash Industri,506022,PRAKASH,Steel - Medium / Small,188.65,3378.36,9.74,0.00,1.12,8.38,0.12,11.65,44.24,11.94,13.34,27.86,3464.52,17.91,168.85,8.40,0.62,0.00,9.00,5.00,0.89,1.37,94294.00,38.34,13.57,8.28,2.94,,-2.21,9.95,271.77,24.34,26.62,8.28,42.68,50.75,4.91,-0.99,0.08,0.09,164.94,7.87,4.65,6.58,91963.00
Prakash Pipes,542684,PPL,Plastics Products,457.65,1094.60,12.23,0.27,3.01,21.39,0.11,27.85,44.27,12.51,0.00,34.93,918.34,2.39,152.67,8.84,3.03,0.00,6.00,5.00,1.60,1.15,81854.00,44.27,23.75,40.93,3.72,,56.31,23.01,358.80,50.65,33.97,40.93,43.70,55.32,0.37,0.11,0.00,0.02,116.48,29.00,18.28,22.84,80014.00
Prakash Steelage,533239,PRAKASHSTL,Steel - Medium / Small,9.66,169.06,7.23,0.00,21.90,60.09,0.04,,33.51,14.68,0.10,27.86,168.57,17.50,0.44,5.17,0.48,0.00,9.00,5.00,2.72,5.04,152747.00,33.48,346.31,41.41,2.94,,1.66,58.77,5.73,5.64,110.56,41.41,74.80,66.40,0.08,0.08,0.00,0.00,-2.87,,11.09,,119612.00
Prakash Woollen,531437,,Textiles - Products,37.39,38.36,39.96,0.00,0.80,0.78,1.09,2.02,63.84,5.35,0.00,31.14,90.55,1.03,46.74,1.87,0.28,0.00,7.00,2.00,0.83,2.56,2751.00,63.84,4.71,16.05,2.37,,111.36,3.76,31.37,175.64,68.80,16.05,228.39,36.03,0.00,0.00,0.00,0.13,45.97,-3.15,-4.56,-10.11,2663.00
Pramara Promotio,,PRAMARA,Trading,165.50,149.53,37.86,0.00,4.54,6.43,1.02,24.61,69.81,5.49,0.00,34.16,179.45,0.90,36.46,0.00,1.37,0.00,4.00,1.00,1.03,3.82,491.00,69.81,16.67,93.89,3.16,,211.25,13.67,59.89,93.89,,93.89,,30.19,0.00,0.00,0.00,0.00,,13.91,3.62,14.97,496.00
Prashant India,519014,,Textiles - Processing,14.16,6.00,,0.00,,-17.41,,,19.42,-0.81,0.00,21.29,40.56,0.42,-77.94,4.00,0.00,0.00,2.00,1.00,0.23,-0.06,8631.00,19.42,-23.57,84.88,2.79,,-16.98,-18.97,,84.88,,84.88,0.00,80.52,0.00,0.00,0.00,0.05,-77.09,-7.69,-7.27,,8612.00
Prataap Snacks,540724,DIAMONDYD,Food - Processing - Indian,919.55,2195.29,40.82,0.11,3.01,5.59,0.11,7.66,64.27,3.71,0.00,38.34,2245.79,2.39,305.26,7.76,0.94,0.00,6.00,3.00,1.68,1.32,16739.00,64.27,7.15,2.46,3.49,,28.18,8.22,390.93,11.88,38.83,2.46,48.25,19.76,5.35,-0.05,-0.48,10.63,288.21,1.15,2.24,3.13,15096.00
Pratham EPC,,PRATHAM,Construction,364.00,646.46,64.33,0.00,10.61,20.73,0.06,55.90,72.97,2.32,0.00,23.53,631.97,1.78,34.26,2.52,2.70,0.00,3.00,3.00,1.42,2.70,810.00,72.97,57.32,86.65,2.74,,61.04,19.66,66.05,2.55,228.68,86.65,144.58,18.77,8.11,,,0.14,,48.78,19.79,53.81,
